date,拼音,部门,value
2010-04-01,Beijing,农业废水,170.1916666666667
2010-05-01,Beijing,生活废水,1769.341780619534
2010-05-01,Beijing,工业废水,112.74197529200964
2010-05-01,Beijing,农业废水,170.1916666666667
2010-06-01,Beijing,生活废水,1769.341780619534
2010-06-01,Beijing,工业废水,111.92866172896292
2010-06-01,Beijing,农业废水,170.1916666666667
2010-07-01,Beijing,生活废水,1769.341780619534
2010-07-01,Beijing,工业废水,111.56454413906192
2010-07-01,Beijing,农业废水,170.1916666666667
2010-08-01,Beijing,生活废水,1769.341780619534
2010-08-01,Beijing,工业废水,112.164024431249
2010-08-01,Beijing,农业废水,170.1916666666667
2010-09-01,Beijing,生活废水,1769.341780619534
2010-09-01,Beijing,工业废水,111.61348344943356
2010-09-01,Beijing,农业废水,170.1916666666667
2010-10-01,Beijing,生活废水,1769.341780619534
2010-10-01,Beijing,工业废水,112.26151970132244
2010-10-01,Beijing,农业废水,170.1916666666667
2010-11-01,Beijing,生活废水,1769.341780619534
2010-11-01,Beijing,工业废水,113.98870900176478
2010-11-01,Beijing,农业废水,170.1916666666667
2010-12-01,Beijing,生活废水,1769.341780619534
2010-12-01,Beijing,工业废水,120.74861468970371
2010-12-01,Beijing,农业废水,170.1916666666667
2010-01-01,Chongqing,生活废水,1328.2967424181124
2010-01-01,Chongqing,工业废水,404.410463611086
2010-01-01,Chongqing,农业废水,265.3270833333333
2010-02-01,Chongqing,生活废水,1328.2967424181124
2010-02-01,Chongqing,工业废水,394.9350964817929
2010-02-01,Chongqing,农业废水,265.3270833333333
2010-03-01,Chongqing,生活废水,1328.2967424181124
2010-03-01,Chongqing,工业废水,399.61958766264576
2010-03-01,Chongqing,农业废水,265.3270833333333
2010-04-01,Chongqing,生活废水,1328.2967424181124
2010-04-01,Chongqing,工业废水,381.20750319271696
2010-04-01,Chongqing,农业废水,265.3270833333333
2010-05-01,Chongqing,生活废水,1328.2967424181124
2010-05-01,Chongqing,工业废水,378.99418916678593
2010-05-01,Chongqing,农业废水,265.3270833333333
2010-06-01,Chongqing,生活废水,1328.2967424181124
2010-06-01,Chongqing,工业废水,376.2601487744044
2010-06-01,Chongqing,农业废水,265.3270833333333
2010-07-01,Chongqing,生活废水,1328.2967424181124
2010-07-01,Chongqing,工业废水,375.03612861342646
2010-07-01,Chongqing,农业废水,265.3270833333333
2010-08-01,Chongqing,生活废水,1328.2967424181124
2010-08-01,Chongqing,工业废水,377.0513456314932
2010-08-01,Chongqing,农业废水,265.3270833333333
2010-09-01,Chongqing,生活废水,1328.2967424181124
2010-09-01,Chongqing,工业废水,375.2006433312558
2010-09-01,Chongqing,农业废水,265.3270833333333
2010-10-01,Chongqing,生活废水,1328.2967424181124
2010-10-01,Chongqing,工业废水,377.3790863929388
2010-10-01,Chongqing,农业废水,265.3270833333333
2010-11-01,Chongqing,生活废水,1328.2967424181124
2010-11-01,Chongqing,工业废水,383.1852176653708
2010-11-01,Chongqing,农业废水,265.3270833333333
2010-12-01,Chongqing,生活废水,1328.2967424181124
2010-12-01,Chongqing,工业废水,405.90936249615527
2010-12-01,Chongqing,农业废水,265.3270833333333
2010-01-01,Fujian,生活废水,1597.3149571922522
2010-01-01,Fujian,工业废水,2549.4192217573645
2010-01-01,Fujian,农业废水,469.1958333333334
2010-02-01,Fujian,生活废水,1597.3149571922522
2010-02-01,Fujian,工业废水,2489.686140479184
2010-02-01,Fujian,农业废水,469.1958333333334
2010-03-01,Fujian,生活废水,1597.3149571922522
2010-03-01,Fujian,工业废水,2519.21735427118
2010-03-01,Fujian,农业废水,469.1958333333334
2010-04-01,Fujian,生活废水,1597.3149571922522
2010-04-01,Fujian,工业废水,2403.1468608395403
2010-04-01,Fujian,农业废水,469.1958333333334
2010-05-01,Fujian,生活废水,1597.3149571922522
2010-05-01,Fujian,工业废水,2389.194043518473
2010-05-01,Fujian,农业废水,469.1958333333334
2010-06-01,Fujian,生活废水,1597.3149571922522
2010-06-01,Fujian,工业废水,2371.958547020288
2010-06-01,Fujian,农业废水,469.1958333333334
2010-07-01,Fujian,生活废水,1597.3149571922522
2010-07-01,Fujian,工业废水,2364.242276530272
2010-07-01,Fujian,农业废水,469.1958333333334
2010-08-01,Fujian,生活废水,1597.3149571922522
2010-08-01,Fujian,工业废水,2376.94628264326
2010-08-01,Fujian,农业废水,469.1958333333334
2010-09-01,Fujian,生活废水,1597.3149571922522
2010-09-01,Fujian,工业废水,2365.279383681632
2010-09-01,Fujian,农业废水,469.1958333333334
2010-10-01,Fujian,生活废水,1597.3149571922522
2010-10-01,Fujian,工业废水,2379.012373093843
2010-10-01,Fujian,农业废水,469.1958333333334
2010-11-01,Fujian,生活废水,1597.3149571922522
2010-11-01,Fujian,工业废水,2415.614449454112
2010-11-01,Fujian,农业废水,469.1958333333334
2010-12-01,Fujian,生活废水,1597.3149571922522
2010-12-01,Fujian,工业废水,2558.8683383676143
2010-12-01,Fujian,农业废水,469.1958333333334
2010-01-01,Gansu,生活废水,872.2764431410361
2010-01-01,Gansu,工业废水,172.64858037079168
2010-01-01,Gansu,农业废水,305.4145833333334
2010-02-01,Gansu,生活废水,872.2764431410361
2010-02-01,Gansu,工业废水,168.60341133941435
2010-02-01,Gansu,农业废水,305.4145833333334
2010-03-01,Gansu,生活废水,872.2764431410361
2010-03-01,Gansu,工业废水,170.60328726970562
2010-03-01,Gansu,农业废水,305.4145833333334
2010-04-01,Gansu,生活废水,872.2764431410361
2010-04-01,Gansu,工业废水,162.74290646497616
2010-04-01,Gansu,农业废水,305.4145833333334
2010-05-01,Gansu,生活废水,872.2764431410361
2010-05-01,Gansu,工业废水,161.79801121899354
2010-05-01,Gansu,农业废水,305.4145833333334
2010-06-01,Gansu,生活废水,872.2764431410361
2010-06-01,Gansu,工业废水,160.6308104789182
2010-06-01,Gansu,农业废水,305.4145833333334
2010-07-01,Gansu,生活废水,872.2764431410361
2010-07-01,Gansu,工业废水,160.10825885834169
2010-07-01,Gansu,农业废水,305.4145833333334
2010-08-01,Gansu,生活废水,872.2764431410361
2010-08-01,Gansu,工业废水,160.96858367338618
2010-08-01,Gansu,农业废水,305.4145833333334
2010-09-01,Gansu,生活废水,872.2764431410361
2010-09-01,Gansu,工业废水,160.17849253189627
2010-09-01,Gansu,农业废水,305.4145833333334
2010-10-01,Gansu,生活废水,872.2764431410361
2010-10-01,Gansu,工业废水,161.1085008671402
2010-10-01,Gansu,农业废水,305.4145833333334
2010-11-01,Gansu,生活废水,872.2764431410361
2010-11-01,Gansu,工业废水,163.58722090984378
2010-11-01,Gansu,农业废水,305.4145833333334
2010-12-01,Gansu,生活废水,872.2764431410361
2010-12-01,Gansu,工业废水,173.28848162931956
2010-12-01,Gansu,农业废水,305.4145833333334
2010-01-01,Guangdong,生活废水,5670.640370338977
2010-01-01,Guangdong,工业废水,2389.4423617769576
2010-01-01,Guangdong,农业废水,1292.225
2010-02-01,Guangdong,生活废水,5670.640370338977
2010-02-01,Guangdong,工业废水,2333.457550182431
2010-02-01,Guangdong,农业废水,1292.225
2010-03-01,Guangdong,生活废水,5670.640370338977
2010-03-01,Guangdong,工业废水,2361.1356709979814
2010-03-01,Guangdong,农业废水,1292.225
2010-04-01,Guangdong,生活废水,5670.640370338977
2010-04-01,Guangdong,工业废水,2252.3486376254414
2010-04-01,Guangdong,农业废水,1292.225
2010-05-01,Guangdong,生活废水,5670.640370338977
2010-05-01,Guangdong,工业废水,2239.271363990503
2010-05-01,Guangdong,农业废水,1292.225
2010-06-01,Guangdong,生活废水,5670.640370338977
2010-06-01,Guangdong,工业废水,2223.117400331817
2010-06-01,Guangdong,农业废水,1292.225
2010-07-01,Guangdong,生活废水,5670.640370338977
2010-07-01,Guangdong,工业废水,2215.8853282479395
2010-07-01,Guangdong,农业废水,1292.225
2010-08-01,Guangdong,生活废水,5670.640370338977
2010-08-01,Guangdong,工业废水,2227.792153971848
2010-08-01,Guangdong,农业废水,1292.225
2010-09-01,Guangdong,生活废水,5670.640370338977
2010-09-01,Guangdong,工业废水,2216.8573565985585
2010-09-01,Guangdong,农业废水,1292.225
2010-10-01,Guangdong,生活废水,5670.640370338977
2010-10-01,Guangdong,工业废水,2229.7285965952324
2010-10-01,Guangdong,农业废水,1292.225
2010-11-01,Guangdong,生活废水,5670.640370338977
2010-11-01,Guangdong,工业废水,2264.0338811235
2010-11-01,Guangdong,农业废水,1292.225
2010-12-01,Guangdong,生活废水,5670.640370338977
2010-12-01,Guangdong,工业废水,2398.2985433406698
2010-12-01,Guangdong,农业废水,1292.225
2010-01-01,Guangxi,生活废水,1928.0071559018104
2010-01-01,Guangxi,工业废水,2830.257147451582
2010-01-01,Guangxi,农业废水,464.1375000000001
2010-02-01,Guangxi,生活废水,1928.0071559018104
2010-02-01,Guangxi,工业废水,2763.944012764247
2010-02-01,Guangxi,农业废水,464.1375000000001
2010-03-01,Guangxi,生活废水,1928.0071559018104
2010-03-01,Guangxi,工业废水,2796.7283144571256
2010-03-01,Guangxi,农业废水,464.1375000000001
2010-04-01,Guangxi,生活废水,1928.0071559018104
2010-04-01,Guangxi,工业废水,2667.8717729987607
2010-04-01,Guangxi,农业废水,464.1375000000001
2010-05-01,Guangxi,生活废水,1928.0071559018104
2010-05-01,Guangxi,工业废水,2652.3819466834107
2010-05-01,Guangxi,农业废水,464.1375000000001
2010-06-01,Guangxi,生活废水,1928.0071559018104
2010-06-01,Guangxi,工业废水,2633.2478291018224
2010-06-01,Guangxi,农业废水,464.1375000000001
2010-07-01,Guangxi,生活废水,1928.0071559018104
2010-07-01,Guangxi,工业废水,2624.681552704572
2010-07-01,Guangxi,农业废水,464.1375000000001
2010-08-01,Guangxi,生活废水,1928.0071559018104
2010-08-01,Guangxi,工业废水,2638.7850017551245
2010-08-01,Guangxi,农业废水,464.1375000000001
2010-09-01,Guangxi,生活废水,1928.0071559018104
2010-09-01,Guangxi,工业废水,2625.832905099957
2010-09-01,Guangxi,农业废水,464.1375000000001
2010-10-01,Guangxi,生活废水,1928.0071559018104
2010-10-01,Guangxi,工业废水,2641.07868778963
2010-10-01,Guangxi,农业废水,464.1375000000001
2010-11-01,Guangxi,生活废水,1928.0071559018104
2010-11-01,Guangxi,工业废水,2681.712761364556
2010-11-01,Guangxi,农业废水,464.1375000000001
2010-12-01,Guangxi,生活废水,1928.0071559018104
2010-12-01,Guangxi,工业废水,2840.74715615436
2010-12-01,Guangxi,农业废水,464.1375000000001
2010-01-01,Guizhou,生活废水,1108.0975108302523
2010-01-01,Guizhou,工业废水,186.87017185475844
2010-01-01,Guizhou,农业废水,116.25416666666668
2010-02-01,Guizhou,生活废水,1108.0975108302523
2010-02-01,Guizhou,工业废水,182.49178988108935
2010-02-01,Guizhou,农业废水,116.25416666666668
2010-03-01,Guizhou,生活废水,1108.0975108302523
2010-03-01,Guizhou,工业废水,184.6564017069098
2010-03-01,Guizhou,农业废水,116.25416666666668
2010-04-01,Guizhou,生活废水,1108.0975108302523
2010-04-01,Guizhou,工业废水,176.14853730009574
2010-04-01,Guizhou,农业废水,116.25416666666668
2010-05-01,Guizhou,生活废水,1108.0975108302523
2010-05-01,Guizhou,工业废水,175.1258081434337
2010-05-01,Guizhou,农业废水,116.25416666666668
2010-06-01,Guizhou,生活废水,1108.0975108302523
2010-06-01,Guizhou,工业废水,173.8624615093725
2010-06-01,Guizhou,农业废水,116.25416666666668
2010-07-01,Guizhou,生活废水,1108.0975108302523
2010-07-01,Guizhou,工业废水,173.29686571396894
2010-07-01,Guizhou,农业废水,116.25416666666668
2010-08-01,Guizhou,生活废水,1108.0975108302523
2010-08-01,Guizhou,工业废水,174.22805811469996
2010-08-01,Guizhou,农业废水,116.25416666666668
2010-09-01,Guizhou,生活废水,1108.0975108302523
2010-09-01,Guizhou,工业废水,173.37288474997231
2010-09-01,Guizhou,农业废水,116.25416666666668
2010-10-01,Guizhou,生活废水,1108.0975108302523
2010-10-01,Guizhou,工业废水,174.37950071553743
2010-10-01,Guizhou,农业废水,116.25416666666668
2010-11-01,Guizhou,生活废水,1108.0975108302523
2010-11-01,Guizhou,工业废水,177.06240050750245
2010-11-01,Guizhou,农业废水,116.25416666666668
2010-12-01,Guizhou,生活废水,1108.0975108302523
2010-12-01,Guizhou,工业废水,187.56278373661908
2010-12-01,Guizhou,农业废水,116.25416666666668
2010-01-01,Hainan,生活废水,401.1556626480779
2010-01-01,Hainan,工业废水,288.6097430620352
2010-01-01,Hainan,农业废水,223.33958333333337
2010-02-01,Hainan,生活废水,401.1556626480779
2010-02-01,Hainan,工业废水,281.84759539605983
2010-02-01,Hainan,农业废水,223.33958333333337
2010-03-01,Hainan,生活废水,401.1556626480779
2010-03-01,Hainan,工业废水,285.19070819291983
2010-03-01,Hainan,农业废水,223.33958333333337
2010-04-01,Hainan,生活废水,401.1556626480779
2010-04-01,Hainan,工业废水,272.05082323382805
2010-04-01,Hainan,农业废水,223.33958333333337
2010-05-01,Hainan,生活废水,401.1556626480779
2010-05-01,Hainan,工业废水,270.47127955279745
2010-05-01,Hainan,农业废水,223.33958333333337
2010-06-01,Hainan,生活废水,401.1556626480779
2010-06-01,Hainan,工业废水,268.5201166473656
2010-06-01,Hainan,农业废水,223.33958333333337
2010-07-01,Hainan,生活废水,401.1556626480779
2010-07-01,Hainan,工业废水,267.6465879532556
2010-07-01,Hainan,农业废水,223.33958333333337
2010-08-01,Hainan,生活废水,401.1556626480779
2010-08-01,Hainan,工业废水,269.0847586192792
2010-08-01,Hainan,农业废水,223.33958333333337
2010-09-01,Hainan,生活废水,401.1556626480779
2010-09-01,Hainan,工业废水,267.76399478298663
2010-09-01,Hainan,农业废水,223.33958333333337
2010-10-01,Hainan,生活废水,401.1556626480779
2010-10-01,Hainan,工业废水,269.3186526093287
2010-10-01,Hainan,农业废水,223.33958333333337
2010-11-01,Hainan,生活废水,401.1556626480779
2010-11-01,Hainan,工业废水,273.46223000284675
2010-11-01,Hainan,农业废水,223.33958333333337
2010-12-01,Hainan,生活废水,401.1556626480779
2010-12-01,Hainan,工业废水,289.67944046361345
2010-12-01,Hainan,农业废水,223.33958333333337
2010-01-01,Hebei,生活废水,2985.465540610189
2010-01-01,Hebei,工业废水,2347.8268789349977
2010-01-01,Hebei,农业废水,1960.0625
2010-02-01,Hebei,生活废水,2985.465540610189
2010-02-01,Hebei,工业废水,2292.8171211871727
2010-02-01,Hebei,农业废水,1960.0625
2010-03-01,Hebei,生活废水,2985.465540610189
2010-03-01,Hebei,工业废水,2320.013188792182
2010-03-01,Hebei,农业废水,1960.0625
2010-04-01,Hebei,生活废水,2985.465540610189
2010-04-01,Hebei,工业废水,2213.12083385724
2010-04-01,Hebei,农业废水,1960.0625
2010-05-01,Hebei,生活废水,2985.465540610189
2010-05-01,Hebei,工业废水,2200.271319244775
2010-05-01,Hebei,农业废水,1960.0625
2010-06-01,Hebei,生活废水,2985.465540610189
2010-06-01,Hebei,工业废水,2184.398699471265
2010-06-01,Hebei,农业废水,1960.0625
2010-07-01,Hebei,生活废水,2985.465540610189
2010-07-01,Hebei,工业废水,2177.292584044277
2010-07-01,Hebei,农业废水,1960.0625
2010-08-01,Hebei,生活废水,2985.465540610189
2010-08-01,Hebei,工业废水,2188.9920357341675
2010-08-01,Hebei,农业废水,1960.0625
2010-09-01,Hebei,生活废水,2985.465540610189
2010-09-01,Hebei,工业废水,2178.247683160781
2010-09-01,Hebei,农业废水,1960.0625
2010-10-01,Hebei,生活废水,2985.465540610189
2010-10-01,Hebei,工业废水,2190.894752499144
2010-10-01,Hebei,农业废水,1960.0625
2010-11-01,Hebei,生活废水,2985.465540610189
2010-11-01,Hebei,工业废水,2224.6025624858567
2010-11-01,Hebei,农业废水,1960.0625
2010-12-01,Hebei,生活废水,2985.465540610189
2010-12-01,Hebei,工业废水,2356.5288177022294
2010-12-01,Hebei,农业废水,1960.0625
2010-01-01,Heilongjiang,生活废水,1866.8538206865485
2010-01-01,Heilongjiang,工业废水,1217.5216137154923
2010-01-01,Heilongjiang,农业废水,2306.5125000000003
2010-02-01,Heilongjiang,生活废水,1866.8538206865485
2010-02-01,Heilongjiang,工业废水,1188.9949920875763
2010-02-01,Heilongjiang,农业废水,2306.5125000000003
2010-03-01,Heilongjiang,生活废水,1866.8538206865485
2010-03-01,Heilongjiang,工业废水,1203.098161454215
2010-03-01,Heilongjiang,农业废水,2306.5125000000003
2010-04-01,Heilongjiang,生活废水,1866.8538206865485
2010-04-01,Heilongjiang,工业废水,1147.6665818765612
2010-04-01,Heilongjiang,农业废水,2306.5125000000003
2010-05-01,Heilongjiang,生活废水,1866.8538206865485
2010-05-01,Heilongjiang,工业废水,1141.003159668223
2010-05-01,Heilongjiang,农业废水,2306.5125000000003
2010-06-01,Heilongjiang,生活废水,1866.8538206865485
2010-06-01,Heilongjiang,工业废水,1132.772034190478
2010-06-01,Heilongjiang,农业废水,2306.5125000000003
2010-07-01,Heilongjiang,生活废水,1866.8538206865485
2010-07-01,Heilongjiang,工业废水,1129.0869885853097
2010-07-01,Heilongjiang,农业废水,2306.5125000000003
2010-08-01,Heilongjiang,生活废水,1866.8538206865485
2010-08-01,Heilongjiang,工业废水,1135.154018241058
2010-08-01,Heilongjiang,农业废水,2306.5125000000003
2010-09-01,Heilongjiang,生活废水,1866.8538206865485
2010-09-01,Heilongjiang,工业废水,1129.5822780072076
2010-09-01,Heilongjiang,农业废水,2306.5125000000003
2010-10-01,Heilongjiang,生活废水,1866.8538206865485
2010-10-01,Heilongjiang,工业废水,1136.140717391205
2010-10-01,Heilongjiang,农业废水,2306.5125000000003
2010-11-01,Heilongjiang,生活废水,1866.8538206865485
2010-11-01,Heilongjiang,工业废水,1153.6207060471208
2010-11-01,Heilongjiang,农业废水,2306.5125000000003
2010-12-01,Heilongjiang,生活废水,1866.8538206865485
2010-12-01,Heilongjiang,工业废水,1222.034211567315
2010-12-01,Heilongjiang,农业废水,2306.5125000000003
2010-01-01,Henan,生活废水,3704.890679040818
2010-01-01,Henan,工业废水,3367.273041584989
2010-01-01,Henan,农业废水,1714.6770833333333
2010-02-01,Henan,生活废水,3704.890679040818
2010-02-01,Henan,工业废水,3288.377584705137
2010-02-01,Henan,农业废水,1714.6770833333333
2010-03-01,Henan,生活废水,3704.890679040818
2010-03-01,Henan,工业废水,3327.3824134278634
2010-03-01,Henan,农业废水,1714.6770833333333
2010-04-01,Henan,生活废水,3704.890679040818
2010-04-01,Henan,工业废水,3174.0764996258904
2010-04-01,Henan,农业废水,1714.6770833333333
2010-05-01,Henan,生活废水,3704.890679040818
2010-05-01,Henan,工业废水,3155.647617777653
2010-05-01,Henan,农业废水,1714.6770833333333
2010-06-01,Henan,生活废水,3704.890679040818
2010-06-01,Henan,工业废水,3132.882973100397
2010-06-01,Henan,农业废水,1714.6770833333333
2010-07-01,Henan,生活废水,3704.890679040818
2010-07-01,Henan,工业废水,3122.6913226331603
2010-07-01,Henan,农业废水,1714.6770833333333
2010-08-01,Henan,生活废水,3704.890679040818
2010-08-01,Henan,工业废水,3139.4707745723786
2010-08-01,Henan,农业废水,1714.6770833333333
2010-09-01,Henan,生活废水,3704.890679040818
2010-09-01,Henan,工业废水,3124.06113381298
2010-09-01,Henan,农业废水,1714.6770833333333
2010-10-01,Henan,生活废水,3704.890679040818
2010-10-01,Henan,工业废水,3142.1996669476894
2010-10-01,Henan,农业废水,1714.6770833333333
2010-11-01,Henan,生活废水,3704.890679040818
2010-11-01,Henan,工业废水,3190.5436913208214
2010-11-01,Henan,农业废水,1714.6770833333333
2010-12-01,Henan,生活废水,3704.890679040818
2010-12-01,Henan,工业废水,3379.7534352985635
2010-12-01,Henan,农业废水,1714.6770833333333
2010-01-01,Hubei,生活废水,2546.871639018007
2010-01-01,Hubei,工业废水,1215.31392983892
2010-01-01,Hubei,农业废水,1002.4145833333332
2010-02-01,Hubei,生活废水,2546.871639018007
2010-02-01,Hubei,工业废水,1186.8390344078218
2010-02-01,Hubei,农业废水,1002.4145833333332
2010-03-01,Hubei,生活废水,2546.871639018007
2010-03-01,Hubei,工业废水,1200.9166310542157
2010-03-01,Hubei,农业废水,1002.4145833333332
2010-04-01,Hubei,生活废水,2546.871639018007
2010-04-01,Hubei,工业废水,1145.5855633714705
2010-04-01,Hubei,农业废水,1002.4145833333332
2010-05-01,Hubei,生活废水,2546.871639018007
2010-05-01,Hubei,工业废水,1138.9342236835623
2010-05-01,Hubei,农业废水,1002.4145833333332
2010-06-01,Hubei,生活废水,2546.871639018007
2010-06-01,Hubei,工业废水,1130.7180233806964
2010-06-01,Hubei,农业废水,1002.4145833333332
2010-07-01,Hubei,生活废水,2546.871639018007
2010-07-01,Hubei,工业废水,1127.0396597232448
2010-07-01,Hubei,农业废水,1002.4145833333332
2010-08-01,Hubei,生活废水,2546.871639018007
2010-08-01,Hubei,工业废水,1133.095688273634
2010-08-01,Hubei,农业废水,1002.4145833333332
2010-09-01,Hubei,生活废水,2546.871639018007
2010-09-01,Hubei,工业废水,1127.5340510563872
2010-09-01,Hubei,农业废水,1002.4145833333332
2010-10-01,Hubei,生活废水,2546.871639018007
2010-10-01,Hubei,工业废水,1134.080598281165
2010-10-01,Hubei,农业废水,1002.4145833333332
2010-11-01,Hubei,生活废水,2546.871639018007
2010-11-01,Hubei,工业废水,1151.5288911637297
2010-11-01,Hubei,农业废水,1002.4145833333332
2010-12-01,Hubei,生活废水,2546.871639018007
2010-12-01,Hubei,工业废水,1219.8183451752072
2010-12-01,Hubei,农业废水,1002.4145833333332
2010-01-01,Hunan,生活废水,2716.1463282377717
2010-01-01,Hunan,工业废水,1472.9647571434389
2010-01-01,Hunan,农业废水,1220.1416666666669
2010-02-01,Hunan,生活废水,2716.1463282377717
2010-02-01,Hunan,工业废水,1438.4530837366249
2010-02-01,Hunan,农业废水,1220.1416666666669
2010-03-01,Hunan,生活废水,2716.1463282377717
2010-03-01,Hunan,工业废水,1455.5151803820302
2010-03-01,Hunan,农业废水,1220.1416666666669
2010-04-01,Hunan,生活废水,2716.1463282377717
2010-04-01,Hunan,工业废水,1388.4537317548393
2010-04-01,Hunan,农业废水,1220.1416666666669
2010-05-01,Hunan,生活废水,2716.1463282377717
2010-05-01,Hunan,工业废水,1380.392284660773
2010-05-01,Hunan,农业废水,1220.1416666666669
2010-06-01,Hunan,生活废水,2716.1463282377717
2010-06-01,Hunan,工业废水,1370.4342209978668
2010-06-01,Hunan,农业废水,1220.1416666666669
2010-07-01,Hunan,生活废水,2716.1463282377717
2010-07-01,Hunan,工业废水,1365.976031308474
2010-07-01,Hunan,农业废水,1220.1416666666669
2010-08-01,Hunan,生活废水,2716.1463282377717
2010-08-01,Hunan,工业废水,1373.3159592101972
2010-08-01,Hunan,农业废水,1220.1416666666669
2010-09-01,Hunan,生活废水,2716.1463282377717
2010-09-01,Hunan,工业废水,1366.575235342984
2010-09-01,Hunan,农业废水,1220.1416666666669
2010-10-01,Hunan,生活废水,2716.1463282377717
2010-10-01,Hunan,工业废水,1374.5096736031885
2010-10-01,Hunan,农业废水,1220.1416666666669
2010-11-01,Hunan,生活废水,2716.1463282377717
2010-11-01,Hunan,工业废水,1395.657065941348
2010-11-01,Hunan,农业废水,1220.1416666666669
2010-12-01,Hunan,生活废水,2716.1463282377717
2010-12-01,Hunan,工业废水,1478.4241243727497
2010-12-01,Hunan,农业废水,1220.1416666666669
2010-01-01,Inner Mongolia,生活废水,1128.1203775866818
2010-01-01,Inner Mongolia,工业废水,1188.0933159944957
2010-01-01,Inner Mongolia,农业废水,1348.4708333333335
2010-02-01,Inner Mongolia,生活废水,1128.1203775866818
2010-02-01,Inner Mongolia,工业废水,1160.2562015628243
2010-02-01,Inner Mongolia,农业废水,1348.4708333333335
2010-03-01,Inner Mongolia,生活废水,1128.1203775866818
2010-03-01,Inner Mongolia,工业废水,1174.0184880553884
2010-03-01,Inner Mongolia,农业废水,1348.4708333333335
2010-04-01,Inner Mongolia,生活废水,1128.1203775866818
2010-04-01,Inner Mongolia,工业废水,1119.9267261931495
2010-04-01,Inner Mongolia,农业废水,1348.4708333333335
2010-05-01,Inner Mongolia,生活废水,1128.1203775866818
2010-05-01,Inner Mongolia,工业废水,1113.4243632796756
2010-05-01,Inner Mongolia,农业废水,1348.4708333333335
2010-06-01,Inner Mongolia,生活废水,1128.1203775866818
2010-06-01,Inner Mongolia,工业废水,1105.392189515321
2010-06-01,Inner Mongolia,农业废水,1348.4708333333335
2010-07-01,Inner Mongolia,生活废水,1128.1203775866818
2010-07-01,Inner Mongolia,工业废水,1101.7962138847329
2010-07-01,Inner Mongolia,农业废水,1348.4708333333335
2010-08-01,Inner Mongolia,生活废水,1128.1203775866818
2010-08-01,Inner Mongolia,工业废水,1107.7165994456411
2010-08-01,Inner Mongolia,农业废水,1348.4708333333335
2010-09-01,Inner Mongolia,生活废水,1128.1203775866818
2010-09-01,Inner Mongolia,工业废水,1102.2795318357332
2010-09-01,Inner Mongolia,农业废水,1348.4708333333335
2010-10-01,Inner Mongolia,生活废水,1128.1203775866818
2010-10-01,Inner Mongolia,工业废水,1108.6794494287387
2010-10-01,Inner Mongolia,农业废水,1348.4708333333335
2010-11-01,Inner Mongolia,生活废水,1128.1203775866818
2010-11-01,Inner Mongolia,工业废水,1125.7369352686626
2010-11-01,Inner Mongolia,农业废水,1348.4708333333335
2010-12-01,Inner Mongolia,生活废水,1128.1203775866818
