date,拼音,部门,value
2012-03-01,Gansu,生活废水,865.1354373057985
2012-03-01,Gansu,工业废水,386.8687507012608
2012-03-01,Gansu,农业废水,301.6166666666667
2012-04-01,Gansu,生活废水,865.1354373057985
2012-04-01,Gansu,工业废水,365.0699658547817
2012-04-01,Gansu,农业废水,301.6166666666667
2012-05-01,Gansu,生活废水,865.1354373057985
2012-05-01,Gansu,工业废水,358.72405560163924
2012-05-01,Gansu,农业废水,301.6166666666667
2012-06-01,Gansu,生活废水,865.1354373057985
2012-06-01,Gansu,工业废水,362.2340591045937
2012-06-01,Gansu,农业废水,301.6166666666667
2012-07-01,Gansu,生活废水,865.1354373057985
2012-07-01,Gansu,工业废水,361.61341664743935
2012-07-01,Gansu,农业废水,301.6166666666667
2012-08-01,Gansu,生活废水,865.1354373057985
2012-08-01,Gansu,工业废水,364.4781854391578
2012-08-01,Gansu,农业废水,301.6166666666667
2012-09-01,Gansu,生活废水,865.1354373057985
2012-09-01,Gansu,工业废水,366.3370147824565
2012-09-01,Gansu,农业废水,301.6166666666667
2012-10-01,Gansu,生活废水,865.1354373057985
2012-10-01,Gansu,工业废水,370.5304676643731
2012-10-01,Gansu,农业废水,301.6166666666667
2012-11-01,Gansu,生活废水,865.1354373057985
2012-11-01,Gansu,工业废水,378.1421299011269
2012-11-01,Gansu,农业废水,301.6166666666667
2012-12-01,Gansu,生活废水,865.1354373057985
2012-12-01,Gansu,工业废水,399.81795990815846
2012-12-01,Gansu,农业废水,301.6166666666667
2012-01-01,Guangdong,生活废水,5277.252044195952
2012-01-01,Guangdong,工业废水,4427.91726156401
2012-01-01,Guangdong,农业废水,1250.1333333333334
2012-02-01,Guangdong,生活废水,5277.252044195952
2012-02-01,Guangdong,工业废水,4564.61437632494
2012-02-01,Guangdong,农业废水,1250.1333333333334
2012-03-01,Guangdong,生活废水,5277.252044195952
2012-03-01,Guangdong,工业废水,4667.4686994279655
2012-03-01,Guangdong,农业废水,1250.1333333333334
2012-04-01,Guangdong,生活废水,5277.252044195952
2012-04-01,Guangdong,工业废水,4404.472151446054
2012-04-01,Guangdong,农业废水,1250.1333333333334
2012-05-01,Guangdong,生活废水,5277.252044195952
2012-05-01,Guangdong,工业废水,4327.910430132995
2012-05-01,Guangdong,农业废水,1250.1333333333334
2012-06-01,Guangdong,生活废水,5277.252044195952
2012-06-01,Guangdong,工业废水,4370.257689908374
2012-06-01,Guangdong,农业废水,1250.1333333333334
2012-07-01,Guangdong,生活废水,5277.252044195952
2012-07-01,Guangdong,工业废水,4362.76980354626
2012-07-01,Guangdong,农业废水,1250.1333333333334
2012-08-01,Guangdong,生活废水,5277.252044195952
2012-08-01,Guangdong,工业废水,4397.33247794735
2012-08-01,Guangdong,农业废水,1250.1333333333334
2012-09-01,Guangdong,生活废水,5277.252044195952
2012-09-01,Guangdong,工业废水,4419.758760146927
2012-09-01,Guangdong,农业废水,1250.1333333333334
2012-10-01,Guangdong,生活废水,5277.252044195952
2012-10-01,Guangdong,工业废水,4470.351655110382
2012-10-01,Guangdong,农业废水,1250.1333333333334
2012-11-01,Guangdong,生活废水,5277.252044195952
2012-11-01,Guangdong,工业废水,4562.184337838743
2012-11-01,Guangdong,农业废水,1250.1333333333334
2012-12-01,Guangdong,生活废水,5277.252044195952
2012-12-01,Guangdong,工业废水,4823.697468347611
2012-12-01,Guangdong,农业废水,1250.1333333333334
2012-01-01,Guangxi,生活废水,1840.0619844636935
2012-01-01,Guangxi,工业废水,638.913454439035
2012-01-01,Guangxi,农业废水,449.3395833333334
2012-02-01,Guangxi,生活废水,1840.0619844636935
2012-02-01,Guangxi,工业废水,658.6377673935427
2012-02-01,Guangxi,农业废水,449.3395833333334
2012-03-01,Guangxi,生活废水,1840.0619844636935
2012-03-01,Guangxi,工业废水,673.478833067505
2012-03-01,Guangxi,农业废水,449.3395833333334
2012-04-01,Guangxi,生活废水,1840.0619844636935
2012-04-01,Guangxi,工业废水,635.5305104022996
2012-04-01,Guangxi,农业废水,449.3395833333334
2012-05-01,Guangxi,生活废水,1840.0619844636935
2012-05-01,Guangxi,工业废水,624.4832593015308
2012-05-01,Guangxi,农业废水,449.3395833333334
2012-06-01,Guangxi,生活废水,1840.0619844636935
2012-06-01,Guangxi,工业废水,630.593634096465
2012-06-01,Guangxi,农业废水,449.3395833333334
2012-07-01,Guangxi,生活废水,1840.0619844636935
2012-07-01,Guangxi,工业废水,629.5131912924422
2012-07-01,Guangxi,农业废水,449.3395833333334
2012-08-01,Guangxi,生活废水,1840.0619844636935
2012-08-01,Guangxi,工业废水,634.5003119615516
2012-08-01,Guangxi,农业废水,449.3395833333334
2012-09-01,Guangxi,生活废水,1840.0619844636935
2012-09-01,Guangxi,工业废水,637.7362471843554
2012-09-01,Guangxi,农业废水,449.3395833333334
2012-10-01,Guangxi,生活废水,1840.0619844636935
2012-10-01,Guangxi,工业废水,645.0364019482579
2012-10-01,Guangxi,农业废水,449.3395833333334
2012-11-01,Guangxi,生活废水,1840.0619844636935
2012-11-01,Guangxi,工业废水,658.2871320514795
2012-11-01,Guangxi,农业废水,449.3395833333334
2012-12-01,Guangxi,生活废水,1840.0619844636935
2012-12-01,Guangxi,工业废水,696.0214093029858
2012-12-01,Guangxi,农业废水,449.3395833333334
2012-01-01,Guizhou,生活废水,1113.781219575295
2012-01-01,Guizhou,工业废水,424.8838221077695
2012-01-01,Guizhou,农业废水,131.67708333333334
2012-02-01,Guizhou,生活废水,1113.781219575295
2012-02-01,Guizhou,工业废水,438.0006870263822
2012-02-01,Guizhou,农业废水,131.67708333333334
2012-03-01,Guizhou,生活废水,1113.781219575295
2012-03-01,Guizhou,工业废水,447.8701437797103
2012-03-01,Guizhou,农业废水,131.67708333333334
2012-04-01,Guizhou,生活废水,1113.781219575295
2012-04-01,Guizhou,工业废水,422.6341305692388
2012-04-01,Guizhou,农业废水,131.67708333333334
2012-05-01,Guizhou,生活废水,1113.781219575295
2012-05-01,Guizhou,工业废水,415.2875983607412
2012-05-01,Guizhou,农业废水,131.67708333333334
2012-06-01,Guizhou,生活废水,1113.781219575295
2012-06-01,Guizhou,工业废水,419.3510585670411
2012-06-01,Guizhou,农业废水,131.67708333333334
2012-07-01,Guizhou,生活废水,1113.781219575295
2012-07-01,Guizhou,工业废水,418.6325533219996
2012-07-01,Guizhou,农业废水,131.67708333333334
2012-08-01,Guizhou,生活废水,1113.781219575295
2012-08-01,Guizhou,工业废水,421.9490383270997
2012-08-01,Guizhou,农业废水,131.67708333333334
2012-09-01,Guizhou,生活废水,1113.781219575295
2012-09-01,Guizhou,工业废水,424.1009675375517
2012-09-01,Guizhou,农业废水,131.67708333333334
2012-10-01,Guizhou,生活废水,1113.781219575295
2012-10-01,Guizhou,工业废水,428.9556432945185
2012-10-01,Guizhou,农业废水,131.67708333333334
2012-11-01,Guizhou,生活废水,1113.781219575295
2012-11-01,Guizhou,工业废水,437.7675110253654
2012-11-01,Guizhou,农业废水,131.67708333333334
2012-12-01,Guizhou,生活废水,1113.781219575295
2012-12-01,Guizhou,工业废水,462.8611819000396
2012-12-01,Guizhou,农业废水,131.67708333333334
2012-01-01,Hainan,生活废水,361.4504842377955
2012-01-01,Hainan,工业废水,227.4831092126384
2012-01-01,Hainan,农业废水,214.72708333333333
2012-02-01,Hainan,生活废水,361.4504842377955
2012-02-01,Hainan,工业废水,234.50588828670573
2012-02-01,Hainan,农业废水,214.72708333333333
2012-03-01,Hainan,生活废水,361.4504842377955
2012-03-01,Hainan,工业废水,239.79000265319075
2012-03-01,Hainan,农业废水,214.72708333333333
2012-04-01,Hainan,生活废水,361.4504842377955
2012-04-01,Hainan,工业废水,226.27862271697575
2012-04-01,Hainan,农业废水,214.72708333333333
2012-05-01,Hainan,生活废水,361.4504842377955
2012-05-01,Hainan,工业废水,222.34528399763064
2012-05-01,Hainan,农业废水,214.72708333333333
2012-06-01,Hainan,生活废水,361.4504842377955
2012-06-01,Hainan,工业废水,224.5208635650176
2012-06-01,Hainan,农业废水,214.72708333333333
2012-07-01,Hainan,生活废水,361.4504842377955
2012-07-01,Hainan,工业废水,224.13617533114507
2012-07-01,Hainan,农业废水,214.72708333333333
2012-08-01,Hainan,生活废水,361.4504842377955
2012-08-01,Hainan,工业废水,225.91182382930307
2012-08-01,Hainan,农业废水,214.72708333333333
2012-09-01,Hainan,生活废水,361.4504842377955
2012-09-01,Hainan,工业废水,227.06396830298684
2012-09-01,Hainan,农业废水,214.72708333333333
2012-10-01,Hainan,生活废水,361.4504842377955
2012-10-01,Hainan,工业废水,229.6631652550749
2012-10-01,Hainan,农业废水,214.72708333333333
2012-11-01,Hainan,生活废水,361.4504842377955
2012-11-01,Hainan,工业废水,234.38104568516368
2012-11-01,Hainan,农业废水,214.72708333333333
2012-12-01,Hainan,生活废水,361.4504842377955
2012-12-01,Hainan,工业废水,247.8162154306514
2012-12-01,Hainan,农业废水,214.72708333333333
2012-01-01,Hebei,生活废水,2999.625171463134
2012-01-01,Hebei,工业废水,2935.865257782704
2012-01-01,Hebei,农业废水,1913.216666666667
2012-02-01,Hebei,生活废水,2999.625171463134
2012-02-01,Hebei,工业废水,3026.5002643464886
2012-02-01,Hebei,农业废水,1913.216666666667
2012-03-01,Hebei,生活废水,2999.625171463134
2012-03-01,Hebei,工业废水,3094.6963068588702
2012-03-01,Hebei,农业废水,1913.216666666667
2012-04-01,Hebei,生活废水,2999.625171463134
2012-04-01,Hebei,工业废水,2920.3203231793227
2012-04-01,Hebei,农业废水,1913.216666666667
2012-05-01,Hebei,生活废水,2999.625171463134
2012-05-01,Hebei,工业废水,2869.5572026417767
2012-05-01,Hebei,农业废水,1913.216666666667
2012-06-01,Hebei,生活废水,2999.625171463134
2012-06-01,Hebei,工业废水,2897.6349288938072
2012-06-01,Hebei,农业废水,1913.216666666667
2012-07-01,Hebei,生活废水,2999.625171463134
2012-07-01,Hebei,工业废水,2892.670196238213
2012-07-01,Hebei,农业废水,1913.216666666667
2012-08-01,Hebei,生活废水,2999.625171463134
2012-08-01,Hebei,工业废水,2915.5864679289757
2012-08-01,Hebei,农业废水,1913.216666666667
2012-09-01,Hebei,生活废水,2999.625171463134
2012-09-01,Hebei,工业废水,2930.45588370205
2012-09-01,Hebei,农业废水,1913.216666666667
2012-10-01,Hebei,生活废水,2999.625171463134
2012-10-01,Hebei,工业废水,2964.000756796944
2012-10-01,Hebei,农业废水,1913.216666666667
2012-11-01,Hebei,生活废水,2999.625171463134
2012-11-01,Hebei,工业废水,3024.889063155213
2012-11-01,Hebei,农业废水,1913.216666666667
2012-12-01,Hebei,生活废水,2999.625171463134
2012-12-01,Hebei,工业废水,3198.281488749857
2012-12-01,Hebei,农业废水,1913.216666666667
2012-01-01,Heilongjiang,生活废水,1739.87602687783
2012-01-01,Heilongjiang,工业废水,728.054278134788
2012-01-01,Heilongjiang,农业废水,2191.1895833333333
2012-02-01,Heilongjiang,生活废水,1739.87602687783
2012-02-01,Heilongjiang,工业废水,750.5305154561747
2012-02-01,Heilongjiang,农业废水,2191.1895833333333
2012-03-01,Heilongjiang,生活废水,1739.87602687783
2012-03-01,Heilongjiang,工业废水,767.4421977520099
2012-03-01,Heilongjiang,农业废水,2191.1895833333333
2012-04-01,Heilongjiang,生活废水,1739.87602687783
2012-04-01,Heilongjiang,工业废水,724.1993477658567
2012-04-01,Heilongjiang,农业废水,2191.1895833333333
2012-05-01,Heilongjiang,生活废水,1739.87602687783
2012-05-01,Heilongjiang,工业废水,711.6107907873444
2012-05-01,Heilongjiang,农业废水,2191.1895833333333
2012-06-01,Heilongjiang,生活废水,1739.87602687783
2012-06-01,Heilongjiang,工业废水,718.5736814254274
2012-06-01,Heilongjiang,农业废水,2191.1895833333333
2012-07-01,Heilongjiang,生活废水,1739.87602687783
2012-07-01,Heilongjiang,工业废水,717.342495886473
2012-07-01,Heilongjiang,农业废水,2191.1895833333333
2012-08-01,Heilongjiang,生活废水,1739.87602687783
2012-08-01,Heilongjiang,工业废水,723.0254166537425
2012-08-01,Heilongjiang,农业废水,2191.1895833333333
2012-09-01,Heilongjiang,生活废水,1739.87602687783
2012-09-01,Heilongjiang,工业废水,726.712827626795
2012-09-01,Heilongjiang,农业废水,2191.1895833333333
2012-10-01,Heilongjiang,生活废水,1739.87602687783
2012-10-01,Heilongjiang,工业废水,735.0314956247506
2012-10-01,Heilongjiang,农业废水,2191.1895833333333
2012-11-01,Heilongjiang,生活废水,1739.87602687783
2012-11-01,Heilongjiang,工业废水,750.1309596805361
2012-11-01,Heilongjiang,农业废水,2191.1895833333333
2012-12-01,Heilongjiang,生活废水,1739.87602687783
2012-12-01,Heilongjiang,工业废水,793.1299007646682
2012-12-01,Heilongjiang,农业废水,2191.1895833333333
2012-01-01,Henan,生活废水,3711.303205281321
2012-01-01,Henan,工业废水,2659.349773648541
2012-01-01,Henan,农业废水,1672.0791666666669
2012-02-01,Henan,生活废水,3711.303205281321
2012-02-01,Henan,工业废水,2741.448290789642
2012-02-01,Henan,农业废水,1672.0791666666669
2012-03-01,Henan,生活废水,3711.303205281321
2012-03-01,Henan,工业废水,2803.221265464916
2012-03-01,Henan,农业废水,1672.0791666666669
2012-04-01,Henan,生活废水,3711.303205281321
2012-04-01,Henan,工业废水,2645.268944084141
2012-04-01,Henan,农业废水,1672.0791666666669
2012-05-01,Henan,生活废水,3711.303205281321
2012-05-01,Henan,工业废水,2599.286965601528
2012-05-01,Henan,农业废水,1672.0791666666669
2012-06-01,Henan,生活废水,3711.303205281321
2012-06-01,Henan,工业废水,2624.720181500985
2012-06-01,Henan,农业废水,1672.0791666666669
2012-07-01,Henan,生活废水,3711.303205281321
2012-07-01,Henan,工业废水,2620.223053906699
2012-07-01,Henan,农业废水,1672.0791666666669
2012-08-01,Henan,生活废水,3711.303205281321
2012-08-01,Henan,工业废水,2640.980948626882
2012-08-01,Henan,农业废水,1672.0791666666669
2012-09-01,Henan,生活废水,3711.303205281321
2012-09-01,Henan,工业废水,2654.4498833355124
2012-09-01,Henan,农业废水,1672.0791666666669
2012-10-01,Henan,生活废水,3711.303205281321
2012-10-01,Henan,工业废水,2684.83532096263
2012-10-01,Henan,农业废水,1672.0791666666669
2012-11-01,Henan,生活废水,3711.303205281321
2012-11-01,Henan,工业废水,2739.988841139505
2012-11-01,Henan,农业废水,1672.0791666666669
2012-12-01,Henan,生活废水,3711.303205281321
2012-12-01,Henan,工业废水,2897.0502411935868
2012-12-01,Henan,农业废水,1672.0791666666669
2012-01-01,Hubei,生活废水,2433.9737467370514
2012-01-01,Hubei,工业废水,1179.2972878096357
2012-01-01,Hubei,农业废水,990.6687500000002
2012-02-01,Hubei,生活废水,2433.9737467370514
2012-02-01,Hubei,工业废水,1215.704141679355
2012-02-01,Hubei,农业废水,990.6687500000002
2012-03-01,Hubei,生活废水,2433.9737467370514
2012-03-01,Hubei,工业废水,1243.0975677778474
2012-03-01,Hubei,农业废水,990.6687500000002
2012-04-01,Hubei,生活废水,2433.9737467370514
2012-04-01,Hubei,工业废水,1173.0530982412115
2012-04-01,Hubei,农业废水,990.6687500000002
2012-05-01,Hubei,生活废水,2433.9737467370514
2012-05-01,Hubei,工业废水,1152.6622406526403
2012-05-01,Hubei,农业废水,990.6687500000002
2012-06-01,Hubei,生活废水,2433.9737467370514
2012-06-01,Hubei,工业废水,1163.940682784514
2012-06-01,Hubei,农业废水,990.6687500000002
2012-07-01,Hubei,生活废水,2433.9737467370514
2012-07-01,Hubei,工业废水,1161.946416957797
2012-07-01,Hubei,农业废水,990.6687500000002
2012-08-01,Hubei,生活废水,2433.9737467370514
2012-08-01,Hubei,工业废水,1171.1515727393792
2012-08-01,Hubei,农业废水,990.6687500000002
2012-09-01,Hubei,生活废水,2433.9737467370514
2012-09-01,Hubei,工业废水,1177.124415548161
2012-09-01,Hubei,农业废水,990.6687500000002
2012-10-01,Hubei,生活废水,2433.9737467370514
2012-10-01,Hubei,工业废水,1190.598936477165
2012-10-01,Hubei,农业废水,990.6687500000002
2012-11-01,Hubei,生活废水,2433.9737467370514
2012-11-01,Hubei,工业废水,1215.0569439954863
2012-11-01,Hubei,农业废水,990.6687500000002
2012-12-01,Hubei,生活废水,2433.9737467370514
2012-12-01,Hubei,工业废水,1284.7063315783932
2012-12-01,Hubei,农业废水,990.6687500000002
2012-01-01,Hunan,生活废水,2567.115225553505
2012-01-01,Hunan,工业废水,1083.8804670741022
2012-01-01,Hunan,农业废水,1181.8770833333335
2012-02-01,Hunan,生活废水,2567.115225553505
2012-02-01,Hunan,工业废水,1117.3416461889135
2012-02-01,Hunan,农业废水,1181.8770833333335
2012-03-01,Hunan,生活废水,2567.115225553505
2012-03-01,Hunan,工业废水,1142.5186730347407
2012-03-01,Hunan,农业废水,1181.8770833333335
2012-04-01,Hunan,生活废水,2567.115225553505
2012-04-01,Hunan,工业废水,1078.141494233341
2012-04-01,Hunan,农业废水,1181.8770833333335
2012-05-01,Hunan,生活废水,2567.115225553505
2012-05-01,Hunan,工业废水,1059.4004588085993
2012-05-01,Hunan,农业废水,1181.8770833333335
2012-06-01,Hunan,生活废水,2567.115225553505
2012-06-01,Hunan,工业废水,1069.7663633622074
2012-06-01,Hunan,农业废水,1181.8770833333335
2012-07-01,Hunan,生活废水,2567.115225553505
2012-07-01,Hunan,工业废水,1067.9334533758315
2012-07-01,Hunan,农业废水,1181.8770833333335
2012-08-01,Hunan,生活废水,2567.115225553505
2012-08-01,Hunan,工业废水,1076.393820961822
2012-08-01,Hunan,农业废水,1181.8770833333335
2012-09-01,Hunan,生活废水,2567.115225553505
2012-09-01,Hunan,工业废水,1081.8834016810038
2012-09-01,Hunan,农业废水,1181.8770833333335
2012-10-01,Hunan,生活废水,2567.115225553505
2012-10-01,Hunan,工业废水,1094.2677005249825
2012-10-01,Hunan,农业废水,1181.8770833333335
2012-11-01,Hunan,生活废水,2567.115225553505
2012-11-01,Hunan,工业废水,1116.7468132022427
2012-11-01,Hunan,农业废水,1181.8770833333335
2012-12-01,Hunan,生活废水,2567.115225553505
2012-12-01,Hunan,工业废水,1180.7608760896428
2012-12-01,Hunan,农业废水,1181.8770833333335
2012-01-01,Inner Mongolia,生活废水,1119.5873998702143
2012-01-01,Inner Mongolia,工业废水,855.2424802073147
2012-01-01,Inner Mongolia,农业废水,1290.075
2012-02-01,Inner Mongolia,生活废水,1119.5873998702143
2012-02-01,Inner Mongolia,工业废水,881.6452272685883
2012-02-01,Inner Mongolia,农业废水,1290.075
2012-03-01,Inner Mongolia,生活废水,1119.5873998702143
2012-03-01,Inner Mongolia,工业废水,901.5113135557572
2012-03-01,Inner Mongolia,农业废水,1290.075
2012-04-01,Inner Mongolia,生活废水,1119.5873998702143
2012-04-01,Inner Mongolia,工业废水,850.7141087537498
2012-04-01,Inner Mongolia,农业废水,1290.075
2012-05-01,Inner Mongolia,生活废水,1119.5873998702143
2012-05-01,Inner Mongolia,工业废水,835.9263806737553
2012-05-01,Inner Mongolia,农业废水,1290.075
2012-06-01,Inner Mongolia,生活废水,1119.5873998702143
2012-06-01,Inner Mongolia,工业废水,844.1056607598258
2012-06-01,Inner Mongolia,农业废水,1290.075
2012-07-01,Inner Mongolia,生活废水,1119.5873998702143
2012-07-01,Inner Mongolia,工业废水,842.6593919780141
2012-07-01,Inner Mongolia,农业废水,1290.075
2012-08-01,Inner Mongolia,生活废水,1119.5873998702143
2012-08-01,Inner Mongolia,工业废水,849.3350965206381
2012-08-01,Inner Mongolia,农业废水,1290.075
2012-09-01,Inner Mongolia,生活废水,1119.5873998702143
2012-09-01,Inner Mongolia,工业废水,853.666683602602
2012-09-01,Inner Mongolia,农业废水,1290.075
2012-10-01,Inner Mongolia,生活废水,1119.5873998702143
2012-10-01,Inner Mongolia,工业废水,863.4385899896085
2012-10-01,Inner Mongolia,农业废水,1290.075
2012-11-01,Inner Mongolia,生活废水,1119.5873998702143
2012-11-01,Inner Mongolia,工业废水,881.1758706796621
2012-11-01,Inner Mongolia,农业废水,1290.075
2012-12-01,Inner Mongolia,生活废水,1119.5873998702143
2012-12-01,Inner Mongolia,工业废水,931.686556659414
2012-12-01,Inner Mongolia,农业废水,1290.075
2012-01-01,Jiangsu,生活废水,3747.24864149814
2012-01-01,Jiangsu,工业废水,4394.544500119306
2012-01-01,Jiangsu,农业废水,807.6916666666667
2012-02-01,Jiangsu,生活废水,3747.24864149814
2012-02-01,Jiangsu,工业废水,4530.21134264803
2012-02-01,Jiangsu,农业废水,807.6916666666667
2012-03-01,Jiangsu,生活废水,3747.24864149814
2012-03-01,Jiangsu,工业废水,4632.290463192898
2012-03-01,Jiangsu,农业废水,807.6916666666667
2012-04-01,Jiangsu,生活废水,3747.24864149814
2012-04-01,Jiangsu,工业废水,4371.276093408572
2012-04-01,Jiangsu,农业废水,807.6916666666667
2012-05-01,Jiangsu,生活废水,3747.24864149814
2012-05-01,Jiangsu,工业废水,4295.291409991716
2012-05-01,Jiangsu,农业废水,807.6916666666667
2012-06-01,Jiangsu,生活废水,3747.24864149814
2012-06-01,Jiangsu,工业废水,4337.319502782972
2012-06-01,Jiangsu,农业废水,807.6916666666667
2012-07-01,Jiangsu,生活废水,3747.24864149814
2012-07-01,Jiangsu,工业废水,4329.888051857774
2012-07-01,Jiangsu,农业废水,807.6916666666667
2012-08-01,Jiangsu,生活废水,3747.24864149814
2012-08-01,Jiangsu,工业废水,4364.190230901896
2012-08-01,Jiangsu,农业废水,807.6916666666667
2012-09-01,Jiangsu,生活废水,3747.24864149814
2012-09-01,Jiangsu,工业废水,4386.447488496511
2012-09-01,Jiangsu,农业废水,807.6916666666667
2012-10-01,Jiangsu,生活废水,3747.24864149814
2012-10-01,Jiangsu,工业废水,4436.659069963197
2012-10-01,Jiangsu,农业废水,807.6916666666667
2012-11-01,Jiangsu,生活废水,3747.24864149814
2012-11-01,Jiangsu,工业废水,4527.799619114419
2012-11-01,Jiangsu,农业废水,807.6916666666667
2012-12-01,Jiangsu,生活废水,3747.24864149814
2012-12-01,Jiangsu,工业废水,4787.34175179212
2012-12-01,Jiangsu,农业废水,807.6916666666667
2012-01-01,Jiangxi,生活废水,1647.320753589398
2012-01-01,Jiangxi,工业废水,602.6125223679653
2012-01-01,Jiangxi,农业废水,497.96875
2012-02-01,Jiangxi,生活废水,1647.320753589398
2012-02-01,Jiangxi,工业废水,621.2161656296759
2012-02-01,Jiangxi,农业废水,497.96875
2012-03-01,Jiangxi,生活废水,1647.320753589398
2012-03-01,Jiangxi,工业废水,635.214011438491
2012-03-01,Jiangxi,农业废水,497.96875
2012-04-01,Jiangxi,生活废水,1647.320753589398
2012-04-01,Jiangxi,工业废水,599.4217859312178
2012-04-01,Jiangxi,农业废水,497.96875
2012-05-01,Jiangxi,生活废水,1647.320753589398
2012-05-01,Jiangxi,工业废水,589.0022028017444
2012-05-01,Jiangxi,农业废水,497.96875
2012-06-01,Jiangxi,生活废水,1647.320753589398
2012-06-01,Jiangxi,工业废水,594.765406475428
2012-06-01,Jiangxi,农业废水,497.96875
2012-07-01,Jiangxi,生活废水,1647.320753589398
2012-07-01,Jiangxi,工业废水,593.7463508288723
2012-07-01,Jiangxi,农业废水,497.96875
2012-08-01,Jiangxi,生活废水,1647.320753589398
2012-08-01,Jiangxi,工业废水,598.4501199307517
2012-08-01,Jiangxi,农业废水,497.96875
2012-09-01,Jiangxi,生活废水,1647.320753589398
2012-09-01,Jiangxi,工业废水,601.5022001041851
2012-09-01,Jiangxi,农业废水,497.96875
2012-10-01,Jiangxi,生活废水,1647.320753589398
2012-10-01,Jiangxi,工业废水,608.3875844162344
2012-10-01,Jiangxi,农业废水,497.96875
2012-11-01,Jiangxi,生活废水,1647.320753589398
2012-11-01,Jiangxi,工业废水,620.8854522185808
2012-11-01,Jiangxi,农业废水,497.96875
2012-12-01,Jiangxi,生活废水,1647.320753589398
2012-12-01,Jiangxi,工业废水,656.4757936588425
2012-12-01,Jiangxi,农业废水,497.96875
2012-01-01,Jilin,生活废水,1144.5742950949634
2012-01-01,Jilin,工业废水,785.3818020142571
2012-01-01,Jilin,农业废水,1049.8958333333333
2012-02-01,Jilin,生活废水,1144.5742950949634
2012-02-01,Jilin,工业废水,809.6278346248955
2012-02-01,Jilin,农业废水,1049.8958333333333
2012-03-01,Jilin,生活废水,1144.5742950949634
2012-03-01,Jilin,工业废水,827.8711550963077
2012-03-01,Jilin,农业废水,1049.8958333333333
2012-04-01,Jilin,生活废水,1144.5742950949634
2012-04-01,Jilin,工业废水,781.22333162171
2012-04-01,Jilin,农业废水,1049.8958333333333
2012-05-01,Jilin,生活废水,1144.5742950949634
2012-05-01,Jilin,工业废水,767.6435425023159
2012-05-01,Jilin,农业废水,1049.8958333333333
2012-06-01,Jilin,生活废水,1144.5742950949634
2012-06-01,Jilin,工业废水,775.1546962181841
2012-06-01,Jilin,农业废水,1049.8958333333333
2012-07-01,Jilin,生活废水,1144.5742950949634
2012-07-01,Jilin,工业废水,773.8265662335966
2012-07-01,Jilin,农业废水,1049.8958333333333
2012-08-01,Jilin,生活废水,1144.5742950949634
2012-08-01,Jilin,工业废水,779.9569643192132
2012-08-01,Jilin,农业废水,1049.8958333333333
2012-09-01,Jilin,生活废水,1144.5742950949634
2012-09-01,Jilin,工业废水,783.9347247166969
2012-09-01,Jilin,农业废水,1049.8958333333333
2012-10-01,Jilin,生活废水,1144.5742950949634
2012-10-01,Jilin,工业废水,792.9084106887517
2012-10-01,Jilin,农业废水,1049.8958333333333
2012-11-01,Jilin,生活废水,1144.5742950949634
2012-11-01,Jilin,工业废水,809.1968175366087
2012-11-01,Jilin,农业废水,1049.8958333333333
2012-12-01,Jilin,生活废水,1144.5742950949634
2012-12-01,Jilin,工业废水,855.5815265446759
2012-12-01,Jilin,农业废水,1049.8958333333333
2012-01-01,Liaoning,生活废水,2111.1846598602465
2012-01-01,Liaoning,工业废水,1660.003807489775
2012-01-01,Liaoning,农业废水,1798.575
2012-02-01,Liaoning,生活废水,2111.1846598602465
2012-02-01,Liaoning,工业废水,1711.250865095332
2012-02-01,Liaoning,农业废水,1798.575
2012-03-01,Liaoning,生活废水,2111.1846598602465
2012-03-01,Liaoning,工业废水,1749.8104311129448
2012-03-01,Liaoning,农业废水,1798.575
2012-04-01,Liaoning,生活废水,2111.1846598602465
2012-04-01,Liaoning,工业废水,1651.2143541726016
2012-04-01,Liaoning,农业废水,1798.575
2012-05-01,Liaoning,生活废水,2111.1846598602465
2012-05-01,Liaoning,工业废水,1622.5117517118774
2012-05-01,Liaoning,农业废水,1798.575
2012-06-01,Liaoning,生活废水,2111.1846598602465
2012-06-01,Liaoning,工业废水,1638.3875254247446
2012-06-01,Liaoning,农业废水,1798.575
2012-07-01,Liaoning,生活废水,2111.1846598602465
2012-07-01,Liaoning,工业废水,1635.5803546632092
2012-07-01,Liaoning,农业废水,1798.575
2012-08-01,Liaoning,生活废水,2111.1846598602465
2012-08-01,Liaoning,工业废水,1648.53772665407
2012-08-01,Liaoning,农业废水,1798.575
2012-09-01,Liaoning,生活废水,2111.1846598602465
2012-09-01,Liaoning,工业废水,1656.94522653269
2012-09-01,Liaoning,农业废水,1798.575
2012-10-01,Liaoning,生活废水,2111.1846598602465
2012-10-01,Liaoning,工业废水,1675.9122472131082
2012-10-01,Liaoning,农业废水,1798.575
2012-11-01,Liaoning,生活废水,2111.1846598602465
2012-11-01,Liaoning,工业废水,1710.339855945624
2012-11-01,Liaoning,农业废水,1798.575
2012-12-01,Liaoning,生活废水,2111.1846598602465
2012-12-01,Liaoning,工业废水,1808.3798071708995
2012-12-01,Liaoning,农业废水,1798.575
2012-01-01,Ningxia,生活废水,305.2294546237074
2012-01-01,Ningxia,工业废水,207.14699482715207
2012-01-01,Ningxia,农业废水,211.88333333333333
