date,拼音,value,排放因子序号
2010-01-01,上海,0.0,1
2010-01-01,云南,46.61424982773979,1
2010-01-01,内蒙古,88.41147153718684,1
2010-01-01,北京,1.6568454037454317,1
2010-01-01,吉林,26.04812247909629,1
2010-01-01,四川,86.56936078334324,1
2010-01-01,天津,0.0,1
2010-01-01,宁夏,24.321124804589,1
2010-01-01,安徽,42.19444029884644,1
2010-01-01,山东,51.61749417524726,1
2010-01-01,山西,212.19006913481985,1
2010-01-01,广东,0.0,1
2010-01-01,广西,2.38303513955698,1
2010-01-01,新疆,13.042073775344464,1
2010-01-01,江苏,7.803373524584635,1
2010-01-01,江西,7.280285978573454,1
2010-01-01,河北,30.67567273651173,1
2010-01-01,河南,89.46153397946642,1
2010-01-01,浙江,0.0208156400829262,1
2010-01-01,海南,0.0,1
2010-01-01,湖北,2.648556576119955,1
2010-01-01,湖南,19.435578967674477,1
2010-01-01,甘肃,11.261860041721636,1
2010-01-01,福建,8.073513509819557,1
2010-01-01,西藏,0.0,1
2010-01-01,贵州,114.6775555395841,1
2010-01-01,辽宁,38.09911843331297,1
2010-01-01,重庆,30.098054307763483,1
2010-01-01,陕西,89.03979357191966,1
2010-01-01,青海,3.8244507975235,1
2010-01-01,黑龙江,47.40886072902599,1
2010-02-01,上海,0.0,1
2010-02-01,云南,39.622112280277896,1
2010-02-01,内蒙古,75.14975066758177,1
2010-02-01,北京,1.408318590578227,1
2010-02-01,吉林,22.14090406627116,1
2010-02-01,四川,73.58395652971143,1
2010-02-01,天津,0.0,1
2010-02-01,宁夏,20.67295604565568,1
2010-02-01,安徽,35.865274187668724,1
2010-02-01,山东,43.87486996779163,1
2010-02-01,山西,180.361558430928,1
2010-02-01,广东,0.0,1
2010-02-01,广西,2.0255798648761107,1
2010-02-01,新疆,11.085762688534132,1
2010-02-01,江苏,6.632867483626136,1
2010-02-01,江西,6.188243070339189,1
2010-02-01,河北,26.074321777797483,1
2010-02-01,河南,76.0423037418682,1
2010-02-01,浙江,0.0176932940377547,1
2010-02-01,海南,0.0,1
2010-02-01,湖北,2.2512730855371066,1
2010-02-01,湖南,16.52024209196086,1
2010-02-01,甘肃,9.57258101775411,1
2010-02-01,福建,6.8624864706510245,1
2010-02-01,西藏,0.0,1
2010-02-01,贵州,97.47592202831602,1
2010-02-01,辽宁,32.384250608405154,1
2010-02-01,重庆,25.58334611426976,1
2010-02-01,陕西,75.68382439611659,1
2010-02-01,青海,3.2507831718810265,1
2010-02-01,黑龙江,40.297531545121664,1
2010-03-01,上海,0.0,1
2010-03-01,云南,49.6800630362271,1
2010-03-01,内蒙古,95.96887182429056,1
2010-03-01,北京,2.2313622269597686,1
2010-03-01,吉林,34.18364530362859,1
2010-03-01,四川,112.35371271914056,1
2010-03-01,天津,0.0,1
2010-03-01,宁夏,25.54370855496888,1
2010-03-01,安徽,40.67479557433219,1
2010-03-01,山东,53.28734226328787,1
2010-03-01,山西,245.73127803924515,1
2010-03-01,广东,0.0,1
2010-03-01,广西,2.795902419557079,1
2010-03-01,新疆,16.705052789605315,1
2010-03-01,江苏,6.824310532689201,1
2010-03-01,江西,7.655828777949775,1
2010-03-01,河北,37.72306961606101,1
2010-03-01,河南,81.30453513815014,1
2010-03-01,浙江,0.0176491927556139,1
2010-03-01,海南,0.0,1
2010-03-01,湖北,5.293006107253095,1
2010-03-01,湖南,24.43746390069312,1
2010-03-01,甘肃,12.86097205048427,1
2010-03-01,福建,11.68160454664844,1
2010-03-01,西藏,0.0,1
2010-03-01,贵州,136.24514623078971,1
2010-03-01,辽宁,40.506660492875405,1
2010-03-01,重庆,34.00613551080996,1
2010-03-01,陕西,96.1117558581244,1
2010-03-01,青海,2.736349200715182,1
2010-03-01,黑龙江,51.92685694094655,1
2010-04-01,上海,0.0,1
2010-04-01,云南,61.13518630171439,1
2010-04-01,内蒙古,83.33153628904323,1
2010-04-01,北京,1.9207003183522344,1
2010-04-01,吉林,30.37763505986873,1
2010-04-01,四川,94.8000868431386,1
2010-04-01,天津,0.0,1
2010-04-01,宁夏,23.154337331600964,1
2010-04-01,安徽,37.56886796449163,1
2010-04-01,山东,52.59737096910527,1
2010-04-01,山西,221.18233124644345,1
2010-04-01,广东,0.0,1
2010-04-01,广西,2.392689537985497,1
2010-04-01,新疆,18.06384852268108,1
2010-04-01,江苏,6.701604813835726,1
2010-04-01,江西,8.63772394762039,1
2010-04-01,河北,35.87142507100929,1
2010-04-01,河南,80.07256541770785,1
2010-04-01,浙江,0.01845142878996,1
2010-04-01,海南,0.0,1
2010-04-01,湖北,5.787870057417583,1
2010-04-01,湖南,25.06122263527016,1
2010-04-01,甘肃,14.209416051396133,1
2010-04-01,福建,9.084683806206328,1
2010-04-01,西藏,0.0,1
2010-04-01,贵州,154.99560828435943,1
2010-04-01,辽宁,40.27282736668722,1
2010-04-01,重庆,37.19080657173033,1
2010-04-01,陕西,109.12001052723836,1
2010-04-01,青海,5.396485781465976,1
2010-04-01,黑龙江,52.68026057601584,1
2010-05-01,上海,0.0,1
2010-05-01,云南,65.25537210685029,1
2010-05-01,内蒙古,88.04177044938827,1
2010-05-01,北京,2.236878315203712,1
2010-05-01,吉林,28.95741128434995,1
2010-05-01,四川,102.08459275228915,1
2010-05-01,天津,0.0,1
2010-05-01,宁夏,22.770136106427383,1
2010-05-01,安徽,38.497828462884414,1
2010-05-01,山东,56.90146506797949,1
2010-05-01,山西,243.8438987133352,1
2010-05-01,广东,0.0,1
2010-05-01,广西,2.3357252138205937,1
2010-05-01,新疆,19.45991075660317,1
2010-05-01,江苏,6.373906037531716,1
2010-05-01,江西,8.700700831778565,1
2010-05-01,河北,33.422394609370606,1
2010-05-01,河南,81.36114213974766,1
2010-05-01,浙江,0.0168469567212679,1
2010-05-01,海南,0.0,1
2010-05-01,湖北,5.992759069057452,1
2010-05-01,湖南,27.30667198652668,1
2010-05-01,甘肃,13.9151502419484,1
2010-05-01,福建,9.516990432409186,1
2010-05-01,西藏,0.0,1
2010-05-01,贵州,157.46640838584798,1
2010-05-01,辽宁,38.50890442835486,1
2010-05-01,重庆,40.51477748506649,1
2010-05-01,陕西,114.70628834850872,1
2010-05-01,青海,7.461982935904653,1
2010-05-01,黑龙江,58.8280503277701,1
2010-06-01,上海,0.0,1
2010-06-01,云南,0.0,1
2010-06-01,内蒙古,0.0,1
2010-06-01,北京,0.0,1
2010-06-01,吉林,0.0,1
2010-06-01,四川,0.0,1
2010-06-01,天津,0.0,1
2010-06-01,宁夏,0.0,1
2010-06-01,安徽,0.0,1
2010-06-01,山东,0.0,1
2010-06-01,山西,0.0,1
2010-06-01,广东,0.0,1
2010-06-01,广西,0.0,1
2010-06-01,新疆,0.0,1
2010-06-01,江苏,0.0,1
2010-06-01,江西,0.0,1
2010-06-01,河北,0.0,1
2010-06-01,河南,0.0,1
2010-06-01,浙江,0.0,1
2010-06-01,海南,0.0,1
2010-06-01,湖北,0.0,1
2010-06-01,湖南,0.0,1
2010-06-01,甘肃,0.0,1
2010-06-01,福建,0.0,1
2010-06-01,西藏,0.0,1
2010-06-01,贵州,0.0,1
2010-06-01,辽宁,0.0,1
2010-06-01,重庆,0.0,1
2010-06-01,陕西,0.0,1
2010-06-01,青海,0.0,1
2010-06-01,黑龙江,0.0,1
2010-07-01,上海,0.0,1
2010-07-01,云南,0.0,1
2010-07-01,内蒙古,0.0,1
2010-07-01,北京,0.0,1
2010-07-01,吉林,0.0,1
2010-07-01,四川,0.0,1
2010-07-01,天津,0.0,1
2010-07-01,宁夏,0.0,1
2010-07-01,安徽,0.0,1
2010-07-01,山东,0.0,1
2010-07-01,山西,0.0,1
2010-07-01,广东,0.0,1
2010-07-01,广西,0.0,1
2010-07-01,新疆,0.0,1
2010-07-01,江苏,0.0,1
2010-07-01,江西,0.0,1
2010-07-01,河北,0.0,1
2010-07-01,河南,0.0,1
2010-07-01,浙江,0.0,1
2010-07-01,海南,0.0,1
2010-07-01,湖北,0.0,1
2010-07-01,湖南,0.0,1
2010-07-01,甘肃,0.0,1
2010-07-01,福建,0.0,1
2010-07-01,西藏,0.0,1
2010-07-01,贵州,0.0,1
2010-07-01,辽宁,0.0,1
2010-07-01,重庆,0.0,1
2010-07-01,陕西,0.0,1
2010-07-01,青海,0.0,1
2010-07-01,黑龙江,0.0,1
2010-08-01,上海,0.0,1
2010-08-01,云南,0.0,1
2010-08-01,内蒙古,0.0,1
2010-08-01,北京,0.0,1
2010-08-01,吉林,0.0,1
2010-08-01,四川,0.0,1
2010-08-01,天津,0.0,1
2010-08-01,宁夏,0.0,1
2010-08-01,安徽,0.0,1
2010-08-01,山东,0.0,1
2010-08-01,山西,0.0,1
2010-08-01,广东,0.0,1
2010-08-01,广西,0.0,1
2010-08-01,新疆,0.0,1
2010-08-01,江苏,0.0,1
2010-08-01,江西,0.0,1
2010-08-01,河北,0.0,1
2010-08-01,河南,0.0,1
2010-08-01,浙江,0.0,1
2010-08-01,海南,0.0,1
2010-08-01,湖北,0.0,1
2010-08-01,湖南,0.0,1
2010-08-01,甘肃,0.0,1
2010-08-01,福建,0.0,1
2010-08-01,西藏,0.0,1
2010-08-01,贵州,0.0,1
2010-08-01,辽宁,0.0,1
2010-08-01,重庆,0.0,1
2010-08-01,陕西,0.0,1
2010-08-01,青海,0.0,1
