date,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang,sector,department
2013-01-01,7.054573525533262,1.0591662274489118,4.999449247796185,4.2197981829417985,1.9812283350769422,10.671404570625691,10.750782050822135,4.850065165999545,2.3193561583012,10.028114405875332,6.79555998424132,16.651706233005843,11.231144385820569,14.512056333097393,2.7164856659503847,8.074273359093322,8.634803219911229,4.602731556827957,6.4396814948259715,0.3410573338682202,7.406763126397059,3.317792706247923,12.5636391379499,0.7995164237670485,2.0531076802527597,16.36525383393211,0.8789023221519092,0.25577517837169145,1.1929785480776969,11.064988518910576,2.4660855924507428,粪便,家畜
2013-02-01,7.091347295253722,1.060871023298281,5.035831757854738,4.265264776841576,1.9835859303405692,10.915228386510043,10.920113928870371,4.883903989440638,2.3387705062134203,10.049686758055993,6.796375182705981,16.751258111246667,11.33375497091514,14.699722103129053,2.7177973450593442,8.110221334734376,8.705969828350609,4.6043763723793845,6.444733326030894,0.3418400600383432,7.425777926574778,3.328597240038109,12.612410478515311,0.8039775836599169,2.0570296901984895,16.40510042823727,0.880512507081013,0.25588293048851485,1.1940734806912854,11.233103751073386,2.481727512577441,粪便,家畜
2013-03-01,7.177091630143988,1.065073623901826,6.206523229055161,4.396191371487765,1.9928050466271605,13.884268267435951,11.551658283209402,4.995884218093344,2.868880864784132,10.106963500516468,6.800294672780836,17.024480780835194,11.533671274452049,15.023593663495035,2.721614867874931,8.198644785058589,8.901225322972035,4.609057608900836,6.461279180947158,0.3442768796475,7.539439153241206,3.3575451102279987,12.758792625842378,0.8141655104098342,2.069212749358577,16.64471143038335,0.8857960125826382,0.25638111641949424,1.1981451944301926,11.85467945730826,2.521607438952984,粪便,家畜
2013-04-01,8.988164142248037,1.08366761291593,6.481679737717828,5.478686488395402,2.0462305147579047,14.821848213822284,15.12582021047558,5.248226048340941,3.006278162296358,10.407554637875387,6.82402080243544,21.704531679198304,14.737364086555658,19.457279187778525,2.751372498084086,10.175684903819947,11.22911713234186,4.640392631270247,6.5374572059356675,0.3570032494960407,7.816011383327982,3.4871940695779,16.037859557297846,1.0098235879383888,2.1247904139754406,17.100542591526843,0.9059976113638072,0.257876647599034,1.2343353332332345,14.832589316417035,3.145535433661657,粪便,家畜
2013-05-01,8.77982626871815,1.303233480932758,6.563125629685509,5.228522152480246,2.4060947211621007,14.133148278004992,13.640466925268523,4.971010979651208,3.04039138150733,12.446905810920901,6.83971766557781,20.958057424275772,14.130003181191892,18.284132383651542,3.4464431166938727,10.003777693460158,10.75880153270896,5.650904507969386,7.909562703396056,0.4296457104753489,7.588516809066727,4.113787518356322,15.68150021879219,0.9882919183940324,2.5399917158079286,16.608796294691523,1.0863366077772847,0.25660785603769426,1.548845562224325,13.879308982122035,3.0565420050743404,粪便,家畜
2013-06-01,9.826005637664219,1.385049404104478,6.857074451066654,5.863557420307341,2.5493851997037265,15.7038483622725,15.810941983856864,5.25332274147149,3.231340989122334,13.557193803380208,8.677704184398785,24.203466895328262,16.109668423143727,21.08559579833196,3.630621835008842,11.15351767351131,12.159187389495964,5.924425682245912,8.352272123014403,0.4493488575900883,8.04690342511922,4.297397893973216,17.94824988098828,1.0479748931649706,2.6683619918459085,17.233865047064754,1.171649255936183,0.2598287903412898,1.5929921479739708,14.632910701215494,3.428081802049115,粪便,家畜
2013-07-01,10.476348594790155,1.452189199425913,7.435315333109581,6.212414848064202,2.6678314496551607,16.919202235460478,16.971025390056422,7.028666461368883,3.478604377249673,14.584763795698017,9.167640496031593,27.129255556374506,17.8793975194313,23.501787848527382,3.83466655131966,11.843727444382571,12.9620920042681,6.26169263696745,8.835311072429656,0.4766935025229443,9.447632778620946,4.592169033056042,19.99596153199087,1.1668290319827692,2.813453890643379,23.21627394540796,1.2450893808224104,0.2689469451956373,1.6849468614306276,15.563090383943786,3.6110962460488367,粪便,家畜
2013-08-01,11.537057748736855,1.536971138908171,7.871134778447533,6.437876842914189,2.7574053398384826,16.971204039876085,17.31225623599506,7.379740278934243,3.750489379494902,15.679435137651,9.567248325790779,28.796605584594797,19.635879019454332,26.129921872759784,4.05616383078504,13.392320594698104,13.793445365449612,6.581908060778525,9.382159125606442,0.4879375459594507,10.499642083441174,4.689996768242034,21.814769730560574,1.3691833296221638,2.8945691002021956,24.189560055374614,1.3123106969848624,0.276635829818284,1.7661017515003399,15.792450825210098,4.069879628202207,粪便,家畜
2013-09-01,10.54754247212963,1.5224325664640213,7.6445976345293944,6.104676426975559,2.33349022768665,17.019427274992772,16.503874922824007,5.8572495779601645,3.524323816518073,15.619123227856305,7.8891775814113965,26.940676485864415,18.037535332982568,22.9619898872964,3.2718147883800075,12.101482562858141,12.771151514267427,6.4926880197130465,9.338928400421283,0.4352355064358192,11.456173885890033,4.014923049336358,20.794725206806014,1.234848428120465,2.448732612878421,19.76289326333227,1.2986055572322854,0.27910513841208257,1.783439408979982,15.91489633874022,3.6566936755659993,粪便,家畜
2013-10-01,9.360948576094385,1.172090557356836,6.620477535369748,5.840054664979949,2.1681475532233536,15.806356380786758,15.615827339650943,5.471028580811849,3.078794824783757,11.729248475667013,7.339021334111255,23.334583210859446,15.574228034953647,20.155607612277667,2.994886527043309,10.765706486238484,11.647372187249209,5.044420988181903,7.165886355666822,0.3778091784939358,9.329035274264228,3.6905972913045946,17.905700048593456,1.1250459274905646,2.272663754715253,18.515834412367113,0.9872233226717092,0.27070911712096357,1.332158114728553,15.69656957337796,3.3180202675634884,粪便,家畜
