date,province,sector,value
2013/2/1,Guangdong,天然气,4810.962624
2013/2/1,Guangxi,原油,4.700717949
2013/2/1,Guangxi,天然气,0
2013/2/1,Guizhou,原油,0
2013/2/1,Guizhou,天然气,0
2013/2/1,Hainan,原油,86.17982906
2013/2/1,Hainan,天然气,118.4769231
2013/2/1,Hebei,原油,1369.632234
2013/2/1,Hebei,天然气,930.5775033
2013/2/1,Heilongjiang,原油,10280.47015
2013/2/1,Heilongjiang,天然气,2330.046154
2013/2/1,Henan,原油,1209.651419
2013/2/1,Henan,天然气,355.4307692
2013/2/1,Hubei,原油,202.1308718
2013/2/1,Hubei,天然气,118.4769231
2013/2/1,Hunan,原油,0
2013/2/1,Hunan,天然气,0
2013/2/1,InnerMongolia,原油,0
2013/2/1,InnerMongolia,天然气,0
2013/2/1,Jiangsu,原油,499.8430085
2013/2/1,Jiangsu,天然气,39.49230769
2013/2/1,Jiangxi,原油,0
2013/2/1,Jiangxi,天然气,0
2013/2/1,Jilin,原油,1566.905983
2013/2/1,Jilin,天然气,1935.123077
2013/2/1,Liaoning,原油,2527.857363
2013/2/1,Liaoning,天然气,473.5158698
2013/2/1,Ningxia,原油,3.133811966
2013/2/1,Ningxia,天然气,0
2013/2/1,Qinghai,原油,524.9135043
2013/2/1,Qinghai,天然气,5370.953846
2013/2/1,Shaanxi,原油,9099.023043
2013/2/1,Shaanxi,天然气,26025.43077
2013/2/1,Shandong,原油,6874.46769
2013/2/1,Shandong,天然气,351.4768498
2013/2/1,Shanghai,原油,28.66904771
2013/2/1,Shanghai,天然气,369.3265498
2013/2/1,Shanxi,原油,0
2013/2/1,Shanxi,天然气,0
2013/2/1,Sichuan,原油,57.97552137
2013/2/1,Sichuan,天然气,16665.75385
2013/2/1,Tianjin,原油,6555.80913
2013/2/1,Tianjin,天然气,1612.491074
2013/2/1,Tibet,原油,0
2013/2/1,Tibet,天然气,0
2013/2/1,Xinjiang,原油,6593.540376
2013/2/1,Xinjiang,天然气,18719.35385
2013/2/1,Yunnan,原油,0
2013/2/1,Yunnan,天然气,0
2013/2/1,Zhejiang,原油,0
2013/2/1,Zhejiang,天然气,118.4769231
2013/3/1,Anhui,原油,0
2013/3/1,Anhui,天然气,0
2013/3/1,Beijing,原油,0
2013/3/1,Beijing,天然气,0
2013/3/1,Chongqing,原油,0
2013/3/1,Chongqing,天然气,0
2013/3/1,Fujian,原油,0
2013/3/1,Fujian,天然气,0
2013/3/1,Gansu,原油,230.0586667
2013/3/1,Gansu,天然气,0
2013/3/1,Guangdong,原油,3375.029973
2013/3/1,Guangdong,天然气,5429.449755
2013/3/1,Guangxi,原油,3.594666667
2013/3/1,Guangxi,天然气,0
2013/3/1,Guizhou,原油,0
2013/3/1,Guizhou,天然气,0
2013/3/1,Hainan,原油,79.08266667
2013/3/1,Hainan,天然气,181.2
2013/3/1,Hebei,原油,1665.014928
2013/3/1,Hebei,天然气,1156.379397
2013/3/1,Heilongjiang,原油,12394.41067
2013/3/1,Heilongjiang,天然气,2989.8
2013/3/1,Henan,原油,1463.029333
2013/3/1,Henan,天然气,362.4
2013/3/1,Hubei,原油,244.4373333
2013/3/1,Hubei,天然气,181.2
2013/3/1,Hunan,原油,0
2013/3/1,Hunan,天然气,0
2013/3/1,InnerMongolia,原油,0
2013/3/1,InnerMongolia,天然气,0
2013/3/1,Jiangsu,原油,611.0933333
2013/3/1,Jiangsu,天然气,0
2013/3/1,Jiangxi,原油,0
2013/3/1,Jiangxi,天然气,0
2013/3/1,Jilin,原油,1933.930667
2013/3/1,Jilin,天然气,2174.4
2013/3/1,Liaoning,原油,3062.782107
2013/3/1,Liaoning,天然气,543.1505565
2013/3/1,Ningxia,原油,7.189333333
2013/3/1,Ningxia,天然气,0
2013/3/1,Qinghai,原油,629.0666667
2013/3/1,Qinghai,天然气,5073.6
2013/3/1,Shaanxi,原油,10866.67733
2013/3/1,Shaanxi,天然气,31438.2
2013/3/1,Shandong,原油,8409.705926
2013/3/1,Shandong,天然气,358.3685527
2013/3/1,Shanghai,原油,0
2013/3/1,Shanghai,天然气,282.4261851
2013/3/1,Shanxi,原油,0
2013/3/1,Shanxi,天然气,0
2013/3/1,Sichuan,原油,71.89333333
2013/3/1,Sichuan,天然气,16670.4
2013/3/1,Tianjin,原油,7852.899536
2013/3/1,Tianjin,天然气,1972.930255
2013/3/1,Tibet,原油,0
2013/3/1,Tibet,天然气,0
2013/3/1,Xinjiang,原油,7937.024
2013/3/1,Xinjiang,天然气,21834.6
2013/3/1,Yunnan,原油,0
2013/3/1,Yunnan,天然气,0
2013/3/1,Zhejiang,原油,0
2013/3/1,Zhejiang,天然气,0
2013/4/1,Anhui,原油,0
2013/4/1,Anhui,天然气,0
2013/4/1,Beijing,原油,0
2013/4/1,Beijing,天然气,0
2013/4/1,Chongqing,原油,0
2013/4/1,Chongqing,天然气,0
2013/4/1,Fujian,原油,0
2013/4/1,Fujian,天然气,0
2013/4/1,Gansu,原油,172.544
2013/4/1,Gansu,天然气,0
2013/4/1,Guangdong,原油,3259.05978
2013/4/1,Guangdong,天然气,5696.471874
2013/4/1,Guangxi,原油,7.189333333
2013/4/1,Guangxi,天然气,0
2013/4/1,Guizhou,原油,0
2013/4/1,Guizhou,天然气,0
2013/4/1,Hainan,原油,75.488
2013/4/1,Hainan,天然气,90.6
2013/4/1,Hebei,原油,1615.559039
2013/4/1,Hebei,天然气,1245.331659
2013/4/1,Heilongjiang,原油,11865.99467
2013/4/1,Heilongjiang,天然气,2899.2
2013/4/1,Henan,原油,1401.92
2013/4/1,Henan,天然气,362.4
2013/4/1,Hubei,原油,237.248
2013/4/1,Hubei,天然气,181.2
2013/4/1,Hunan,原油,0
2013/4/1,Hunan,天然气,0
2013/4/1,InnerMongolia,原油,0
2013/4/1,InnerMongolia,天然气,0
2013/4/1,Jiangsu,原油,593.12
2013/4/1,Jiangsu,天然气,0
2013/4/1,Jiangxi,原油,0
2013/4/1,Jiangxi,天然气,0
2013/4/1,Jilin,原油,1894.389333
2013/4/1,Jilin,天然气,1812
2013/4/1,Liaoning,原油,2948.017438
2013/4/1,Liaoning,天然气,543.1505565
2013/4/1,Ningxia,原油,21.568
2013/4/1,Ningxia,天然气,0
2013/4/1,Qinghai,原油,607.4986667
2013/4/1,Qinghai,天然气,5073.6
2013/4/1,Shaanxi,原油,10640.21333
2013/4/1,Shaanxi,天然气,27451.8
2013/4/1,Shandong,原油,8476.561329
2013/4/1,Shandong,天然气,358.3685527
2013/4/1,Shanghai,原油,43.84677885
2013/4/1,Shanghai,天然气,564.8523702
2013/4/1,Shanxi,原油,0
2013/4/1,Shanxi,天然气,0
2013/4/1,Sichuan,原油,71.89333333
2013/4/1,Sichuan,天然气,15673.8
2013/4/1,Tianjin,原油,7370.418336
2013/4/1,Tianjin,天然气,1849.622114
2013/4/1,Tibet,原油,0
2013/4/1,Tibet,天然气,0
2013/4/1,Xinjiang,原油,7775.264
2013/4/1,Xinjiang,天然气,20294.4
2013/4/1,Yunnan,原油,0
2013/4/1,Yunnan,天然气,0
2013/4/1,Zhejiang,原油,0
2013/4/1,Zhejiang,天然气,0
2013/5/1,Anhui,原油,0
2013/5/1,Anhui,天然气,0
2013/5/1,Beijing,原油,0
2013/5/1,Beijing,天然气,0
2013/5/1,Chongqing,原油,0
2013/5/1,Chongqing,天然气,0
2013/5/1,Fujian,原油,0
2013/5/1,Fujian,天然气,0
2013/5/1,Gansu,原油,298.3573333
2013/5/1,Gansu,天然气,0
2013/5/1,Guangdong,原油,3333.399647
2013/5/1,Guangdong,天然气,5429.449755
2013/5/1,Guangxi,原油,7.189333333
2013/5/1,Guangxi,天然气,0
2013/5/1,Guizhou,原油,0
2013/5/1,Guizhou,天然气,0
2013/5/1,Hainan,原油,86.272
2013/5/1,Hainan,天然气,181.2
2013/5/1,Hebei,原油,1678.203165
2013/5/1,Hebei,天然气,1245.331659
2013/5/1,Heilongjiang,原油,12261.408
2013/5/1,Heilongjiang,天然气,2718
2013/5/1,Henan,原油,1452.245333
2013/5/1,Henan,天然气,362.4
2013/5/1,Hubei,原油,244.4373333
2013/5/1,Hubei,天然气,181.2
2013/5/1,Hunan,原油,0
2013/5/1,Hunan,天然气,0
2013/5/1,InnerMongolia,原油,0
2013/5/1,InnerMongolia,天然气,0
2013/5/1,Jiangsu,原油,618.2826667
2013/5/1,Jiangsu,天然气,0
2013/5/1,Jiangxi,原油,0
2013/5/1,Jiangxi,天然气,0
2013/5/1,Jilin,原油,1862.037333
2013/5/1,Jilin,天然气,1540.2
2013/5/1,Liaoning,原油,3059.195711
2013/5/1,Liaoning,天然气,543.1505565
2013/5/1,Ningxia,原油,21.568
2013/5/1,Ningxia,天然气,0
2013/5/1,Qinghai,原油,661.4186667
2013/5/1,Qinghai,天然气,4530
2013/5/1,Shaanxi,原油,11294.44267
2013/5/1,Shaanxi,天然气,26817.6
2013/5/1,Shandong,原油,8356.925345
2013/5/1,Shandong,天然气,358.3685527
2013/5/1,Shanghai,原油,102.3091506
2013/5/1,Shanghai,天然气,564.8523702
2013/5/1,Shanxi,原油,0
2013/5/1,Shanxi,天然气,0
2013/5/1,Sichuan,原油,68.29866667
2013/5/1,Sichuan,天然气,15764.4
2013/5/1,Tianjin,原油,7530.258733
2013/5/1,Tianjin,天然气,1972.930255
2013/5/1,Tibet,原油,0
2013/5/1,Tibet,天然气,0
2013/5/1,Xinjiang,原油,8177.866667
2013/5/1,Xinjiang,天然气,19116.6
2013/5/1,Yunnan,原油,0
2013/5/1,Yunnan,天然气,0
2013/5/1,Zhejiang,原油,0
2013/5/1,Zhejiang,天然气,0
2013/6/1,Anhui,原油,0
2013/6/1,Anhui,天然气,0
2013/6/1,Beijing,原油,0
2013/6/1,Beijing,天然气,0
2013/6/1,Chongqing,原油,0
2013/6/1,Chongqing,天然气,0
2013/6/1,Fujian,原油,0
2013/6/1,Fujian,天然气,0
2013/6/1,Gansu,原油,280.384
2013/6/1,Gansu,天然气,0
2013/6/1,Guangdong,原油,3235.271022
2013/6/1,Guangdong,天然气,5607.464501
2013/6/1,Guangxi,原油,7.189333333
2013/6/1,Guangxi,天然气,0
2013/6/1,Guizhou,原油,0
2013/6/1,Guizhou,天然气,0
2013/6/1,Hainan,原油,82.67733333
2013/6/1,Hainan,天然气,181.2
2013/6/1,Hebei,原油,1625.450217
2013/6/1,Hebei,天然气,1156.379397
2013/6/1,Heilongjiang,原油,11865.99467
2013/6/1,Heilongjiang,天然气,2355.6
2013/6/1,Henan,原油,1401.92
2013/6/1,Henan,天然气,362.4
2013/6/1,Hubei,原油,237.248
2013/6/1,Hubei,天然气,181.2
2013/6/1,Hunan,原油,0
2013/6/1,Hunan,天然气,0
2013/6/1,InnerMongolia,原油,0
2013/6/1,InnerMongolia,天然气,0
2013/6/1,Jiangsu,原油,596.7146667
2013/6/1,Jiangsu,天然气,0
2013/6/1,Jiangxi,原油,0
2013/6/1,Jiangxi,天然气,0
2013/6/1,Jilin,原油,1732.629333
2013/6/1,Jilin,天然气,1268.4
2013/6/1,Liaoning,原油,3037.677336
2013/6/1,Liaoning,天然气,543.1505565
2013/6/1,Ningxia,原油,17.97333333
2013/6/1,Ningxia,天然气,0
2013/6/1,Qinghai,原油,661.4186667
2013/6/1,Qinghai,天然气,4983
2013/6/1,Shaanxi,原油,12160.75733
2013/6/1,Shaanxi,天然气,26002.2
2013/6/1,Shandong,原油,8019.129626
2013/6/1,Shandong,天然气,358.3685527
2013/6/1,Shanghai,原油,95.00135417
2013/6/1,Shanghai,天然气,564.8523702
2013/6/1,Shanxi,原油,0
2013/6/1,Shanxi,天然气,0
2013/6/1,Sichuan,原油,64.704
2013/6/1,Sichuan,天然气,15673.8
2013/6/1,Tianjin,原油,7216.497953
2013/6/1,Tianjin,天然气,1726.313973
2013/6/1,Tibet,原油,0
2013/6/1,Tibet,天然气,0
2013/6/1,Xinjiang,原油,7868.725333
2013/6/1,Xinjiang,天然气,19932
2013/6/1,Yunnan,原油,0
2013/6/1,Yunnan,天然气,0
2013/6/1,Zhejiang,原油,0
2013/6/1,Zhejiang,天然气,0
2013/7/1,Anhui,原油,0
2013/7/1,Anhui,天然气,0
2013/7/1,Beijing,原油,0
2013/7/1,Beijing,天然气,0
2013/7/1,Chongqing,原油,0
2013/7/1,Chongqing,天然气,0
2013/7/1,Fujian,原油,0
2013/7/1,Fujian,天然气,0
2013/7/1,Gansu,原油,201.3013333
2013/7/1,Gansu,天然气,0
2013/7/1,Guangdong,原油,3125.248019
2013/7/1,Guangdong,天然气,5785.479247
2013/7/1,Guangxi,原油,7.189333333
2013/7/1,Guangxi,天然气,0
2013/7/1,Guizhou,原油,0
2013/7/1,Guizhou,天然气,0
2013/7/1,Hainan,原油,79.08266667
2013/7/1,Hainan,天然气,90.6
2013/7/1,Hebei,原油,1674.906106
2013/7/1,Hebei,天然气,1156.379397
2013/7/1,Heilongjiang,原油,12103.24267
2013/7/1,Heilongjiang,天然气,2265
2013/7/1,Henan,原油,1459.434667
2013/7/1,Henan,天然气,362.4
2013/7/1,Hubei,原油,244.4373333
2013/7/1,Hubei,天然气,181.2
2013/7/1,Hunan,原油,0
2013/7/1,Hunan,天然气,0
2013/7/1,InnerMongolia,原油,0
2013/7/1,InnerMongolia,天然气,0
2013/7/1,Jiangsu,原油,618.2826667
2013/7/1,Jiangsu,天然气,0
2013/7/1,Jiangxi,原油,0
2013/7/1,Jiangxi,天然气,0
2013/7/1,Jilin,原油,1944.714667
2013/7/1,Jilin,天然气,1268.4
2013/7/1,Liaoning,原油,3069.954899
2013/7/1,Liaoning,天然气,543.1505565
2013/7/1,Ningxia,原油,21.568
2013/7/1,Ningxia,天然气,0
2013/7/1,Qinghai,原油,686.5813333
2013/7/1,Qinghai,天然气,5164.2
2013/7/1,Shaanxi,原油,9856.576
2013/7/1,Shaanxi,天然气,24733.8
2013/7/1,Shandong,原油,8286.551237
2013/7/1,Shandong,天然气,358.3685527
2013/7/1,Shanghai,原油,0
2013/7/1,Shanghai,天然气,847.2785553
2013/7/1,Shanxi,原油,0
2013/7/1,Shanxi,天然气,0
2013/7/1,Sichuan,原油,68.29866667
2013/7/1,Sichuan,天然气,16126.8
2013/7/1,Tianjin,原油,7485.858623
2013/7/1,Tianjin,天然气,1849.622114
2013/7/1,Tibet,原油,0
2013/7/1,Tibet,天然气,0
2013/7/1,Xinjiang,原油,8192.245333
2013/7/1,Xinjiang,天然气,21472.2
2013/7/1,Yunnan,原油,0
2013/7/1,Yunnan,天然气,0
2013/7/1,Zhejiang,原油,0
2013/7/1,Zhejiang,天然气,0
2013/8/1,Anhui,原油,0
2013/8/1,Anhui,天然气,0
2013/8/1,Beijing,原油,0
2013/8/1,Beijing,天然气,0
2013/8/1,Chongqing,原油,0
2013/8/1,Chongqing,天然气,0
2013/8/1,Fujian,原油,0
2013/8/1,Fujian,天然气,0
2013/8/1,Gansu,原油,183.328
2013/8/1,Gansu,天然气,0
2013/8/1,Guangdong,原油,2691.103194
2013/8/1,Guangdong,天然气,5607.464501
2013/8/1,Guangxi,原油,7.189333333
2013/8/1,Guangxi,天然气,0
2013/8/1,Guizhou,原油,0
2013/8/1,Guizhou,天然气,0
2013/8/1,Hainan,原油,79.08266667
2013/8/1,Hainan,天然气,181.2
2013/8/1,Hebei,原油,1681.500225
2013/8/1,Hebei,天然气,1156.379397
2013/8/1,Heilongjiang,原油,12103.24267
2013/8/1,Heilongjiang,天然气,1993.2
2013/8/1,Henan,原油,1463.029333
2013/8/1,Henan,天然气,362.4
2013/8/1,Hubei,原油,244.4373333
2013/8/1,Hubei,天然气,181.2
2013/8/1,Hunan,原油,0
2013/8/1,Hunan,天然气,0
2013/8/1,InnerMongolia,原油,0
2013/8/1,InnerMongolia,天然气,0
2013/8/1,Jiangsu,原油,618.2826667
2013/8/1,Jiangsu,天然气,90.6
2013/8/1,Jiangxi,原油,0
2013/8/1,Jiangxi,天然气,0
2013/8/1,Jilin,原油,1883.605333
2013/8/1,Jilin,天然气,1359
2013/8/1,Liaoning,原油,3026.918148
2013/8/1,Liaoning,天然气,543.1505565
2013/8/1,Ningxia,原油,25.16266667
2013/8/1,Ningxia,天然气,0
2013/8/1,Qinghai,原油,697.3653333
2013/8/1,Qinghai,天然气,4892.4
2013/8/1,Shaanxi,原油,10848.704
2013/8/1,Shaanxi,天然气,25549.2
2013/8/1,Shandong,原油,8272.476415
2013/8/1,Shandong,天然气,358.3685527
2013/8/1,Shanghai,原油,29.2311859
2013/8/1,Shanghai,天然气,564.8523702
2013/8/1,Shanxi,原油,0
2013/8/1,Shanxi,天然气,0
2013/8/1,Sichuan,原油,64.704
2013/8/1,Sichuan,天然气,16398.6
2013/8/1,Tianjin,原油,7565.778822
2013/8/1,Tianjin,天然气,1972.930255
2013/8/1,Tibet,原油,0
2013/8/1,Tibet,天然气,0
2013/8/1,Xinjiang,原油,8217.408
2013/8/1,Xinjiang,天然气,20113.2
2013/8/1,Yunnan,原油,0
2013/8/1,Yunnan,天然气,0
2013/8/1,Zhejiang,原油,0
2013/8/1,Zhejiang,天然气,0
2013/9/1,Anhui,原油,0
2013/9/1,Anhui,天然气,0
2013/9/1,Beijing,原油,0
2013/9/1,Beijing,天然气,0
2013/9/1,Chongqing,原油,0
2013/9/1,Chongqing,天然气,0
2013/9/1,Fujian,原油,0
2013/9/1,Fujian,天然气,0
2013/9/1,Gansu,原油,179.7333333
2013/9/1,Gansu,天然气,0
2013/9/1,Guangdong,原油,2955.753121
2013/9/1,Guangdong,天然气,5607.464501
2013/9/1,Guangxi,原油,7.189333333
2013/9/1,Guangxi,天然气,0
2013/9/1,Guizhou,原油,0
2013/9/1,Guizhou,天然气,0
2013/9/1,Hainan,原油,75.488
2013/9/1,Hainan,天然气,90.6
2013/9/1,Hebei,原油,1625.450217
2013/9/1,Hebei,天然气,1156.379397
2013/9/1,Heilongjiang,原油,11715.01867
2013/9/1,Heilongjiang,天然气,2536.8
2013/9/1,Henan,原油,1409.109333
2013/9/1,Henan,天然气,362.4
2013/9/1,Hubei,原油,237.248
2013/9/1,Hubei,天然气,90.6
2013/9/1,Hunan,原油,0
2013/9/1,Hunan,天然气,0
2013/9/1,InnerMongolia,原油,0
2013/9/1,InnerMongolia,天然气,0
2013/9/1,Jiangsu,原油,600.3093333
2013/9/1,Jiangsu,天然气,90.6
2013/9/1,Jiangxi,原油,0
2013/9/1,Jiangxi,天然气,0
2013/9/1,Jilin,原油,1700.277333
2013/9/1,Jilin,天然气,1449.6
2013/9/1,Liaoning,原油,2955.19023
2013/9/1,Liaoning,天然气,543.1505565
2013/9/1,Ningxia,原油,25.16266667
2013/9/1,Ningxia,天然气,0
2013/9/1,Qinghai,原油,639.8506667
2013/9/1,Qinghai,天然气,4348.8
2013/9/1,Shaanxi,原油,10881.056
2013/9/1,Shaanxi,天然气,25096.2
2013/9/1,Shandong,原油,7983.942572
2013/9/1,Shandong,天然气,358.3685527
2013/9/1,Shanghai,原油,65.77016827
2013/9/1,Shanghai,天然气,564.8523702
2013/9/1,Shanxi,原油,0
2013/9/1,Shanxi,天然气,0
2013/9/1,Sichuan,原油,61.10933333
2013/9/1,Sichuan,天然气,15402
2013/9/1,Tianjin,原油,7151.377791
2013/9/1,Tianjin,天然气,1603.005832
2013/9/1,Tibet,原油,0
2013/9/1,Tibet,天然气,0
2013/9/1,Xinjiang,原油,7958.592
2013/9/1,Xinjiang,天然气,18482.4
2013/9/1,Yunnan,原油,0
2013/9/1,Yunnan,天然气,0
2013/9/1,Zhejiang,原油,0
2013/9/1,Zhejiang,天然气,0
2013/10/1,Anhui,原油,0
2013/10/1,Anhui,天然气,0
2013/10/1,Beijing,原油,0
2013/10/1,Beijing,天然气,0
2013/10/1,Chongqing,原油,0
2013/10/1,Chongqing,天然气,0
2013/10/1,Fujian,原油,0
2013/10/1,Fujian,天然气,0
2013/10/1,Gansu,原油,194.112
2013/10/1,Gansu,天然气,0
2013/10/1,Guangdong,原油,3737.808525
2013/10/1,Guangdong,天然气,5429.449755
2013/10/1,Guangxi,原油,7.189333333
2013/10/1,Guangxi,天然气,0
2013/10/1,Guizhou,原油,0
2013/10/1,Guizhou,天然气,0
2013/10/1,Hainan,原油,75.488
2013/10/1,Hainan,天然气,90.6
2013/10/1,Hebei,原油,1595.776684
2013/10/1,Hebei,天然气,1156.379397
2013/10/1,Heilongjiang,原油,12106.83733
2013/10/1,Heilongjiang,天然气,2718
2013/10/1,Henan,原油,1455.84
2013/10/1,Henan,天然气,362.4
2013/10/1,Hubei,原油,244.4373333
2013/10/1,Hubei,天然气,90.6
2013/10/1,Hunan,原油,0
2013/10/1,Hunan,天然气,0
2013/10/1,InnerMongolia,原油,0
2013/10/1,InnerMongolia,天然气,0
2013/10/1,Jiangsu,原油,621.8773333
2013/10/1,Jiangsu,天然气,90.6
2013/10/1,Jiangxi,原油,0
2013/10/1,Jiangxi,天然气,0
2013/10/1,Jilin,原油,1854.848
2013/10/1,Jilin,天然气,1721.4
2013/10/1,Liaoning,原油,3001.813377
2013/10/1,Liaoning,天然气,543.1505565
2013/10/1,Ningxia,原油,25.16266667
2013/10/1,Ningxia,天然气,0
2013/10/1,Qinghai,原油,650.6346667
2013/10/1,Qinghai,天然气,4801.8
2013/10/1,Shaanxi,原油,11603.584
2013/10/1,Shaanxi,天然气,25911.6
2013/10/1,Shandong,原油,9162.708884
2013/10/1,Shandong,天然气,358.3685527
2013/10/1,Shanghai,原油,51.15457532
2013/10/1,Shanghai,天然气,564.8523702
2013/10/1,Shanxi,原油,0
2013/10/1,Shanxi,天然气,0
2013/10/1,Sichuan,原油,61.10933333
2013/10/1,Sichuan,天然气,15945.6
2013/10/1,Tianjin,原油,7550.978785
2013/10/1,Tianjin,天然气,1849.622114
2013/10/1,Tibet,原油,0
2013/10/1,Tibet,天然气,0
2013/10/1,Xinjiang,原油,8228.192
2013/10/1,Xinjiang,天然气,22650
2013/10/1,Yunnan,原油,0
2013/10/1,Yunnan,天然气,0
2013/10/1,Zhejiang,原油,0
2013/10/1,Zhejiang,天然气,0
2013/11/1,Anhui,原油,0
2013/11/1,Anhui,天然气,0
2013/11/1,Beijing,原油,0
2013/11/1,Beijing,天然气,0
2013/11/1,Chongqing,原油,0
2013/11/1,Chongqing,天然气,0
2013/11/1,Fujian,原油,0
2013/11/1,Fujian,天然气,0
2013/11/1,Gansu,原油,251.6266667
2013/11/1,Gansu,天然气,0
2013/11/1,Guangdong,原油,2946.832337
2013/11/1,Guangdong,天然气,5340.442382
2013/11/1,Guangxi,原油,7.189333333
2013/11/1,Guangxi,天然气,0
2013/11/1,Guizhou,原油,0
2013/11/1,Guizhou,天然气,0
2013/11/1,Hainan,原油,68.29866667
2013/11/1,Hainan,天然气,90.6
2013/11/1,Hebei,原油,1556.211973
2013/11/1,Hebei,天然气,1156.379397
2013/11/1,Heilongjiang,原油,11718.61333
2013/11/1,Heilongjiang,天然气,2627.4
2013/11/1,Henan,原油,1405.514667
2013/11/1,Henan,天然气,362.4
2013/11/1,Hubei,原油,237.248
2013/11/1,Hubei,天然气,90.6
2013/11/1,Hunan,原油,0
2013/11/1,Hunan,天然气,0
2013/11/1,InnerMongolia,原油,0
2013/11/1,InnerMongolia,天然气,0
2013/11/1,Jiangsu,原油,600.3093333
2013/11/1,Jiangsu,天然气,90.6
2013/11/1,Jiangxi,原油,0
2013/11/1,Jiangxi,天然气,0
2013/11/1,Jilin,原油,1865.632
2013/11/1,Jilin,天然气,2174.4
2013/11/1,Liaoning,原油,2858.35754
2013/11/1,Liaoning,天然气,543.1505565
2013/11/1,Ningxia,原油,21.568
2013/11/1,Ningxia,天然气,0
2013/11/1,Qinghai,原油,632.6613333
2013/11/1,Qinghai,天然气,5254.8
2013/11/1,Shaanxi,原油,11675.47733
2013/11/1,Shaanxi,天然气,29988.6
2013/11/1,Shandong,原油,7983.942572
2013/11/1,Shandong,天然气,358.3685527
2013/11/1,Shanghai,原油,65.77016827
2013/11/1,Shanghai,天然气,847.2785553
2013/11/1,Shanxi,原油,0
2013/11/1,Shanxi,天然气,0
2013/11/1,Sichuan,原油,68.29866667
2013/11/1,Sichuan,天然气,16217.4
2013/11/1,Tianjin,原油,7616.098947
2013/11/1,Tianjin,天然气,2342.854678
2013/11/1,Tibet,原油,0
2013/11/1,Tibet,天然气,0
2013/11/1,Xinjiang,原油,8005.322667
2013/11/1,Xinjiang,天然气,24280.8
2013/11/1,Yunnan,原油,0
2013/11/1,Yunnan,天然气,0
2013/11/1,Zhejiang,原油,0
2013/11/1,Zhejiang,天然气,0
2013/12/1,Anhui,原油,0
2013/12/1,Anhui,天然气,0
2013/12/1,Beijing,原油,0
2013/12/1,Beijing,天然气,0
2013/12/1,Chongqing,原油,0
2013/12/1,Chongqing,天然气,0
