date,province,value,sector,department
2013-01-01,Anhui,9.734552505269322,固体废弃物,固体废弃物
2013-01-01,Beijing,18.358050457345904,固体废弃物,固体废弃物
2013-01-01,Chongqing,8.262471103921706,固体废弃物,固体废弃物
2013-01-01,Fujian,9.866468958336304,固体废弃物,固体废弃物
2013-01-01,Gansu,4.150567278892059,固体废弃物,固体废弃物
2013-01-01,Guangdong,42.85120133371221,固体废弃物,固体废弃物
2013-01-01,Guangxi,7.129991624874709,固体废弃物,固体废弃物
2013-01-01,Guizhou,6.843520143016294,固体废弃物,固体废弃物
2013-01-01,Hainan,2.5346979367655598,固体废弃物,固体废弃物
2013-01-01,Hebei,11.856736536559518,固体废弃物,固体废弃物
2013-01-01,Heilongjiang,10.45449323506533,固体废弃物,固体废弃物
2013-01-01,Henan,19.147576688333224,固体废弃物,固体废弃物
2013-01-01,Hubei,14.147439429446203,固体废弃物,固体废弃物
2013-01-01,Hunan,17.07357206647285,固体废弃物,固体废弃物
2013-01-01,Inner Mongolia,8.997954369345111,固体废弃物,固体废弃物
2013-01-01,Jiangsu,26.141520510073764,固体废弃物,固体废弃物
2013-01-01,Jiangxi,10.230662554993646,固体废弃物,固体废弃物
2013-01-01,Jilin,6.802164350919472,固体废弃物,固体废弃物
2013-01-01,Liaoning,20.729488677413475,固体废弃物,固体废弃物
2013-01-01,Ningxia,2.7591556249815423,固体废弃物,固体废弃物
2013-01-01,Qinghai,3.065565555827245,固体废弃物,固体废弃物
2013-01-01,Shaanxi,10.480374617604134,固体废弃物,固体废弃物
2013-01-01,Shandong,28.87066226676385,固体废弃物,固体废弃物
2013-01-01,Shanghai,12.127995976275209,固体废弃物,固体废弃物
2013-01-01,Shanxi,6.083733428611671,固体废弃物,固体废弃物
2013-01-01,Sichuan,18.73995159791217,固体废弃物,固体废弃物
2013-01-01,Tianjin,4.603190617226191,固体废弃物,固体废弃物
2013-01-01,Tibet,0.850886481476118,固体废弃物,固体废弃物
2013-01-01,Xinjiang,6.753549953274427,固体废弃物,固体废弃物
2013-01-01,Yunnan,5.279381447115034,固体废弃物,固体废弃物
2013-01-01,Zhejiang,20.179177495490613,固体废弃物,固体废弃物
2013-02-01,Anhui,8.792499037017453,固体废弃物,固体废弃物
2013-02-01,Beijing,16.581464929215656,固体废弃物,固体废弃物
2013-02-01,Chongqing,7.462877126122831,固体废弃物,固体废弃物
2013-02-01,Fujian,8.911649381723112,固体废弃物,固体废弃物
2013-02-01,Gansu,3.7488994777089566,固体废弃物,固体废弃物
2013-02-01,Guangdong,38.70431088206264,固体废弃物,固体废弃物
2013-02-01,Guangxi,6.439992435370705,固体废弃物,固体废弃物
2013-02-01,Guizhou,6.181244000143751,固体废弃物,固体废弃物
2013-02-01,Hainan,2.289404588046312,固体废弃物,固体废弃物
2013-02-01,Hebei,10.709310420118271,固体废弃物,固体废弃物
2013-02-01,Heilongjiang,9.442768083284816,固体废弃物,固体废弃物
2013-02-01,Henan,17.29458539591388,固体废弃物,固体废弃物
2013-02-01,Hubei,12.778332387886897,固体废弃物,固体废弃物
2013-02-01,Hunan,15.421290898749673,固体废弃物,固体废弃物
2013-02-01,Inner Mongolia,8.12718459166655,固体废弃物,固体废弃物
2013-02-01,Jiangsu,23.611695944582745,固体废弃物,固体废弃物
2013-02-01,Jiangxi,9.240598436768453,固体废弃物,固体废弃物
2013-02-01,Jilin,6.143890381475653,固体废弃物,固体废弃物
2013-02-01,Liaoning,18.723409127986365,固体废弃物,固体废弃物
