中文,2000-01-01,2000-02-01,2000-03-01,2000-04-01,2000-05-01,2000-06-01,2000-07-01,2000-08-01,2000-09-01,2000-10-01,2000-11-01,2000-12-01,2001-01-01,2001-02-01,2001-03-01,2001-04-01,2001-05-01,2001-06-01,2001-07-01,2001-08-01,2001-09-01,2001-10-01,2001-11-01,2001-12-01,2002-01-01,2002-02-01,2002-03-01,2002-04-01,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01
上海,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
云南,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内蒙古,5680917.754788517,4328318.281736596,5610532.313176075,5005408.7538136,5138779.483423066,4918796.853122551,4978945.470705319,4984006.178232002,5238464.878558047,5136881.718100559,5312583.157542595,5477214.299270012,4760779.075538184,4139807.890611388,5117269.739009894,5062584.857810914,5667704.444848814,6220330.530262193,5265586.292935727,5423664.446784147,6095123.070030646,6870473.006738963,7386542.896523877,10008926.990013065,3604363.05608167,3134228.743539897,6479212.1445356915,6377910.643298235,6731519.620085815,6973667.063063451,6710701.5141284615,7502984.838457591,7693435.645110507,7971143.202091851,9247322.97972635,10887371.374883395,7453275.733416756,6481109.3315883465,8030509.666927175,8142668.457874446,8661925.808858573,9200905.576012826,9896568.982740842,9507001.459299652,10974428.90888687,11543390.732946211,12857023.179671451,12999462.852011237,9788162.102806142,8898329.177574132,13401879.82841175,13209636.074834276,12046113.128959425,14953376.567128183,13334245.886090972,14319669.43745985,14763124.976800216,16601294.00712078,17992919.645064242,20890521.091472887,14193893.483213782,13517993.790897707,16329064.899075583,16706978.267507154,17184001.757601723,18708405.076124854,16929104.46982724,17561715.909708343,19409646.539951492,22288621.259977244,22085619.82485243,21553214.196421552,19993155.90624831,18175596.264528006,21782512.186439864,20752141.746660087,20175932.13387455,21922561.262880243,23546273.919391327,24081468.576371513,27004968.145023756,28732671.723159127,30326302.714602645,36932714.48261939,27047614.340904538,23519664.637669083,30056264.986131907,31132630.78984081,30119217.344816342,31571703.570032254,32239277.474942215,29081798.332635317,31306845.46601023,29910339.028105482,29773078.980214417,34463926.17566723,32764040.457819268,29914993.42878505,35363786.315469764,34304553.11570664,38028503.87801099,41102909.81281342,39392040.01413639,40043676.61305029,43794421.97106052,43479759.78580081,43856278.639957726,32020139.517496392,42096374.618853405,38269431.442460984,49055725.11300981,46734556.102846146,49998317.154514275,58048558.26211108,53707008.44436821,56226715.94593698,58212902.705695935,60534569.75667199,61678967.93535155,39907910.68759635,66679195.74923668,50803196.671812795,65853053.769762225,58750477.38882547,60315902.79554818,57733878.99228576,58439867.2883611,58499266.82948577,61485950.0066599,60293627.96762642,62355905.786048084,64288247.10825957,82703545.59798242,63012225.106488876,81678865.10953104,72869396.98407482,74811025.55428165,71608489.57662427,72484141.03852388,72557815.48229457,76262258.6081398,74783397.63786763,77341282.23253143,79738003.98144683,86678847.28006674,66041026.38274048,85604913.59406637,76372001.79150802,78406958.395783,75050486.4947397,75968227.79334751,76045443.53801565,79927947.6996107,78378002.49153246,81058836.6267295,83570761.32046501,88739453.30908196,67611011.92589067,87639989.12403163,78187584.3964665,80270917.78445671,76834652.87217087,77774211.52659649,77853262.91206963,81828065.38789132,80241273.51490429,82985838.80430011,85557479.18797342,90800059.33809713,69180997.46904083,89675064.65399687,80003167.00142495,82134877.17313041,78618819.24960198,79580195.25984545,79661082.28612359,83728183.07617192,82104544.5382761,84912840.98187067,87544197.0554818,83340695.86589395,63497672.92880424,77956336.19810241,75266716.59494235,74182621.19782536,75774476.17573194,73948728.28327206,72875636.59986374,79545007.69913629,78150279.26693171,74252196.50323279,74389118.87945306,69557742.85301755,62601968.68665954,72946543.66640346,67455643.70994842,64984365.198934376,66327083.22910243,66234447.63800033,67517400.77068315,68014445.50143528,64698489.77263006,77205290.65303808,81020283.27584495,68238563.86700487,68238563.86700487,84735667.73617642,78610761.82556564,79071947.61782661,79091869.25032169,73187097.37878148,74286771.49250962,74915298.99772923,69755596.18150482,73586526.11030774,86511681.27311234,77472010.64939597,59864735.526776284,81675704.9849329,76895509.26773968,78057936.5238273,71223820.49639185,67498475.21981284,78312933.41976425,79331924.92188734,84006535.98685667,87191008.94119439,88133302.15821144,80826507.07430288,62456846.401649214,83558299.25571747,83389961.46113409,91754058.86419131,87908187.71101709,87856391.46652989,85830361.44178078,83479608.80736193,86793572.37291765,90194195.03982694,89042724.6816116,60248533.48512295,70289955.60210495,88712025.58219337,84941856.63250044,83562283.5822165,83188752.97293384,79767212.59190473,79797095.04064734,76502057.02596195,85141072.95745118,92099699.18798085,97413794.65604208,90335450.25945216,76785132.57848184,85381128.62901685,80485387.44335218,79577957.08320151,77167439.55129744,75933294.41822755,81264323.2739096,81729493.3926696,93407554.36128253,97150829.1071071,106462200.13530512,107342924.82124747,81785085.43399578,106012967.32254118,94578946.35199293,97099032.8626199,92942384.24252252,94078913.37636654,94174537.21234292,98982623.21502924,97063173.92412877,100383113.979433,103493876.89353895
北京,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吉林,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四川,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
天津,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74000000536,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,13.39999999464,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,14.618181822482706,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844,13.289256192108844
宁夏,1694707.2631495723,1291205.5315532645,1518394.1939797183,1609243.4676522182,1661128.4972829572,1659715.2863591628,1669002.1010012405,1578354.7146035682,1587843.4165204738,1588247.1910701296,1566443.3653887291,1448944.9714389627,1388978.5583207062,1207807.441679294,1723106.0,2078340.0000000002,1884575.9999999998,1900522.0000000005,1923302.0,1479762.0,1621668.0,1613494.0,2137970.0,1824677.9999999998,1884822.1862923584,1638975.8137076423,2082494.0000000002,2114520.0,1926652.0,2030636.0000000002,1214174.0,1700460.0,2080216.0000000002,1989766.0000000002,2153916.0,1448272.0,2044727.8142201921,1778024.1857798083,2353040.0,2478732.0,2217164.0,2377830.0,2330394.0,2416288.0,2522014.0,2426874.0000000005,2335084.0,2217834.0,2351100.191331136,2137363.808668864,2546804.0,2848974.0,2760936.0,2650788.0,2523086.0,2640336.0,2550288.0,3023576.0,3156236.0,2555648.0,2559573.2197559644,2437688.7802440366,2729714.0,2724890.0,2707738.0,2881134.0,2992622.0,3329900.0,3014464.0,3030142.0,3140022.0,3151144.0,3080168.6677867286,2800153.332213272,3415124.0,3215126.3200000003,3590262.0,3709254.0,2973326.0,3547918.0,3879166.0,3905028.0000000005,4111790.0000000005,4278754.0,3595833.9074457665,3126812.0925542344,3968276.0000000005,3845934.0,4512986.0,4708626.0,4030184.0000000005,4724572.0,4409136.0,3877826.0,4648594.000000001,4498782.0,4069150.593032126,3715311.406967874,4351918.0,4610806.0,4529200.0,4571544.000000001,4086464.0000000005,4016650.0000000005,4971400.0,5898948.0,6348652.0,5650110.0,5270390.181916506,4791263.798083494,4370678.0,6833062.0,6483456.0,6348220.332400001,5985454.138800001,5998644.0,7099453.999999999,7592172.0,7148766.0,5749404.0,7838689.238213509,5972334.647163798,7023171.781063065,7443385.489543105,7683374.2074972605,7676837.549809794,7719792.728898864,7300512.82865989,7344401.81599003,7346269.432472162,7245418.142436952,6701941.746136102,8713165.778654577,6638602.486325949,7806669.987891721,8273762.328611208,8540523.954311004,8533258.07345537,8581005.290506694,8114950.932766582,8163736.132797284,8165812.098756039,8053709.93698336,7449603.842986155,8983331.740956642,6844443.219145803,8048728.564904022,8530303.867949735,8805336.874355843,8797845.702975132,8847073.400619805,8366568.264914191,8416866.129898967,8419006.46457917,8303428.391848198,7680590.999909077,9046886.245925326,6892865.699036629,8105671.019476596,8590653.330175236,8867632.11650757,8860087.947230035,8909663.916768119,8425759.344537696,8476413.052544001,8478568.529480439,8362172.774912765,7734928.986409191,9110440.75089401,6941288.178927453,8162613.4740491705,8651002.792400736,8929927.358659295,8922330.191484941,8972254.432916434,8484950.424161203,8535959.975189034,8538130.594381707,8420917.157977333,7789266.972909306,8486871.89835808,6466188.10164192,8293260.000000001,7706474.0,8083034.100000001,8718940.48,8737687.08,8882318.64,7833753.900000001,8821186.5,9291408.58,8530180.040000001,6464442.0994451605,5817997.90055484,8008242.000000001,7749220.0,8089580.000000001,8210180.000000001,7940840.000000001,7797460.0,8033300.000000001,7644700.0,7524100.0,6809880.0,7217240.0,7217240.0,8668460.0,8261100.000000001,8982020.0,8446020.0,8786380.0,8145860.000000001,8152560.000000001,8384380.000000001,8186060.000000001,8310680.000000001,9268814.35728912,7162265.64271088,8569300.0,8463440.0,8078860.000000001,8521060.0,8048040.000000001,8123080.000000001,7738500.0,7959600.000000001,8822560.0,8621560.0,8881038.972744241,6862621.027255762,8234300.000000001,8019900.000000001,8072160.000000001,8365620.000000001,8214200.000000001,8338820.000000001,8373660.000000001,7936820.000000001,7963620.000000001,6785760.0,7184667.69949236,8382112.30050764,9867760.0,8896260.0,9220540.0,9022220.0,8967280.0,9201780.0,9619860.0,9952180.0,9453700.0,9463080.0,9830529.738085682,8355950.261914321,9204460.0,9298260.0,9512660.0,9140140.0,9535440.0,10138440.0,9308980.0,10095560.0,10506940.0,9866420.0,11248394.603164801,8570205.3968352,10078140.0,10681140.0,11025520.0,11016140.0,11077780.0,10476120.0,10539100.0,10541780.0,10397060.0,9617180.0
