year,province,ratio,ent,enpt
2010,上海,0.0,17874516120.957176,0.0
2010,云南,0.02699724814414392,17874516120.957176,482562747.1739817
2010,内蒙古,0.08430802192669425,17874516120.957176,1506965097.0547073
2010,北京,0.0005490824728937817,17874516120.957176,9814583.513474934
2010,吉林,0.013834597212317824,17874516120.957176,247286730.89852414
2010,四川,0.060198105334416795,17874516120.957176,1076012004.2511113
2010,天津,1.3478963582581568e-08,17874516120.957176,240.92995185064893
2010,宁夏,0.030088131070402764,17874516120.957176,537810783.8673867
2010,安徽,0.031915540838143006,17874516120.957176,570474849.2204542
2010,山东,0.027656345294817825,17874516120.957176,494343789.8189794
2010,山西,0.3055549092944179,17874516120.957176,5461646152.02068
2010,广东,8.76132633218255e-06,17874516120.957176,156604.4687655636
2010,广西,0.0018058432778160127,17874516120.957176,32278574.781244468
2010,新疆,0.017099554303325496,17874516120.957176,305646259.05597425
2010,江苏,0.004280465747068057,17874516120.957176,76511254.00117299
2010,江西,0.010242989066338715,17874516120.957176,183088473.19305944
2010,河北,0.028369524927713233,17874516120.957176,507091530.66430664
2010,河南,0.05518748445049142,17874516120.957176,986449580.4853823
2010,浙江,1.6538591181337096e-05,17874516120.957176,295619.3146887301
2010,海南,1.6174756305567788e-06,17874516120.957176,28911.594233642514
2010,湖北,0.003869713061010751,17874516120.957176,69169248.4925152
2010,湖南,0.028041308478382435,17874516120.957176,501224820.44957995
2010,甘肃,0.007092123039491865,17874516120.957176,126768267.60120915
2010,福建,0.005899229467262335,17874516120.957176,105445872.21380623
2010,西藏,0.0,17874516120.957176,0.0
2010,贵州,0.07478445219917294,17874516120.957176,1336735896.4310682
2010,辽宁,0.018178037277278788,17874516120.957176,324923620.3600802
2010,重庆,0.020303859169579965,17874516120.957176,362921658.0443013
2010,陕西,0.11636638163524152,17874516120.957176,2079992764.4765797
2010,青海,0.00167275120960661,17874516120.957176,29899618.462463968
2010,黑龙江,0.02567737022986403,17874516120.957176,458970568.1174905
2011,上海,0.0,18944227149.243828,0.0
2011,云南,0.021270614423631217,18944227149.243828,402955351.24525183
2011,内蒙古,0.09430175235740325,18944227149.243828,1786473817.2303867
2011,北京,0.0004172845379797371,18944227149.243828,7905133.073355403
2011,吉林,0.014530819281670923,18944227149.243828,275275141.136586
2011,四川,0.06711233576261251,18944227149.243828,1271391333.2032514
2011,天津,1.2155521266698004e-08,18944227149.243828,230.27695599379106
2011,宁夏,0.030160937006560116,18944227149.243828,571375641.686309
2011,安徽,0.028941350216818467,18944227149.243828,548271512.5132262
2011,山东,0.027229228043884737,18944227149.243828,515836681.1619126
2011,山西,0.3244488634127498,18944227149.243828,6146432966.805118
2011,广东,7.90108882651414e-06,18944227149.243828,149680.02145583622
2011,广西,0.001867321592145142,18944227149.243828,35374964.40228521
2011,新疆,0.016970632233296933,18944227149.243828,321495511.89385617
2011,江苏,0.003880619727693194,18944227149.243828,73515341.6012566
2011,江西,0.008500461844983246,18944227149.243828,161034680.06484288
2011,河北,0.02629436281180235,18944227149.243828,498126381.8514133
2011,河南,0.04528835206235833,18944227149.243828,857952828.6842414
2011,浙江,1.4438328166359216e-05,18944227149.243828,273522.9684388341
2011,海南,1.4586625525872257e-06,18944227149.243828,27633.234730308224
2011,湖北,0.0033258080931239343,18944227149.243828,63004863.97093328
2011,湖南,0.02761722650675367,18944227149.243828,523187012.1760591
2011,甘肃,0.007048118494303491,18944227149.243828,133521157.73087172
2011,福建,0.00624154890277932,18944227149.243828,118241320.177365
2011,西藏,0.0,18944227149.243828,0.0
2011,贵州,0.07126452518661602,18944227149.243828,1350051352.8182619
2011,辽宁,0.01811876554024473,18944227149.243828,343246010.05828774
2011,重庆,0.017872304700161764,18944227149.243828,338576999.92036253
2011,陕西,0.11269386063632356,18944227149.243828,2134898094.219741
2011,青海,0.002101911781182145,18944227149.243828,39819094.23038625
2011,黑龙江,0.022477184607854642,18944227149.243828,425812890.8866854
2012,上海,0.0,19175107813.69941,0.0
2012,云南,0.019921912559206608,19175107813.69941,382004821.17787904
2012,内蒙古,0.09654956470142796,19175107813.69941,1851348312.515628
2012,北京,0.00041280780715384014,19175107813.69941,7915634.208511719
2012,吉林,0.012704484800696586,19175107813.69941,243609865.7708625
2012,四川,0.06227385567606604,19175107813.69941,1194107896.5633233
2012,天津,1.1874494920360859e-08,19175107813.69941,227.69472033114545
2012,宁夏,0.03037720757757982,19175107813.69941,582486230.3792198
2012,安徽,0.029167704192950568,19175107813.69941,559293872.5779195
2012,山东,0.026961669825955083,19175107813.69941,516992925.7500549
2012,山西,0.33076617369995404,19175107813.69941,6342477041.8214445
2012,广东,7.718421701321928e-06,19175107813.69941,148001.5682744452
2012,广西,0.0018335147764376102,19175107813.69941,35157843.516202144
2012,新疆,0.019084264017831237,19175107813.69941,365942820.08701825
2012,江苏,0.003791591217294578,19175107813.69941,72704170.37709932
2012,江西,0.008338619463859652,19175107813.69941,159893927.2369212
2012,河北,0.023978875234427786,19175107813.69941,459797517.8713995
2012,河南,0.04097461371046283,19175107813.69941,785692635.5228107
2012,浙江,1.3728103582920432e-05,19175107813.69941,263237.86628013244
2012,海南,1.4249393910132791e-06,19175107813.69941,27323.366450666806
2012,湖北,0.003183497241129454,19175107813.69941,61043902.82327191
2012,湖南,0.025123703254018658,19175107813.69941,481749718.5751984
2012,甘肃,0.0069660006513041495,19175107813.69941,133573813.51905738
2012,福建,0.005621920591201281,19175107813.69941,107800933.4563413
2012,西藏,0.0,19175107813.69941,0.0
2012,贵州,0.07437478672753287,19175107813.69941,1426144554.1213427
2012,辽宁,0.016724681609625137,19175107813.69941,320697573.0143578
2012,重庆,0.017646319034790477,19175107813.69941,338370070.0070435
2012,陕西,0.12051850438906804,19175107813.69941,2310955315.2061853
2012,青海,0.001774295115745989,19175107813.69941,34022300.13774961
2012,黑龙江,0.020906548785109457,19175107813.69941,400885326.96684027
2013,上海,0.0,18266219310.154087,0.0
2013,云南,0.01829910374834545,18266219310.154087,334255442.24654067
2013,内蒙古,0.10032342598137009,18266219310.154087,1832529700.9217167
2013,北京,0.0004129216361129434,18266219310.154087,7542517.163146666
2013,吉林,0.010711796636934242,18266219310.154087,195664026.57601187
2013,四川,0.05588173773344512,18266219310.154087,1020748076.8716215
2013,天津,1.2052123098504137e-08,18266219310.154087,220.14672367025037
2013,宁夏,0.031049738967452972,18266219310.154087,567161341.5025333
2013,安徽,0.030631856422136724,18266219310.154087,559528207.2839013
2013,山东,0.026437097257291157,18266219310.154087,482905816.4255534
2013,山西,0.3367220469118817,18266219310.154087,6150638755.456424
2013,广东,7.833880017161243e-06,18266219310.154087,143095.37044290092
2013,广西,0.0017666467350631154,18266219310.154087,32269956.70623055
2013,新疆,0.021241061243342036,18266219310.154087,387993883.05129987
2013,江苏,0.0037861413778057895,18266219310.154087,69158488.74624951
2013,江西,0.008283453589123572,18266219310.154087,151307379.90441418
2013,河北,0.0221925468425589,18266219310.154087,405373927.6770485
2013,河南,0.03760435464257109,18266219310.154087,686889388.9180146
2013,浙江,1.3933459519754018e-05,18266219310.154087,254511.62733698115
2013,海南,1.4462547723989985e-06,18266219310.154087,26417.60685099709
2013,湖北,0.0028003726724548585,18266219310.154087,51152221.38522274
2013,湖南,0.021878545247443204,18266219310.154087,399638305.676927
