date,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,江苏,江西,河北,河南,浙江,海南,湖北,湖南,甘肃,福建,西藏,贵州,辽宁,重庆,陕西,青海,黑龙江
2010-11-01,0.0,48786293.288323656,129522203.70188555,155375.99229775625,21713505.603782605,95568571.806144,19.91156626726638,44637305.54990216,47146428.850311376,41839345.71447434,471477611.921878,435.4776671555781,2523973.4914892875,28756793.998707764,5903793.090320752,12199391.870539673,41231329.875260994,82391745.14467658,23977.485667595618,928.5107751657057,10483158.057647489,45480349.79048129,10546103.004103756,10237228.355850361,0.0,129286641.24941961,26677441.187818635,9851503.385277499,177677803.2223372,3102760.4496155297,46669860.913913965
2010-12-01,0.0,51975081.68911669,133535955.13732775,155375.99229775625,19751765.617302246,112073714.72849539,19.91156626726638,41289076.16080007,47911461.771941274,39884658.48557775,476251355.3386324,435.4776671555781,2491335.903237271,31071829.036633994,4499261.669639606,17762314.56350577,40316274.25139751,82825864.13024469,23977.485667595618,928.5107751657057,9895317.4189009,49557898.39238651,11274821.041315274,7792878.3228931865,0.0,132931002.1302853,26276199.303389426,5022335.059161078,185559595.70509124,5218133.69126896,47976858.311330765
2011-01-01,0.0,31791818.843292363,164191415.70724493,1588407.0917797692,25416991.072752226,103308431.33309945,20.93426874124116,51306239.046127,49901709.47735073,48266723.04411725,521586946.6980785,16972.976479209272,2652663.1430554446,27317479.70541787,6820004.113447784,11595276.487888332,44751255.65981162,77998904.73762642,29326.392750035102,197.7856472524976,658461.3688526836,39468649.17105998,11803399.143467221,6469170.113076448,0.0,103389887.56218985,31182045.388066813,26282815.2376701,180137321.0460147,3313801.038794478,34361508.040561095
2011-02-01,0.0,24222338.12364053,125098221.27082308,1227405.4805236058,19365326.497500885,78711185.63891798,19.031153386595445,39090467.775794506,38020350.010993265,36774646.06405783,397399577.7364511,16164.739500852866,2021076.6768622517,20813317.83412348,5196193.601090734,8834496.356158903,34096194.72835365,59427736.838247456,22343.918246373174,171.98751930176658,501684.8515752663,30071351.69639619,8993065.99822534,4928891.506040676,0.0,78773247.52763936,23757748.825239632,30663284.38700233,137247482.45990846,2524800.7870140006,26180196.556205254
2011-03-01,0.0,45109600.808446236,162157116.70797047,1251472.2543570558,15106927.436858939,125530770.32552929,19.031153386595445,45968467.34331791,48272087.9657251,43569995.77696672,562300246.9341288,19267.900943769462,2956855.8044377267,25142210.528515313,6396947.8949859245,18112109.53820994,45081368.16050814,70026034.53885338,22185.265744242584,1261.7004417663766,2944986.5595478727,48258927.15566403,12882031.10604117,12375038.329327164,0.0,113744359.40430586,32083535.611806255,38600805.50507858,180699019.14571336,2872489.9653212256,35220646.552597016
2011-04-01,0.0,29519587.51873829,144667672.54099888,834314.8362380372,20431745.42450426,102722277.6815604,19.031153386595445,48718874.24459339,42282192.40377183,41553903.427389875,511938077.6253152,20606.21642972753,3171466.306372722,21463498.99148246,6488441.786213374,9270653.223349165,41559881.9776676,73125619.51593366,22185.265744242584,2351.4133642309857,4462100.847799809,46556441.258720666,10602070.140603917,11995102.942023259,0.0,117375551.11458606,27344910.433368742,40294771.75973659,178563482.6806737,2276714.268810157,32938517.794686876
2011-05-01,0.0,25709634.619510658,148522389.30573785,834314.8362380372,22346286.723432917,94148077.74414694,19.031153386595445,50289662.185988516,46777064.93266803,42090349.05256968,503574360.22224414,21938.128492307802,3171466.306372722,22210626.092814084,6915413.278608144,11845834.674279483,43156712.04856525,74609556.79957834,22185.265744242584,3441.1262866955954,4729826.8986677965,42627627.650389805,11090273.702739485,11479476.34496796,0.0,120136048.35482627,28170909.31768354,38781014.68110604,184420463.3877398,1791582.6302225725,32783059.43243141
2011-06-01,0.0,28879563.735349804,142164392.04911503,834314.8362380372,24410401.561340384,99752129.99082235,19.031153386595445,50246878.078635335,46683932.35028087,42638584.6914897,542117512.9178897,30006.441948322936,3397999.613970774,26141542.439714435,6457943.822470892,12103352.81937252,41686782.38065283,71545094.5984423,22185.265744242584,4530.839209160206,4372858.830843812,43937232.18650008,13040571.438074881,9525522.924547883,0.0,128595636.67169136,29953327.962783895,39033307.527544454,183598883.00507706,3119311.3253043843,36147178.39163957
2011-07-01,0.0,29477321.797193747,143902823.60190836,417157.4181190186,23004410.294939656,100312535.21548998,19.031153386595445,50528030.78409907,48031903.93746349,42556054.59530818,519194205.9665191,18512.29698519027,3040315.444079113,29151397.33365039,6579935.677440824,19056342.73688439,41221480.90304027,74521749.8597177,22185.265744242584,5620.552131624814,8834959.678643623,38240452.45442035,11160736.072532253,9715490.618199833,0.0,96647086.17443116,29149065.891214233,34600161.79726934,175858278.98166218,3195911.05771295,31645104.220721435
2011-08-01,0.0,31240406.1816224,144049089.5344834,417157.4181190186,24769378.05488951,105468263.28243126,19.031153386595445,47783735.89815973,47482911.87286548,44560356.93114485,509117038.81816757,4546.430598230747,3052238.249742168,28284888.01824356,6435070.3496640315,16652840.04934942,42754860.77244531,74407600.83789887,22185.265744242584,4437.27799865117,7228603.373435688,44919435.588582784,9899962.95588317,10014011.279652901,0.0,99368006.39330584,29127329.078469098,38600805.50507858,177584456.58007908,3200166.5984023144,32459706.038940046
2011-09-01,0.0,38830122.17897442,151403523.45677388,125147.22543570561,30273684.289309394,112137085.45597506,19.031153386595445,48071000.618959606,45453601.919797815,43847061.09986177,526549733.3260956,416.2225195563362,3707992.5612102123,29426529.853505846,6229209.094402266,18197948.919907622,42680835.537370585,71799734.72403811,22185.265744242584,2958.185332434114,8031781.526039654,45508757.629832424,10732928.8273619,10719605.570360152,0.0,113111127.06245875,29942459.556411333,33771199.58754308,184231528.52622145,3187399.97633422,40873112.60420555
2011-10-01,0.0,34035981.763781495,148467539.5810221,125147.22543570561,23991595.652199723,103955169.17582889,19.031153386595445,48083224.649631955,44007596.03536558,44701837.096027434,486099066.1350131,416.2225195563362,2706476.8855135636,28612991.454278085,6000474.366333638,9013135.07825613,41031130.298562415,66794739.15198215,22185.265744242584,887.4555997302339,2677260.508679885,44395593.77413868,10332803.227467282,10801020.29621099,0.0,114080764.08591232,26594990.393661905,4072727.378220245,179731443.64278656,3255488.627364057,35394759.91832313
2011-11-01,0.0,40738117.608698525,153545709.92761305,125147.22543570561,24171083.89897429,112921652.77050962,19.031153386595445,47423126.993325815,45311452.188785836,43658420.88001836,530591960.0732508,416.2225195563362,2766090.91382884,30247974.35962602,5672621.256101937,10729922.712209683,40502378.619457215,71659243.62026113,22185.265744242584,887.4555997302339,9548895.814291589,47473164.43399786,11107889.295187678,11479476.34496796,0.0,130574487.73996398,28181777.72405611,9190667.977399666,182367943.75579143,4132130.009373202,43298263.055390716
2011-12-01,0.0,43400858.06600342,158303923.54669586,125147.22543570561,21987310.22988379,132423754.58894001,19.031153386595445,43865934.06767618,46046709.41815817,41618748.50296105,535964240.3519635,416.2225195563362,2730322.4968396737,32683055.282484647,4323086.360497042,15622767.468977291,39603500.76497841,72036813.46166183,22185.265744242584,887.4555997302339,9013443.71255561,51729379.176356286,11875425.823287418,8738513.907989794,0.0,134255150.72695088,27757909.875526156,4685438.576713555,190457791.00807324,6949297.9457326885,44510838.28098331
2012-01-01,0.0,30138892.645601828,170153907.36060172,1590517.1229961005,22493239.883437637,97028672.77348565,20.699520044474045,52303905.8660483,50904925.21471736,48374912.59198232,538223267.4809222,16782.648163565562,2636381.894951549,31094168.320368208,6744751.914859503,11513136.76221703,41307822.72067573,71429527.33798006,28223.65191952319,195.56775641018243,637967.4406037194,36342665.60176562,11808053.965936795,5897960.001050516,0.0,109217271.46914233,29133641.71626771,26266751.829109576,194992585.67207426,2831383.679556855,32349946.84456316
2012-02-01,0.0,22962965.78476189,129641072.04632899,1229035.9591914504,17137706.547662236,73926607.69716603,18.81774548060649,39850594.87534766,38784704.85716398,36857076.19561929,410074869.7391423,15983.474438370435,2008671.916423996,23690794.869015805,5138858.5927435355,8771913.708138645,31472626.779348787,54422496.92352612,21503.734757939656,170.05891856985946,486070.43007975747,27689649.933511093,8996612.52962448,4493683.802406759,0.0,83213159.06797099,22197060.316142485,30644543.743716557,148565779.29791683,2157244.7044329336,24647578.504811905
2012-03-01,0.0,42764253.997331835,168045734.2750886,1253134.7031944678,13369156.945695011,117900193.42803562,18.81774548060649,46862339.42366729,49242542.06098498,43667657.64100675,580235142.2444658,19051.83824332858,2938707.5133192223,28618164.43354909,6326363.715659232,17983805.24892877,41612534.36408323,64128163.91831269,21351.047960266962,1247.5522267952151,2853326.9025042113,44436738.74717412,12887111.300917009,11282356.129467897,0.0,120155354.37807044,29975911.45394162,38577213.64461822,195600604.95531517,2454317.9002865213,33158790.42510893
2012-04-01,0.0,27984799.5975044,149921173.68367895,835423.1354629785,18081453.849326134,96478149.35428096,18.81774548060649,49666228.89855761,43132226.62652885,41647046.23345376,528266642.0846882,20375.146383194213,3152000.800576262,24430864.691110045,6416848.059625753,9204980.885707619,38362012.67906335,66966689.54378785,21351.047960266962,2325.04553502057,4323222.579551834,42869092.6041259,10606251.203509152,10935968.00268599,0.0,123991211.63770437,25548574.938386556,40270144.58887318,193288958.62518716,1945274.1876345025,31010260.042691026
2012-05-01,0.0,24372934.48275183,153915871.6796948,835423.1354629785,19775762.84838451,88425145.07102671,18.81774548060649,51267561.331994995,47717463.33143576,42184694.298036575,519636159.022439,21692.122905165743,3152000.800576262,25281283.400889732,6839108.331469517,11761920.020626396,39835972.96266095,68325643.73842047,21351.047960266962,3402.5388432459254,4582615.934324944,39251447.65863007,11094647.295007085,10465869.830624824,0.0,126907299.30919717,26320312.49614386,38757312.68124108,199628943.0641171,1530767.1644750016,30863902.387212954
2012-06-01,0.0,27378052.050493658,147326988.38428992,835423.1354629785,21602439.73799433,93688546.56334975,18.81774548060649,51223945.2734967,47622458.42697206,42734158.80359923,559408668.1202841,29669.961451724077,3377143.714903139,29755655.702503078,6386686.611636913,12017613.93411828,38479148.595640644,65519282.70926793,21351.047960266962,4480.032151471281,4236758.127960797,40457329.30712869,13045714.15537253,8684445.178603582,0.0,135843697.01215908,27985640.91025173,39009451.33251311,198739609.95855847,2665207.438385215,34031082.05175815
2012-07-01,0.0,27944731.363267824,149128549.8125327,417711.56773148925,20358181.566810828,94214886.71258204,18.81774548060649,51510565.086485505,48997529.412631154,42651443.71674033,535754208.88402444,18304.707331825506,3021654.9028080716,33181628.21904411,6507332.403592276,18921349.598398995,38049650.234857254,68245232.24761379,21351.047960266962,5557.525459696636,8559980.70751263,35211744.13615969,11165137.452542873,8857639.241994532,0.0,102094424.28366321,27234212.235593293,34579015.03159055,190360666.6922503,2730655.91572619,29792564.34911357
2012-08-01,0.0,29616149.134278525,149280127.28589925,417711.56773148925,21920122.675317768,99057216.08551918,18.81774548060649,48712906.477094896,48437500.502108164,44660238.6833135,525355624.59453493,4495.448704806678,3033504.529877906,32195322.498495404,6364065.525645285,16534873.072474789,39465042.56016619,68140697.30956511,21351.047960266962,4387.5200997605025,7003620.578873973,41361740.543502636,9903867.133777596,9129801.34160889,0.0,104968704.24660419,27213903.352494415,38577213.64461822,192229195.83040997,2734291.942245132,30559478.463818602
2012-09-01,0.0,36811259.19647183,156901632.11861426,125313.47031944676,26791261.047610614,105320663.86138362,18.81774548060649,49005757.155583456,46367393.63642502,43945344.004033044,543344345.091571,411.55516311610444,3685234.0187188624,33494798.28359791,6160475.751720613,18069036.55342606,39396713.27549611,65752476.032607265,21351.047960266962,2925.013399840336,7781800.643193303,41904387.28532704,10737161.496075608,9773093.57706101,0.0,119486431.04124053,27975486.46870229,33750559.46312538,199424427.43705487,2723383.862688304,38480354.77829112
2012-10-01,0.0,32266376.62735369,153859030.12718233,125313.47031944676,21231809.64445031,97636097.68259197,18.81774548060649,49018218.886582956,44892317.48817253,44802035.97507161,501603480.20759916,411.55516311610444,2689865.344852675,32568786.799615573,5934264.891804311,8949286.972215738,37873946.35999129,61169021.05662756,21351.047960266962,877.5040199521004,2593933.547731101,40879387.88410321,10336878.101497414,9847319.60422856,0.0,120510719.90076137,24847918.471475318,4070238.227676807,194553237.04702654,2781560.286991391,33322710.99924435
2012-11-01,0.0,38620053.77057929,159121610.53062937,125313.47031944676,21390651.11311202,106057540.07030883,18.81774548060649,48345285.41260928,46222386.150664575,43756280.94835557,547515501.0254478,411.55516311610444,2749113.480201853,34429808.90736626,5610029.325924276,10653913.062161587,37385880.040919244,65623817.64731662,21351.047960266962,877.5040199521004,9251696.320240926,43713209.75807496,11112269.83439103,10465869.830624824,0.0,137934082.4397526,26330466.937693294,9185050.86776624,197407159.66103163,3530581.7498936485,40763534.20374882
2012-12-01,0.0,41144352.52748242,164052615.211087,125313.47031944676,19458079.91106106,124374177.2635929,18.81774548060649,44718921.69175111,46972424.870115004,41712036.6588429,553059133.3263263,411.55516311610444,2713564.5989923463,37201543.96146302,4275385.252418099,15512097.418507282,36556167.29849676,65969587.05778524,21351.047960266962,877.5040199521004,8732909.610694706,47632325.11569545,11880109.050405815,7966926.915983909,0.0,141822199.33507633,25934443.717265207,4682574.952194558,206164146.96524283,5937631.305433912,41905123.9164777
2013-01-01,0.0,26371627.61196068,168424324.50892618,1515545.360291769,18066254.715944916,82942112.19939718,20.013338529370863,50927819.18209009,50926253.520404376,45185389.385849856,521943850.3644718,16226.309518052214,2419827.87061357,32967847.55607876,6415819.711313043,10894863.78923588,36418453.09993817,62447046.29468719,27288.048185993466,189.0847568473644,534589.8648191359,30148271.48800013,11047223.419158371,4760945.832984391,0.0,104884126.60127573,25275006.67807154,24594252.786563158,200334335.4191727,1971802.7146962765,28766981.426742785
2013-02-01,0.0,20092668.621330574,128323294.63785033,1171103.2334412117,13764765.47361059,63193990.13581798,18.19394410371632,38802147.87989343,38800954.99480164,34426963.28094289,397671504.33893806,15453.62810941355,1843678.3743619535,25118359.99847052,4888243.580959226,8300848.586697268,27747392.789159864,47578701.854980126,20790.893819363442,164.42152764725074,407306.5629540873,22970111.569433723,8416932.114052739,3627387.294930327,0.0,79911715.3649371,19257147.911268093,28693294.864369474,152635683.85996386,1502325.8752168745,21917700.096044272
2013-03-01,0.0,37418859.23886159,166337580.6111034,1194066.0416591028,10737919.30242187,100783518.85187253,18.19394410371632,45629417.32746301,49263173.85614924,40788499.83087934,562685009.2849026,18420.276777013427,2697320.2774334936,30342644.08229939,6017835.724756619,17018047.52656257,36687097.77698831,56063851.606516965,20643.268533162427,1206.1963269814305,2390967.855116643,36862757.35718336,12056753.651319904,9107333.110307407,0.0,115388246.11610359,26005721.1370387,36120862.99629675,200959011.16574153,1709210.4943085837,29486240.360010874
2013-04-01,0.0,24486789.294444416,148397252.81034374,796044.0277727353,14522770.066443821,82471513.41762605,18.19394410371632,48359538.0291461,43150298.30251254,38901114.23459185,512288378.90878767,19699.7177362676,2893093.5233762474,25903025.110728085,6103907.272667324,8710659.397482269,33821321.66632984,58545423.97229761,20643.268533162427,2247.9711263156096,3622678.5683585517,35562307.30116334,9922856.638603386,8827722.006043583,0.0,119071917.50829308,22164767.744169828,37705998.907432094,198584038.13959196,1354707.5769705074,27575673.585271478
2013-05-01,0.0,21326395.748771608,152351345.4434931,796044.0277727353,15883615.284968581,75587639.13890442,18.19394410371632,49918740.29655174,47737456.14431681,39403313.3260017,503918938.50703984,20973.036968444,2893093.5233762474,26804688.538223222,6505574.496250602,11130287.007894006,35120817.74053233,59733485.52985262,20643.268533162427,3289.7459256497896,3840039.282460064,32561268.710347854,10379783.813511781,8448249.793114109,0.0,121872310.74649702,22834291.73008275,36289494.476204745,205097704.106753,1066040.9157095023,27445525.98481239
2013-06-01,0.0,23955883.24715232,145829436.92249212,796044.0277727353,17350776.53619057,80086903.37336296,18.19394410371632,49876271.752303354,47642411.434399396,39916549.76007987,542488464.9311663,28686.41308643567,3099743.0607602648,31548678.550398707,6075216.756697089,11372249.768935181,33924592.877524726,57280032.964250825,20643.268533162427,4331.5207249839705,3550224.996991379,33561614.907286346,12205137.218429323,7010249.828328728,0.0,130454160.992606,24279054.015473794,36525578.54807598,204184008.0497759,1856075.9886343589,30261920.05874704
2013-07-01,0.0,24451729.46113268,147612685.8135686,398022.01388636767,16351405.828836463,80536829.79680885,18.19394410371632,50155350.75736427,49018058.551625334,39839288.36140142,519549472.3642935,17697.912981836434,2773454.317522343,35181094.07259341,6189978.820578024,17905244.31704689,33545931.76981011,59663186.029405594,20643.268533162427,5373.295524318149,7172903.565349931,29210108.950603932,10445732.065560414,7150055.3804606395,0.0,98043875.09238864,23627149.08182174,32377244.14233883,195575526.7324721,1901654.935149254,26492845.54945187
2013-08-01,0.0,25914225.36499397,147762722.53008333,398022.01388636767,17605935.014663972,84676152.89251077,18.19394410371632,47431296.99057384,48457794.99842785,41715636.615020536,509465409.76365894,4346.426225217525,2784330.6089636073,34135355.32493768,6053698.869719417,15646925.213995924,34793792.238415144,59571796.67882443,20643.268533162427,4242.07541393538,5868739.280740852,34311874.55499023,9265729.41283307,7369749.819525071,0.0,100804119.32359329,23609530.029560875,36120862.99629675,197495243.53511056,1904187.0988445263,27174818.97585749
2013-09-01,0.0,32209969.718259797,155306756.18234113,119406.60416591028,21518365.017922632,90030277.33151647,18.19394410371632,47716442.9305274,46386820.79285863,41047877.3835855,526910032.8534366,397.91226005512567,3382526.6382331313,35513135.207797974,5860037.886920336,17098701.780242972,34733550.69855145,57483901.515547246,20643.268533162427,2828.0502759569217,6520821.423045392,34762030.34361256,10045331.963836564,7889027.584586461,0.0,114745862.0041141,24270244.489343356,31601539.334761947,204887585.84974778,1896590.6077587106,34218407.11270329
2013-10-01,0.0,28233182.911184944,152295081.6748001,119406.60416591028,17053091.64463829,83461351.54920693,18.19394410371632,47728576.800312676,44911126.612561725,41848084.72704074,486431686.68856055,397.91226005512567,2468918.157166948,34531323.92008103,5644859.017143576,8468696.636441093,33391024.95301775,53476829.99006579,20643.268533162427,848.4150827870762,2173607.14101513,33911736.07621482,9670840.103988966,7948944.24978585,0.0,115729512.675598,21556910.44116994,3811071.445921133,199882951.0010786,1937105.2268830624,29632005.672525056
2013-11-01,0.0,33792670.76490418,157504168.92629686,119406.60416591028,17180670.883874983,90660174.32434064,18.19394410371632,47073347.83190874,46241752.55140573,40871279.900891945,530955025.55467737,397.91226005512567,2523299.6143732686,36504487.90744607,5336435.970463562,10081781.710048921,32960728.239705663,57371422.31483198,20643.268533162427,848.4150827870762,7752532.136287299,36262549.63902027,10396270.876523938,8448249.793114109,0.0,132461611.34257299,22843101.256213184,8600205.475308748,202815055.76928753,2458730.948109089,36248709.67986507
2013-12-01,0.0,36001440.26354397,162385050.86041766,119406.60416591028,15628456.806495186,106317613.86025657,18.19394410371632,43542391.72439862,46992105.52443802,38961819.61926779,536330981.8964906,397.91226005512567,2490670.7400494763,39443242.78224504,4066880.6387806963,14679074.169831226,32229223.827075128,57673710.16675426,20643.268533162427,848.4150827870762,7317810.708084274,39513674.77907038,11114635.76491084,6431055.398067948,0.0,136195468.99351165,22499529.737126295,4384418.477608381,211811937.50105542,4135023.3143791375,37263860.963445954
2014-01-01,0.0,22549874.651786286,164642797.2388175,1426642.6826256153,13742816.713729838,68854957.15931222,19.120008452972723,48996366.67562878,50285604.210852064,41653338.5635008,500138724.2691605,15502.020049798406,2188420.960252345,34271065.34229899,6028794.633211449,10182497.742637347,31429944.531358484,53340250.68803672,26069.998826813608,180.64463077682964,432168.7728867427,24035624.648033798,10201202.277920336,3648959.2447978896,0.0,99521618.99386968,21383075.510032427,22730468.034658644,202670780.38913298,1152245.5617966976,25084404.737079535
2014-02-01,0.0,17180856.84728043,125442131.00855818,1102405.7097614382,10470717.477726713,52460919.64799726,17.38182585306544,37330565.02042046,38312841.23600276,31735876.94484691,381058074.9622581,14763.82861597317,1667368.3477307092,26111287.83384124,4593367.331496597,7758093.504530867,23946624.362652883,40640190.92880478,19862.85621400438,157.0822875879744,329271.44542880193,18312856.842426915,7772344.579007078,2780159.4197095395,0.0,75825995.29030257,16291867.02655808,26518879.324519083,154415832.4053687,877901.3788697529,19111927.38505387
2014-03-01,0.0,31996151.23741808,162602905.71210182,1124021.507727579,8168226.297051142,83666121.93607552,17.38182585306544,43898908.26815324,48643445.99211832,37600145.00361833,539177849.3273115,17598.055774938486,2439376.909132136,31542087.672959607,5654818.457100285,15905314.088876022,31661790.932828654,47887931.88258329,19721.820438494276,1152.355661899384,1932886.708031767,29388729.621911064,11133420.421177566,6980185.978608064,0.0,109488684.68909048,22001272.080715172,33383576.5959996,203302741.55935577,998796.7820334213,25711588.449030776
2014-04-01,0.0,20938185.436987944,145065381.0041321,749347.6718183861,11047323.882942438,68464286.38786893,17.38182585306544,46525488.34004114,42607470.05767799,35860292.53558456,490886627.18497956,18820.386667913608,2616428.4589885008,26926970.72876663,5735697.862922936,8141108.633168773,29188561.662213612,50007610.87374967,19721.820438494276,2147.629036210793,2928616.2242905563,28351949.47242709,9162942.026649958,6765882.023124484,0.0,112984017.61192419,18751761.70565019,34848588.82757006,200900069.8675274,791638.930945008,24045600.991263427
2014-05-01,0.0,18235793.33006641,148930694.83906227,749347.6718183861,12082505.037420198,62749591.45205667,17.38182585306544,48025557.403319344,47136921.72042905,36323235.73614326,482866834.9363426,20036.869087716605,2616428.4589885008,27864276.877974108,6113135.090095301,10402527.697937872,30310056.016156174,51022414.696716,19721.820438494276,3142.902410522202,3104333.1977479896,25959379.89669486,9584876.693910833,6475040.940682479,0.0,115641232.55871055,19318190.11965234,33539428.961060278,207489702.95262235,622953.252201586,23932114.10721933
2014-06-01,0.0,20484217.82473172,142555218.69947192,749347.6718183861,13198559.719591547,66484686.18134573,17.38182585306544,47984699.491089985,47043072.66743857,36796353.512538396,519825051.2807982,27405.94528460012,2803316.2060591076,32795796.638672043,5708738.060982052,10628669.604414778,29277687.04133487,48926754.730945274,19721.820438494276,4138.175784833613,2870043.8998047453,26756903.088605613,11270440.441989092,5372906.312481207,0.0,123784310.621443,20540483.01302541,33757622.27214525,206565350.70657042,1084619.320341478,26387970.277933586
2014-07-01,0.0,20908206.44372575,144298429.40526456,374673.83590919303,12438348.559271935,66858195.65427465,17.38182585306544,48253194.34288298,48401414.223879725,36725131.48168323,497844375.6383814,16907.935940627176,2508230.2896318343,36571801.41119357,5816577.268745585,16734501.079291366,28950893.984556902,50962367.13322688,19721.820438494276,5133.44915914502,5798660.124095301,23287677.203793842,9645774.48093818,5480058.290222999,0.0,93031095.34125221,19988960.609918047,29923654.09165229,197856471.00857595,1111253.9011957028,23101390.11601652
