,date,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,江苏,江西,河北,河南,浙江,海南,湖北,湖南,甘肃,福建,西藏,贵州,辽宁,重庆,陕西,青海,黑龙江
0,2010-01-01,0.0,62844163.77697769,132735867.9725486,5744587.439054731,41367415.12305822,121171872.98371872,21.93019003057249,32610445.011463646,56498134.14859394,74474619.82444356,301714976.5266941,17780.44431235424,2628495.5423687194,21498517.265808955,9512807.228571603,8499357.660699742,46820224.75667401,111181845.39468156,31735.250981144458,207.19504861529205,668203.6864047034,26854556.87413569,17209710.4946072,7362114.528306312,0.0,148851501.43406898,53074288.54936215,40560197.02658216,133605152.3677727,6908905.107819024,64692752.755361825
1,2010-02-01,0.0,47881267.55523982,101132089.70566145,4438999.386575673,31518030.514417358,92321426.87255265,19.936536376205275,24846053.298291165,43046197.37070446,56742567.385315314,229878076.94864848,16933.756484650316,2002663.2668476664,16379822.649851896,7247853.113760719,6475701.063409286,35672552.132709526,84709977.294316,24179.238800175215,180.16960744103244,509107.5696970607,20460614.725196596,13112160.353741197,5609230.10692188,0.0,113410667.55947182,40437553.1092193,47320229.776465446,101794401.62466525,5263927.691920907,49289716.298193805
2,2010-03-01,0.0,89169957.68923116,131091296.95632792,4526038.589169069,24587274.580444347,147236758.52156636,19.936536376205275,29217736.564412843,54653095.65713616,67227660.52040258,325265819.7807424,20184.54689820033,2929916.7976675094,19786607.438778058,8922711.946203569,13276207.524315149,47165599.23275778,99817090.66160347,24007.554644649666,1321.7242403640523,2988559.3424121705,32835481.608952824,18782388.295340683,14083174.175390607,0.0,163758942.73802322,54608695.662934214,59569580.44687593,134021755.43347374,5988820.801621322,66310261.372158915
3,2010-04-01,0.0,58352552.957121015,116952454.54571353,3017359.059446045,33253680.274145514,120484365.343764,19.936536376205275,30965905.884182263,47871405.680184454,64116869.031026654,296133532.581006,21586.531046330565,3142572.0491111185,16891507.14593714,9050331.187388837,6795404.799175529,43481305.41513913,104235326.77490076,24007.554644649666,2463.2788732870717,4528120.215776016,31677106.409722477,15458136.723631622,13650796.020883,0.0,168986807.3852792,46543183.701877534,62183745.04165014,132437860.03000157,4746695.005729493,62013674.87435131
4,2010-05-01,0.0,50821266.208104156,120068690.39368416,3017359.059446045,36369691.31008301,110427568.89117481,19.936536376205275,31964304.806806125,52960447.99513103,64944594.25188397,291295492.0281925,22981.80713633577,3142572.0491111185,17479486.895933844,9645887.646253435,8683017.243390953,45151961.17027551,106350572.9594539,24007.554644649666,3604.8335062100914,4799807.428722578,29003932.87303702,16169952.181591406,13063997.09690839,0.0,172961124.10621765,47949098.630869076,59847683.063341275,136781894.8765217,3735249.714789003,61720991.87041344
5,2010-06-01,0.0,57087392.26711181,114928748.81519347,3017359.059446045,39729140.70820313,117000638.4680305,19.936536376205275,31937111.061831933,52855004.37028482,65790511.2358371,313591000.9255097,31433.960373867318,3367041.4811904836,20573069.241948254,9007791.440327084,8871778.487812493,43614072.75991817,101982401.84460749,24007.554644649666,4746.388139133112,4437557.811460498,29894990.718598843,19013544.861585356,10840338.01658356,0.0,185140481.79941615,50982915.05658764,60237026.72639277,136172541.01486415,6503415.7742050765,68054652.07562847
6,2010-07-01,0.0,58269004.60966761,116334134.231215,1508679.5297230226,37440820.10368652,117657945.42571606,19.936536376205275,32115812.81451948,54381162.098322205,65663168.89416673,300330881.8551786,19392.996039447382,3012616.062117802,22941787.66336356,9177950.42857411,13968332.08719414,43127259.16239498,106225410.46332645,24007.554644649666,5887.942772056131,8965678.027236512,26018889.090404954,16272688.433255706,11056527.09383736,0.0,139143819.8212431,49613997.88888536,53395702.36134538,130431450.97332442,6663117.6622483125,59578552.2815884
7,2010-08-01,0.0,61754164.24629659,116452378.75350957,1508679.5297230226,40313392.77744142,123705169.4364232,19.936536376205275,30371528.315460656,53759599.678176045,68755768.62044695,294501686.418314,4762.721268767774,3024430.242753559,22259855.593526106,8975886.630030759,12206560.472593075,44731531.24514188,106062699.21836084,24007.554644649666,4648.375872675893,7335554.749557146,30563284.102770194,14434443.358833797,11396252.786664767,0.0,143061157.0909854,49577000.127596095,59569580.44687593,131711731.0380613,6671989.989361827,61112211.22222274
8,2010-09-01,0.0,76757060.35329212,122397861.14013171,452603.8589169068,49271924.505761705,131527122.23288147,19.936536376205275,30554114.888858806,51462038.589421555,67655166.9531531,304585729.0646137,436.02377812662746,3674210.177720142,23158313.53955282,8688743.337363902,13339127.939122332,44654083.62735409,102345373.083377,24007.554644649666,3098.917248450597,8150616.388396831,30964260.133273013,15648932.61957961,12199240.78789318,0.0,162847271.51888323,50964416.17594301,52116430.32560484,136641764.7201824,6645373.0080212895,76952215.39533906
9,2010-10-01,0.0,67280290.65643097,120024348.69782366,452603.8589169068,39047513.29409181,121930440.65067224,19.936536376205275,30561884.530279998,49824887.572072305,68974069.77759616,281186807.40963733,436.02377812662746,2681819.004316631,22518068.922889747,8369695.234400723,6606643.5547539815,42928108.14522643,95211110.80411506,24007.554644649666,929.6751745351786,2716872.1294656093,30206860.964545473,15065537.47620021,12291893.24957338,0.0,164243268.07319143,45266760.937398374,6285119.132116699,133304119.17828128,6787330.241837496,66638066.3365693
