name,date,data,能源
北京市,2022年12月,0.0,原煤产量当期值(万吨)
北京市,2022年11月,0.0,原煤产量当期值(万吨)
北京市,2022年10月,0.0,原煤产量当期值(万吨)
北京市,2022年9月,0.0,原煤产量当期值(万吨)
北京市,2022年8月,0.0,原煤产量当期值(万吨)
北京市,2022年7月,0.0,原煤产量当期值(万吨)
北京市,2022年6月,0.0,原煤产量当期值(万吨)
北京市,2022年5月,0.0,原煤产量当期值(万吨)
北京市,2022年4月,0.0,原煤产量当期值(万吨)
北京市,2022年3月,0.0,原煤产量当期值(万吨)
北京市,2022年2月,0.0,原煤产量当期值(万吨)
北京市,2022年1月,0.0,原煤产量当期值(万吨)
北京市,2021年12月,0.0,原煤产量当期值(万吨)
北京市,2021年11月,0.0,原煤产量当期值(万吨)
北京市,2021年10月,0.0,原煤产量当期值(万吨)
北京市,2021年9月,0.0,原煤产量当期值(万吨)
北京市,2021年8月,0.0,原煤产量当期值(万吨)
北京市,2021年7月,0.0,原煤产量当期值(万吨)
北京市,2021年6月,0.0,原煤产量当期值(万吨)
北京市,2021年5月,0.0,原煤产量当期值(万吨)
北京市,2021年4月,0.0,原煤产量当期值(万吨)
北京市,2021年3月,0.0,原煤产量当期值(万吨)
北京市,2021年2月,0.0,原煤产量当期值(万吨)
北京市,2021年1月,0.0,原煤产量当期值(万吨)
北京市,2020年12月,0.0,原煤产量当期值(万吨)
北京市,2020年11月,0.0,原煤产量当期值(万吨)
北京市,2020年10月,0.0,原煤产量当期值(万吨)
北京市,2020年9月,0.0,原煤产量当期值(万吨)
北京市,2020年8月,0.0,原煤产量当期值(万吨)
北京市,2020年7月,0.0,原煤产量当期值(万吨)
北京市,2020年6月,0.0,原煤产量当期值(万吨)
北京市,2020年5月,0.0,原煤产量当期值(万吨)
北京市,2020年4月,0.0,原煤产量当期值(万吨)
北京市,2020年3月,0.0,原煤产量当期值(万吨)
北京市,2020年2月,0.0,原煤产量当期值(万吨)
北京市,2020年1月,0.0,原煤产量当期值(万吨)
北京市,2019年12月,0.0,原煤产量当期值(万吨)
北京市,2019年11月,0.0,原煤产量当期值(万吨)
北京市,2019年10月,0.0,原煤产量当期值(万吨)
北京市,2019年9月,0.6,原煤产量当期值(万吨)
北京市,2019年8月,2.0,原煤产量当期值(万吨)
北京市,2019年7月,2.0,原煤产量当期值(万吨)
北京市,2019年6月,4.0,原煤产量当期值(万吨)
北京市,2019年5月,4.0,原煤产量当期值(万吨)
北京市,2019年4月,4.0,原煤产量当期值(万吨)
北京市,2019年3月,6.0,原煤产量当期值(万吨)
北京市,2019年2月,0.0,原煤产量当期值(万吨)
北京市,2019年1月,0.0,原煤产量当期值(万吨)
北京市,2018年12月,5.3,原煤产量当期值(万吨)
北京市,2018年11月,6.5,原煤产量当期值(万吨)
北京市,2018年10月,8.2,原煤产量当期值(万吨)
北京市,2018年9月,14.7,原煤产量当期值(万吨)
北京市,2018年8月,13.5,原煤产量当期值(万吨)
北京市,2018年7月,18.4,原煤产量当期值(万吨)
北京市,2018年6月,20.0,原煤产量当期值(万吨)
北京市,2018年5月,20.0,原煤产量当期值(万吨)
北京市,2018年4月,20.3,原煤产量当期值(万吨)
北京市,2018年3月,19.3,原煤产量当期值(万吨)
北京市,2018年2月,0.0,原煤产量当期值(万吨)
北京市,2018年1月,0.0,原煤产量当期值(万吨)
北京市,2017年12月,13.8,原煤产量当期值(万吨)
北京市,2017年11月,18.5,原煤产量当期值(万吨)
北京市,2017年10月,13.9,原煤产量当期值(万吨)
北京市,2017年9月,18.1,原煤产量当期值(万吨)
北京市,2017年8月,22.0,原煤产量当期值(万吨)
北京市,2017年7月,24.2,原煤产量当期值(万吨)
北京市,2017年6月,26.4,原煤产量当期值(万吨)
北京市,2017年5月,24.9,原煤产量当期值(万吨)
北京市,2017年4月,27.2,原煤产量当期值(万吨)
北京市,2017年3月,25.7,原煤产量当期值(万吨)
北京市,2017年2月,0.0,原煤产量当期值(万吨)
北京市,2017年1月,0.0,原煤产量当期值(万吨)
北京市,2016年12月,28.4,原煤产量当期值(万吨)
北京市,2016年11月,24.8,原煤产量当期值(万吨)
北京市,2016年10月,18.1,原煤产量当期值(万吨)
北京市,2016年9月,24.0,原煤产量当期值(万吨)
北京市,2016年8月,25.0,原煤产量当期值(万吨)
北京市,2016年7月,22.8,原煤产量当期值(万吨)
北京市,2016年6月,25.3,原煤产量当期值(万吨)
北京市,2016年5月,26.6,原煤产量当期值(万吨)
北京市,2016年4月,31.9,原煤产量当期值(万吨)
北京市,2016年3月,39.87,原煤产量当期值(万吨)
北京市,2016年2月,0.0,原煤产量当期值(万吨)
北京市,2016年1月,0.0,原煤产量当期值(万吨)
北京市,2015年12月,26.048,原煤产量当期值(万吨)
北京市,2015年11月,33.1042,原煤产量当期值(万吨)
北京市,2015年10月,35.9681,原煤产量当期值(万吨)
北京市,2015年9月,31.4153,原煤产量当期值(万吨)
北京市,2015年8月,42.0098,原煤产量当期值(万吨)
北京市,2015年7月,41.0517,原煤产量当期值(万吨)
北京市,2015年6月,42.4921,原煤产量当期值(万吨)
北京市,2015年5月,43.0761,原煤产量当期值(万吨)
北京市,2015年4月,42.03,原煤产量当期值(万吨)
北京市,2015年3月,44.4,原煤产量当期值(万吨)
北京市,2015年2月,0.0,原煤产量当期值(万吨)
北京市,2015年1月,0.0,原煤产量当期值(万吨)
北京市,2014年12月,0.0,原煤产量当期值(万吨)
北京市,2014年11月,0.0,原煤产量当期值(万吨)
北京市,2014年10月,0.0,原煤产量当期值(万吨)
北京市,2014年9月,0.0,原煤产量当期值(万吨)
北京市,2014年8月,0.0,原煤产量当期值(万吨)
北京市,2014年7月,0.0,原煤产量当期值(万吨)
北京市,2014年6月,0.0,原煤产量当期值(万吨)
北京市,2014年5月,0.0,原煤产量当期值(万吨)
北京市,2014年4月,0.0,原煤产量当期值(万吨)
北京市,2014年3月,0.0,原煤产量当期值(万吨)
北京市,2014年2月,0.0,原煤产量当期值(万吨)
北京市,2014年1月,0.0,原煤产量当期值(万吨)
北京市,2013年12月,0.0,原煤产量当期值(万吨)
北京市,2013年11月,0.0,原煤产量当期值(万吨)
北京市,2013年10月,0.0,原煤产量当期值(万吨)
北京市,2013年9月,0.0,原煤产量当期值(万吨)
北京市,2013年8月,0.0,原煤产量当期值(万吨)
北京市,2013年7月,0.0,原煤产量当期值(万吨)
北京市,2013年6月,0.0,原煤产量当期值(万吨)
北京市,2013年5月,0.0,原煤产量当期值(万吨)
北京市,2013年4月,0.0,原煤产量当期值(万吨)
北京市,2013年3月,0.0,原煤产量当期值(万吨)
北京市,2013年2月,0.0,原煤产量当期值(万吨)
北京市,2013年1月,0.0,原煤产量当期值(万吨)
北京市,2012年12月,0.0,原煤产量当期值(万吨)
北京市,2012年11月,0.0,原煤产量当期值(万吨)
北京市,2012年10月,0.0,原煤产量当期值(万吨)
北京市,2012年9月,0.0,原煤产量当期值(万吨)
北京市,2012年8月,0.0,原煤产量当期值(万吨)
北京市,2012年7月,0.0,原煤产量当期值(万吨)
北京市,2012年6月,0.0,原煤产量当期值(万吨)
北京市,2012年5月,0.0,原煤产量当期值(万吨)
北京市,2012年4月,0.0,原煤产量当期值(万吨)
北京市,2012年3月,0.0,原煤产量当期值(万吨)
北京市,2012年2月,0.0,原煤产量当期值(万吨)
北京市,2012年1月,0.0,原煤产量当期值(万吨)
北京市,2011年12月,0.0,原煤产量当期值(万吨)
北京市,2011年11月,0.0,原煤产量当期值(万吨)
北京市,2011年10月,0.0,原煤产量当期值(万吨)
北京市,2011年9月,0.0,原煤产量当期值(万吨)
北京市,2011年8月,0.0,原煤产量当期值(万吨)
北京市,2011年7月,0.0,原煤产量当期值(万吨)
北京市,2011年6月,0.0,原煤产量当期值(万吨)
北京市,2011年5月,0.0,原煤产量当期值(万吨)
北京市,2011年4月,0.0,原煤产量当期值(万吨)
北京市,2011年3月,41.1167,原煤产量当期值(万吨)
北京市,2011年2月,28.2392,原煤产量当期值(万吨)
北京市,2011年1月,41.0666,原煤产量当期值(万吨)
北京市,2010年12月,0.0,原煤产量当期值(万吨)
北京市,2010年11月,0.0,原煤产量当期值(万吨)
北京市,2010年10月,0.0,原煤产量当期值(万吨)
北京市,2010年9月,0.0,原煤产量当期值(万吨)
北京市,2010年8月,0.0,原煤产量当期值(万吨)
北京市,2010年7月,0.0,原煤产量当期值(万吨)
北京市,2010年6月,0.0,原煤产量当期值(万吨)
北京市,2010年5月,55.6372,原煤产量当期值(万吨)
北京市,2010年4月,47.773,原煤产量当期值(万吨)
北京市,2010年3月,55.5,原煤产量当期值(万吨)
北京市,2010年2月,29.5106,原煤产量当期值(万吨)
北京市,2010年1月,46.7283,原煤产量当期值(万吨)
北京市,2009年12月,53.57,原煤产量当期值(万吨)
北京市,2009年11月,60.21,原煤产量当期值(万吨)
北京市,2009年10月,52.03,原煤产量当期值(万吨)
北京市,2009年9月,28.39,原煤产量当期值(万吨)
北京市,2009年8月,56.84,原煤产量当期值(万吨)
北京市,2009年7月,58.6621,原煤产量当期值(万吨)
北京市,2009年6月,62.9224,原煤产量当期值(万吨)
北京市,2009年5月,67.03,原煤产量当期值(万吨)
北京市,2009年4月,63.04,原煤产量当期值(万吨)
北京市,2009年3月,62.07,原煤产量当期值(万吨)
北京市,2009年2月,43.0453,原煤产量当期值(万吨)
北京市,2009年1月,33.3109,原煤产量当期值(万吨)
北京市,2008年12月,61.51,原煤产量当期值(万吨)
北京市,2008年11月,60.85,原煤产量当期值(万吨)
北京市,2008年10月,54.58,原煤产量当期值(万吨)
北京市,2008年9月,11.8,原煤产量当期值(万吨)
北京市,2008年8月,4.02,原煤产量当期值(万吨)
北京市,2008年7月,21.06,原煤产量当期值(万吨)
北京市,2008年6月,65.06,原煤产量当期值(万吨)
北京市,2008年5月,70.18,原煤产量当期值(万吨)
北京市,2008年4月,66.79,原煤产量当期值(万吨)
北京市,2008年3月,63.87,原煤产量当期值(万吨)
北京市,2008年2月,35.09,原煤产量当期值(万吨)
北京市,2008年1月,50.5563,原煤产量当期值(万吨)
北京市,2007年12月,65.08,原煤产量当期值(万吨)
北京市,2007年11月,57.66,原煤产量当期值(万吨)
北京市,2007年10月,45.13,原煤产量当期值(万吨)
北京市,2007年9月,57.92,原煤产量当期值(万吨)
北京市,2007年8月,57.13,原煤产量当期值(万吨)
北京市,2007年7月,55.1,原煤产量当期值(万吨)
北京市,2007年6月,60.65,原煤产量当期值(万吨)
北京市,2007年5月,48.23,原煤产量当期值(万吨)
北京市,2007年4月,54.24,原煤产量当期值(万吨)
北京市,2007年3月,54.71,原煤产量当期值(万吨)
北京市,2007年2月,30.68,原煤产量当期值(万吨)
北京市,2007年1月,44.8857,原煤产量当期值(万吨)
北京市,2006年12月,53.7,原煤产量当期值(万吨)
北京市,2006年11月,51.2,原煤产量当期值(万吨)
北京市,2006年10月,43.32,原煤产量当期值(万吨)
北京市,2006年9月,57.02,原煤产量当期值(万吨)
北京市,2006年8月,58.17,原煤产量当期值(万吨)
北京市,2006年7月,56.43,原煤产量当期值(万吨)
北京市,2006年6月,52.87,原煤产量当期值(万吨)
北京市,2006年5月,45.04,原煤产量当期值(万吨)
北京市,2006年4月,49.4017,原煤产量当期值(万吨)
北京市,2006年3月,69.16,原煤产量当期值(万吨)
北京市,2006年2月,35.99,原煤产量当期值(万吨)
北京市,2006年1月,37.9383,原煤产量当期值(万吨)
北京市,2005年12月,36.2,原煤产量当期值(万吨)
北京市,2005年11月,45.33,原煤产量当期值(万吨)
北京市,2005年10月,59.92,原煤产量当期值(万吨)
北京市,2005年9月,64.57,原煤产量当期值(万吨)
北京市,2005年8月,72.94,原煤产量当期值(万吨)
北京市,2005年7月,70.1,原煤产量当期值(万吨)
北京市,2005年6月,82.12,原煤产量当期值(万吨)
北京市,2005年5月,88.77,原煤产量当期值(万吨)
北京市,2005年4月,86.64,原煤产量当期值(万吨)
北京市,2005年3月,106.37,原煤产量当期值(万吨)
北京市,2005年2月,32.19,原煤产量当期值(万吨)
北京市,2005年1月,49.56,原煤产量当期值(万吨)
北京市,2004年12月,83.49,原煤产量当期值(万吨)
北京市,2004年11月,76.41,原煤产量当期值(万吨)
北京市,2004年10月,91.65,原煤产量当期值(万吨)
北京市,2004年9月,71.01,原煤产量当期值(万吨)
北京市,2004年8月,66.17,原煤产量当期值(万吨)
北京市,2004年7月,68.27,原煤产量当期值(万吨)
北京市,2004年6月,83.24,原煤产量当期值(万吨)
北京市,2004年5月,78.41,原煤产量当期值(万吨)
北京市,2004年4月,23.25,原煤产量当期值(万吨)
北京市,2004年3月,122.2,原煤产量当期值(万吨)
北京市,2004年2月,50.85,原煤产量当期值(万吨)
北京市,2004年1月,42.1655,原煤产量当期值(万吨)
北京市,2003年12月,62.91,原煤产量当期值(万吨)
北京市,2003年11月,66.93,原煤产量当期值(万吨)
北京市,2003年10月,63.23,原煤产量当期值(万吨)
北京市,2003年9月,73.71,原煤产量当期值(万吨)
北京市,2003年8月,61.62,原煤产量当期值(万吨)
北京市,2003年7月,78.86,原煤产量当期值(万吨)
北京市,2003年6月,69.82,原煤产量当期值(万吨)
北京市,2003年5月,75.29,原煤产量当期值(万吨)
北京市,2003年4月,67.24,原煤产量当期值(万吨)
北京市,2003年3月,110.8,原煤产量当期值(万吨)
北京市,2003年2月,46.29,原煤产量当期值(万吨)
北京市,2003年1月,47.81,原煤产量当期值(万吨)
北京市,2002年12月,61.11,原煤产量当期值(万吨)
北京市,2002年11月,56.28,原煤产量当期值(万吨)
北京市,2002年10月,78.33,原煤产量当期值(万吨)
北京市,2002年9月,77.91,原煤产量当期值(万吨)
北京市,2002年8月,82.45,原煤产量当期值(万吨)
北京市,2002年7月,82.61,原煤产量当期值(万吨)
北京市,2002年6月,87.43,原煤产量当期值(万吨)
北京市,2002年5月,72.32,原煤产量当期值(万吨)
北京市,2002年4月,100.3,原煤产量当期值(万吨)
北京市,2002年3月,87.72,原煤产量当期值(万吨)
北京市,2002年2月,34.14,原煤产量当期值(万吨)
北京市,2002年1月,56.03,原煤产量当期值(万吨)
北京市,2001年12月,70.83,原煤产量当期值(万吨)
北京市,2001年11月,59.04,原煤产量当期值(万吨)
北京市,2001年10月,57.31,原煤产量当期值(万吨)
北京市,2001年9月,68.9,原煤产量当期值(万吨)
北京市,2001年8月,61.71,原煤产量当期值(万吨)
北京市,2001年7月,49.34,原煤产量当期值(万吨)
北京市,2001年6月,60.35,原煤产量当期值(万吨)
北京市,2001年5月,56.31,原煤产量当期值(万吨)
北京市,2001年4月,58.63,原煤产量当期值(万吨)
北京市,2001年3月,72.73,原煤产量当期值(万吨)
北京市,2001年2月,42.33,原煤产量当期值(万吨)
北京市,2001年1月,29.79,原煤产量当期值(万吨)
北京市,2000年12月,56.44,原煤产量当期值(万吨)
北京市,2000年11月,53.19,原煤产量当期值(万吨)
北京市,2000年10月,49.21,原煤产量当期值(万吨)
北京市,2000年9月,0.0,原煤产量当期值(万吨)
北京市,2000年8月,43.87,原煤产量当期值(万吨)
北京市,2000年7月,47.31,原煤产量当期值(万吨)
北京市,2000年6月,64.41,原煤产量当期值(万吨)
北京市,2000年5月,46.02,原煤产量当期值(万吨)
北京市,2000年4月,42.75,原煤产量当期值(万吨)
北京市,2000年3月,56.58,原煤产量当期值(万吨)
北京市,2000年2月,13.66,原煤产量当期值(万吨)
北京市,2000年1月,0.0,原煤产量当期值(万吨)
天津市,2022年12月,0.0,原煤产量当期值(万吨)
天津市,2022年11月,0.0,原煤产量当期值(万吨)
天津市,2022年10月,0.0,原煤产量当期值(万吨)
天津市,2022年9月,0.0,原煤产量当期值(万吨)
天津市,2022年8月,0.0,原煤产量当期值(万吨)
天津市,2022年7月,0.0,原煤产量当期值(万吨)
天津市,2022年6月,0.0,原煤产量当期值(万吨)
天津市,2022年5月,0.0,原煤产量当期值(万吨)
天津市,2022年4月,0.0,原煤产量当期值(万吨)
天津市,2022年3月,0.0,原煤产量当期值(万吨)
天津市,2022年2月,0.0,原煤产量当期值(万吨)
天津市,2022年1月,0.0,原煤产量当期值(万吨)
天津市,2021年12月,0.0,原煤产量当期值(万吨)
天津市,2021年11月,0.0,原煤产量当期值(万吨)
天津市,2021年10月,0.0,原煤产量当期值(万吨)
天津市,2021年9月,0.0,原煤产量当期值(万吨)
天津市,2021年8月,0.0,原煤产量当期值(万吨)
天津市,2021年7月,0.0,原煤产量当期值(万吨)
天津市,2021年6月,0.0,原煤产量当期值(万吨)
天津市,2021年5月,0.0,原煤产量当期值(万吨)
天津市,2021年4月,0.0,原煤产量当期值(万吨)
天津市,2021年3月,0.0,原煤产量当期值(万吨)
天津市,2021年2月,0.0,原煤产量当期值(万吨)
天津市,2021年1月,0.0,原煤产量当期值(万吨)
天津市,2020年12月,0.0,原煤产量当期值(万吨)
天津市,2020年11月,0.0,原煤产量当期值(万吨)
天津市,2020年10月,0.0,原煤产量当期值(万吨)
天津市,2020年9月,0.0,原煤产量当期值(万吨)
天津市,2020年8月,0.0,原煤产量当期值(万吨)
天津市,2020年7月,0.0,原煤产量当期值(万吨)
天津市,2020年6月,0.0,原煤产量当期值(万吨)
