year,month,province,enmpt
2010,4,陕西,173971185.313781
2010,4,青海,1709553.90375315
2010,4,黑龙江,35503411.35444525
2010,5,上海,0.0
2010,5,云南,30788800.477498446
2010,5,内蒙古,125284823.4640845
2010,5,北京,1035839.9486517081
2010,5,吉林,20074243.42329902
2010,5,四川,79680000.31479995
2010,5,天津,19.91156626726638
2010,5,宁夏,47335449.1641442
2010,5,安徽,48671394.47409364
2010,5,山东,40336609.289946884
2010,5,山西,447470098.77400666
2010,5,广东,22953.02288730785
2010,5,广西,2893866.1583454763
2010,5,新疆,21115675.104046036
2010,5,江苏,7197231.630270059
2010,5,江西,13468128.62507581
2010,5,河北,43933435.3057285
2010,5,河南,85783930.70632485
2010,5,浙江,23977.485667595618
2010,5,海南,3600.318525089095
2010,5,湖北,5192592.308928198
2010,5,湖南,40838217.53600458
2010,5,甘肃,10529378.32783989
2010,5,福建,10237228.355850361
2010,5,西藏,0.0
2010,5,贵州,118951155.41793226
2010,5,辽宁,26667152.934371725
2010,5,重庆,41569480.95121017
2010,5,陕西,179677536.1346283
2010,5,青海,1345275.1280001425
2010,5,黑龙江,35335847.58554565
2010,6,上海,0.0
2010,6,云南,34584977.14510922
2010,6,内蒙古,119921587.87647638
2010,6,北京,1035839.9486517081
2010,6,吉林,21928490.807780456
2010,6,四川,84422857.4763952
2010,6,天津,19.91156626726638
2010,6,宁夏,47295178.36393164
2010,6,安徽,48574490.30402051
2010,6,山东,40862002.10002604
2010,6,山西,481719079.07588416
2010,6,广东,31394.589973708287
2010,6,广西,3100570.8839415815
2010,6,新疆,24852803.093841232
2010,6,江苏,6721119.284276451
2010,6,江西,13760914.029968753
2010,6,河北,42437050.226704665
2010,6,河南,82260499.86996995
2010,6,浙江,23977.485667595618
2010,6,海南,4740.443383902617
2010,6,湖北,4800698.549763804
2010,6,湖南,42092847.87505235
2010,6,甘肃,12381038.914197026
2010,6,福建,8494721.401663069
2010,6,西藏,0.0
2010,6,贵州,127327307.4425026
2010,6,辽宁,28354426.499663755
2010,6,重庆,41839914.37747267
2010,6,陕西,178877085.16415757
2010,6,青海,2342248.619534689
2010,6,黑龙江,38961927.54453278
2010,7,上海,0.0
2010,7,云南,35300827.60243011
2010,7,内蒙古,121388027.32183006
2010,7,北京,517919.97432585404
2010,7,吉林,20665452.734293096
2010,7,四川,84897143.19255476
2010,7,天津,19.91156626726638
2010,7,宁夏,47559815.0510428
2010,7,安徽,49977050.66034199
2010,7,山东,40782910.70926142
2010,7,山西,461349705.1839532
2010,7,广东,19368.706703796557
2010,7,广西,2774195.0014214152
2010,7,新疆,27714276.596888375
2010,7,江苏,6848082.576541414
2010,7,江西,21666119.962078463
2010,7,河北,41963374.37435181
2010,7,河南,85682972.80270435
2010,7,浙江,23977.485667595618
2010,7,海南,5880.5682427161355
2010,7,湖北,9699370.539318705
2010,7,湖南,36635205.900194585
2010,7,甘肃,10596277.03289537
2010,7,福建,8664131.799986832
2010,7,西藏,0.0
2010,7,贵州,95693863.12982725
2010,7,辽宁,27593095.744592965
2010,7,重庆,37088012.74457411
2010,7,陕西,171335554.06954786
2010,7,青海,2399766.3209693744
2010,7,黑龙江,34109280.79720065
2010,8,上海,0.0
2010,8,云南,37412224.910891734
2010,8,内蒙古,121511408.73002811
2010,8,北京,517919.97432585404
2010,8,吉林,22250968.613777217
2010,8,四川,89260571.78122233
2010,8,天津,19.91156626726638
2010,8,宁夏,44976730.865979515
2010,8,安徽,49405826.07885835
2010,8,山东,42703701.627830334
2010,8,山西,452395256.0788694
2010,8,广东,4756.7560566224665
2010,8,广西,2785074.197505421
2010,8,新疆,26890484.908067863
2010,8,江苏,6697313.666976769
2010,8,江西,18933456.183077574
2010,8,河北,43524351.61506013
2010,8,河南,85551727.52799773
2010,8,浙江,23977.485667595618
2010,8,海南,4642.553875828529
2010,8,湖北,7935848.623078941
2010,8,湖南,43033820.62933815
2010,8,甘肃,9399268.060295466
2010,8,福建,8930348.140209889
2010,8,西藏,0.0
2010,8,贵州,98387947.11433822
2010,8,辽宁,27572519.23769916
2010,8,重庆,41376314.218165495
2010,8,陕西,173017337.81586802
2010,8,青海,2402961.7488268577
2010,8,黑龙江,34987314.94623451
2010,9,上海,0.0
2010,9,云南,46501356.47505697
2010,9,内蒙古,127715180.16098525
2010,9,北京,155375.99229775625
2010,9,吉林,27195628.305727713
2010,9,四川,94904571.8035207
2010,9,天津,19.91156626726638
2010,9,宁夏,45247120.524549626
2010,9,安徽,47294335.21515981
2010,9,山东,42020126.03622198
2010,9,山西,467885738.0206374
2010,9,广东,435.4776671555781
2010,9,广西,3383429.9821257256
2010,9,新疆,27975845.490783937
2010,9,江苏,6483063.111279644
2010,9,江西,20690168.6124353
2010,9,河北,43448994.09309489
2010,9,河南,82553277.79046936
2010,9,浙江,23977.485667595618
2010,9,海南,3095.03591721902
2010,9,湖北,8817609.581198825
2010,9,湖南,43598404.28190962
2010,9,甘肃,10190106.323629938
2010,9,福建,9559586.762555301
2010,9,西藏,0.0
2010,9,贵州,111995520.4033769
2010,9,辽宁,28344138.246216863
2010,9,重庆,36199445.77256868
2010,9,陕西,179493460.30169767
2010,9,青海,2393375.46525441
2010,9,黑龙江,44055866.11908035
2010,10,上海,0.0
2010,10,云南,40760091.191089414
2010,10,内蒙古,125238555.43601023
2010,10,北京,155375.99229775625
2010,10,吉林,21552266.70078421
2010,10,四川,87980000.34759164
2010,10,天津,19.91156626726638
2010,10,宁夏,45258626.46746749
2010,10,安徽,45789770.46928773
2010,10,山东,42839286.869141065
2010,10,山西,431941763.36021197
2010,10,广东,435.4776671555781
2010,10,广西,2469577.511069259
2010,10,新疆,27202413.330385853
2010,10,江苏,6245006.938282841
2010,10,江西,10247489.171253327
2010,10,河北,41769597.88929835
2010,10,河南,76798677.28410181
2010,10,浙江,23977.485667595618
2010,10,海南,928.5107751657057
2010,10,湖北,2939203.1937329415
2010,10,湖南,42531968.493719034
2010,10,甘肃,9810217.248493437
2010,10,福建,9632191.218979776
2010,10,西藏,0.0
2010,10,贵州,112955593.9687663
2010,10,辽宁,25175356.184570838
2010,10,重庆,4365568.166809246
2010,10,陕西,175109108.6446244
2010,10,青海,2444502.3109741295
2010,10,黑龙江,38150918.903058775
2010,11,上海,0.0
2010,11,云南,48786293.288323656
2010,11,内蒙古,129522203.70188555
2010,11,北京,155375.99229775625
2010,11,吉林,21713505.603782605
2010,11,四川,95568571.806144
2010,11,天津,19.91156626726638
2010,11,宁夏,44637305.54990216
2010,11,安徽,47146428.850311376
2010,11,山东,41839345.71447434
2010,11,山西,471477611.921878
2010,11,广东,435.4776671555781
2010,11,广西,2523973.4914892875
2010,11,新疆,28756793.998707764
2010,11,江苏,5903793.090320752
2010,11,江西,12199391.870539673
2010,11,河北,41231329.875260994
2010,11,河南,82391745.14467658
2010,11,浙江,23977.485667595618
2010,11,海南,928.5107751657057
2010,11,湖北,10483158.057647489
2010,11,湖南,45480349.79048129
2010,11,甘肃,10546103.004103756
2010,11,福建,10237228.355850361
2010,11,西藏,0.0
2010,11,贵州,129286641.24941961
2010,11,辽宁,26677441.187818635
2010,11,重庆,9851503.385277499
2010,11,陕西,177677803.2223372
2010,11,青海,3102760.4496155297
2010,11,黑龙江,46669860.913913965
2010,12,上海,0.0
2010,12,云南,51975081.68911669
2010,12,内蒙古,133535955.13732775
2010,12,北京,155375.99229775625
2010,12,吉林,19751765.617302246
2010,12,四川,112073714.72849539
2010,12,天津,19.91156626726638
2010,12,宁夏,41289076.16080007
2010,12,安徽,47911461.771941274
2010,12,山东,39884658.48557775
2010,12,山西,476251355.3386324
2010,12,广东,435.4776671555781
2010,12,广西,2491335.903237271
2010,12,新疆,31071829.036633994
2010,12,江苏,4499261.669639606
2010,12,江西,17762314.56350577
2010,12,河北,40316274.25139751
2010,12,河南,82825864.13024469
2010,12,浙江,23977.485667595618
2010,12,海南,928.5107751657057
2010,12,湖北,9895317.4189009
2010,12,湖南,49557898.39238651
2010,12,甘肃,11274821.041315274
2010,12,福建,7792878.3228931865
2010,12,西藏,0.0
2010,12,贵州,132931002.1302853
2010,12,辽宁,26276199.303389426
2010,12,重庆,5022335.059161078
2010,12,陕西,185559595.70509124
2010,12,青海,5218133.69126896
2010,12,黑龙江,47976858.311330765
2011,1,上海,0.0
2011,1,云南,31791818.843292363
2011,1,内蒙古,164191415.70724493
2011,1,北京,1588407.0917797692
2011,1,吉林,25416991.072752226
2011,1,四川,103308431.33309945
2011,1,天津,20.93426874124116
2011,1,宁夏,51306239.046127
2011,1,安徽,49901709.47735073
2011,1,山东,48266723.04411725
2011,1,山西,521586946.6980785
2011,1,广东,16972.976479209272
2011,1,广西,2652663.1430554446
2011,1,新疆,27317479.70541787
2011,1,江苏,6820004.113447784
2011,1,江西,11595276.487888332
2011,1,河北,44751255.65981162
2011,1,河南,77998904.73762642
2011,1,浙江,29326.392750035102
2011,1,海南,197.7856472524976
2011,1,湖北,658461.3688526836
2011,1,湖南,39468649.17105998
2011,1,甘肃,11803399.143467221
2011,1,福建,6469170.113076448
2011,1,西藏,0.0
2011,1,贵州,103389887.56218985
2011,1,辽宁,31182045.388066813
2011,1,重庆,26282815.2376701
2011,1,陕西,180137321.0460147
2011,1,青海,3313801.038794478
2011,1,黑龙江,34361508.040561095
2011,2,上海,0.0
2011,2,云南,24222338.12364053
2011,2,内蒙古,125098221.27082308
2011,2,北京,1227405.4805236058
2011,2,吉林,19365326.497500885
2011,2,四川,78711185.63891798
2011,2,天津,19.031153386595445
2011,2,宁夏,39090467.775794506
2011,2,安徽,38020350.010993265
2011,2,山东,36774646.06405783
2011,2,山西,397399577.7364511
2011,2,广东,16164.739500852866
2011,2,广西,2021076.6768622517
2011,2,新疆,20813317.83412348
2011,2,江苏,5196193.601090734
2011,2,江西,8834496.356158903
2011,2,河北,34096194.72835365
2011,2,河南,59427736.838247456
2011,2,浙江,22343.918246373174
2011,2,海南,171.98751930176658
2011,2,湖北,501684.8515752663
2011,2,湖南,30071351.69639619
2011,2,甘肃,8993065.99822534
2011,2,福建,4928891.506040676
2011,2,西藏,0.0
2011,2,贵州,78773247.52763936
2011,2,辽宁,23757748.825239632
2011,2,重庆,30663284.38700233
2011,2,陕西,137247482.45990846
2011,2,青海,2524800.7870140006
2011,2,黑龙江,26180196.556205254
2011,3,上海,0.0
2011,3,云南,45109600.808446236
2011,3,内蒙古,162157116.70797047
2011,3,北京,1251472.2543570558
2011,3,吉林,15106927.436858939
2011,3,四川,125530770.32552929
2011,3,天津,19.031153386595445
2011,3,宁夏,45968467.34331791
2011,3,安徽,48272087.9657251
2011,3,山东,43569995.77696672
2011,3,山西,562300246.9341288
2011,3,广东,19267.900943769462
2011,3,广西,2956855.8044377267
2011,3,新疆,25142210.528515313
2011,3,江苏,6396947.8949859245
2011,3,江西,18112109.53820994
2011,3,河北,45081368.16050814
2011,3,河南,70026034.53885338
2011,3,浙江,22185.265744242584
2011,3,海南,1261.7004417663766
2011,3,湖北,2944986.5595478727
2011,3,湖南,48258927.15566403
2011,3,甘肃,12882031.10604117
2011,3,福建,12375038.329327164
2011,3,西藏,0.0
2011,3,贵州,113744359.40430586
2011,3,辽宁,32083535.611806255
2011,3,重庆,38600805.50507858
2011,3,陕西,180699019.14571336
2011,3,青海,2872489.9653212256
2011,3,黑龙江,35220646.552597016
2011,4,上海,0.0
2011,4,云南,29519587.51873829
2011,4,内蒙古,144667672.54099888
2011,4,北京,834314.8362380372
2011,4,吉林,20431745.42450426
2011,4,四川,102722277.6815604
2011,4,天津,19.031153386595445
2011,4,宁夏,48718874.24459339
2011,4,安徽,42282192.40377183
2011,4,山东,41553903.427389875
2011,4,山西,511938077.6253152
2011,4,广东,20606.21642972753
2011,4,广西,3171466.306372722
2011,4,新疆,21463498.99148246
2011,4,江苏,6488441.786213374
2011,4,江西,9270653.223349165
2011,4,河北,41559881.9776676
2011,4,河南,73125619.51593366
2011,4,浙江,22185.265744242584
2011,4,海南,2351.4133642309857
2011,4,湖北,4462100.847799809
2011,4,湖南,46556441.258720666
2011,4,甘肃,10602070.140603917
2011,4,福建,11995102.942023259
2011,4,西藏,0.0
2011,4,贵州,117375551.11458606
2011,4,辽宁,27344910.433368742
2011,4,重庆,40294771.75973659
2011,4,陕西,178563482.6806737
2011,4,青海,2276714.268810157
2011,4,黑龙江,32938517.794686876
2011,5,上海,0.0
2011,5,云南,25709634.619510658
2011,5,内蒙古,148522389.30573785
2011,5,北京,834314.8362380372
2011,5,吉林,22346286.723432917
2011,5,四川,94148077.74414694
2011,5,天津,19.031153386595445
2011,5,宁夏,50289662.185988516
2011,5,安徽,46777064.93266803
2011,5,山东,42090349.05256968
2011,5,山西,503574360.22224414
2011,5,广东,21938.128492307802
2011,5,广西,3171466.306372722
2011,5,新疆,22210626.092814084
2011,5,江苏,6915413.278608144
2011,5,江西,11845834.674279483
2011,5,河北,43156712.04856525
2011,5,河南,74609556.79957834
2011,5,浙江,22185.265744242584
2011,5,海南,3441.1262866955954
2011,5,湖北,4729826.8986677965
2011,5,湖南,42627627.650389805
2011,5,甘肃,11090273.702739485
2011,5,福建,11479476.34496796
2011,5,西藏,0.0
2011,5,贵州,120136048.35482627
2011,5,辽宁,28170909.31768354
2011,5,重庆,38781014.68110604
2011,5,陕西,184420463.3877398
2011,5,青海,1791582.6302225725
2011,5,黑龙江,32783059.43243141
2011,6,上海,0.0
2011,6,云南,28879563.735349804
2011,6,内蒙古,142164392.04911503
2011,6,北京,834314.8362380372
2011,6,吉林,24410401.561340384
2011,6,四川,99752129.99082235
2011,6,天津,19.031153386595445
2011,6,宁夏,50246878.078635335
2011,6,安徽,46683932.35028087
2011,6,山东,42638584.6914897
2011,6,山西,542117512.9178897
2011,6,广东,30006.441948322936
2011,6,广西,3397999.613970774
2011,6,新疆,26141542.439714435
2011,6,江苏,6457943.822470892
2011,6,江西,12103352.81937252
2011,6,河北,41686782.38065283
2011,6,河南,71545094.5984423
2011,6,浙江,22185.265744242584
2011,6,海南,4530.839209160206
2011,6,湖北,4372858.830843812
2011,6,湖南,43937232.18650008
2011,6,甘肃,13040571.438074881
2011,6,福建,9525522.924547883
2011,6,西藏,0.0
2011,6,贵州,128595636.67169136
2011,6,辽宁,29953327.962783895
2011,6,重庆,39033307.527544454
2011,6,陕西,183598883.00507706
2011,6,青海,3119311.3253043843
2011,6,黑龙江,36147178.39163957
2011,7,上海,0.0
2011,7,云南,29477321.797193747
2011,7,内蒙古,143902823.60190836
2011,7,北京,417157.4181190186
2011,7,吉林,23004410.294939656
2011,7,四川,100312535.21548998
2011,7,天津,19.031153386595445
2011,7,宁夏,50528030.78409907
2011,7,安徽,48031903.93746349
2011,7,山东,42556054.59530818
2011,7,山西,519194205.9665191
2011,7,广东,18512.29698519027
2011,7,广西,3040315.444079113
2011,7,新疆,29151397.33365039
2011,7,江苏,6579935.677440824
2011,7,江西,19056342.73688439
2011,7,河北,41221480.90304027
2011,7,河南,74521749.8597177
2011,7,浙江,22185.265744242584
2011,7,海南,5620.552131624814
2011,7,湖北,8834959.678643623
2011,7,湖南,38240452.45442035
2011,7,甘肃,11160736.072532253
2011,7,福建,9715490.618199833
2011,7,西藏,0.0
2011,7,贵州,96647086.17443116
2011,7,辽宁,29149065.891214233
2011,7,重庆,34600161.79726934
2011,7,陕西,175858278.98166218
2011,7,青海,3195911.05771295
2011,7,黑龙江,31645104.220721435
2011,8,上海,0.0
2011,8,云南,31240406.1816224
2011,8,内蒙古,144049089.5344834
2011,8,北京,417157.4181190186
2011,8,吉林,24769378.05488951
2011,8,四川,105468263.28243126
2011,8,天津,19.031153386595445
2011,8,宁夏,47783735.89815973
2011,8,安徽,47482911.87286548
2011,8,山东,44560356.93114485
2011,8,山西,509117038.81816757
2011,8,广东,4546.430598230747
2011,8,广西,3052238.249742168
2011,8,新疆,28284888.01824356
2011,8,江苏,6435070.3496640315
2011,8,江西,16652840.04934942
2011,8,河北,42754860.77244531
2011,8,河南,74407600.83789887
2011,8,浙江,22185.265744242584
2011,8,海南,4437.27799865117
2011,8,湖北,7228603.373435688
2011,8,湖南,44919435.588582784
2011,8,甘肃,9899962.95588317
2011,8,福建,10014011.279652901
2011,8,西藏,0.0
2011,8,贵州,99368006.39330584
2011,8,辽宁,29127329.078469098
2011,8,重庆,38600805.50507858
2011,8,陕西,177584456.58007908
2011,8,青海,3200166.5984023144
2011,8,黑龙江,32459706.038940046
2011,9,上海,0.0
2011,9,云南,38830122.17897442
2011,9,内蒙古,151403523.45677388
2011,9,北京,125147.22543570561
2011,9,吉林,30273684.289309394
2011,9,四川,112137085.45597506
2011,9,天津,19.031153386595445
2011,9,宁夏,48071000.618959606
2011,9,安徽,45453601.919797815
2011,9,山东,43847061.09986177
2011,9,山西,526549733.3260956
2011,9,广东,416.2225195563362
2011,9,广西,3707992.5612102123
2011,9,新疆,29426529.853505846
2011,9,江苏,6229209.094402266
2011,9,江西,18197948.919907622
2011,9,河北,42680835.537370585
2011,9,河南,71799734.72403811
2011,9,浙江,22185.265744242584
2011,9,海南,2958.185332434114
2011,9,湖北,8031781.526039654
2011,9,湖南,45508757.629832424
2011,9,甘肃,10732928.8273619
2011,9,福建,10719605.570360152
2011,9,西藏,0.0
2011,9,贵州,113111127.06245875
2011,9,辽宁,29942459.556411333
2011,9,重庆,33771199.58754308
2011,9,陕西,184231528.52622145
2011,9,青海,3187399.97633422
2011,9,黑龙江,40873112.60420555
2011,10,上海,0.0
2011,10,云南,34035981.763781495
2011,10,内蒙古,148467539.5810221
2011,10,北京,125147.22543570561
2011,10,吉林,23991595.652199723
2011,10,四川,103955169.17582889
2011,10,天津,19.031153386595445
2011,10,宁夏,48083224.649631955
2011,10,安徽,44007596.03536558
2011,10,山东,44701837.096027434
2011,10,山西,486099066.1350131
2011,10,广东,416.2225195563362
2011,10,广西,2706476.8855135636
2011,10,新疆,28612991.454278085
2011,10,江苏,6000474.366333638
2011,10,江西,9013135.07825613
2011,10,河北,41031130.298562415
2011,10,河南,66794739.15198215
2011,10,浙江,22185.265744242584
2011,10,海南,887.4555997302339
2011,10,湖北,2677260.508679885
2011,10,湖南,44395593.77413868
2011,10,甘肃,10332803.227467282
2011,10,福建,10801020.29621099
2011,10,西藏,0.0
2011,10,贵州,114080764.08591232
2011,10,辽宁,26594990.393661905
2011,10,重庆,4072727.378220245
2011,10,陕西,179731443.64278656
2011,10,青海,3255488.627364057
2011,10,黑龙江,35394759.91832313
2011,11,上海,0.0
2011,11,云南,40738117.608698525
2011,11,内蒙古,153545709.92761305
2011,11,北京,125147.22543570561
2011,11,吉林,24171083.89897429
2011,11,四川,112921652.77050962
2011,11,天津,19.031153386595445
2011,11,宁夏,47423126.993325815
2011,11,安徽,45311452.188785836
2011,11,山东,43658420.88001836
2011,11,山西,530591960.0732508
2011,11,广东,416.2225195563362
2011,11,广西,2766090.91382884
2011,11,新疆,30247974.35962602
2011,11,江苏,5672621.256101937
2011,11,江西,10729922.712209683
2011,11,河北,40502378.619457215
2011,11,河南,71659243.62026113
2011,11,浙江,22185.265744242584
2011,11,海南,887.4555997302339
2011,11,湖北,9548895.814291589
2011,11,湖南,47473164.43399786
2011,11,甘肃,11107889.295187678
2011,11,福建,11479476.34496796
2011,11,西藏,0.0
2011,11,贵州,130574487.73996398
2011,11,辽宁,28181777.72405611
2011,11,重庆,9190667.977399666
2011,11,陕西,182367943.75579143
2011,11,青海,4132130.009373202
2011,11,黑龙江,43298263.055390716
2011,12,上海,0.0
2011,12,云南,43400858.06600342
2011,12,内蒙古,158303923.54669586
2011,12,北京,125147.22543570561
2011,12,吉林,21987310.22988379
2011,12,四川,132423754.58894001
2011,12,天津,19.031153386595445
2011,12,宁夏,43865934.06767618
2011,12,安徽,46046709.41815817
2011,12,山东,41618748.50296105
2011,12,山西,535964240.3519635
2011,12,广东,416.2225195563362
2011,12,广西,2730322.4968396737
2011,12,新疆,32683055.282484647
2011,12,江苏,4323086.360497042
2011,12,江西,15622767.468977291
2011,12,河北,39603500.76497841
2011,12,河南,72036813.46166183
2011,12,浙江,22185.265744242584
2011,12,海南,887.4555997302339
2011,12,湖北,9013443.71255561
2011,12,湖南,51729379.176356286
2011,12,甘肃,11875425.823287418
2011,12,福建,8738513.907989794
2011,12,西藏,0.0
2011,12,贵州,134255150.72695088
2011,12,辽宁,27757909.875526156
2011,12,重庆,4685438.576713555
2011,12,陕西,190457791.00807324
2011,12,青海,6949297.9457326885
2011,12,黑龙江,44510838.28098331
2012,1,上海,0.0
2012,1,云南,30138892.645601828
2012,1,内蒙古,170153907.36060172
2012,1,北京,1590517.1229961005
2012,1,吉林,22493239.883437637
2012,1,四川,97028672.77348565
2012,1,天津,20.699520044474045
2012,1,宁夏,52303905.8660483
2012,1,安徽,50904925.21471736
2012,1,山东,48374912.59198232
2012,1,山西,538223267.4809222
2012,1,广东,16782.648163565562
2012,1,广西,2636381.894951549
2012,1,新疆,31094168.320368208
2012,1,江苏,6744751.914859503
2012,1,江西,11513136.76221703
2012,1,河北,41307822.72067573
2012,1,河南,71429527.33798006
2012,1,浙江,28223.65191952319
2012,1,海南,195.56775641018243
2012,1,湖北,637967.4406037194
2012,1,湖南,36342665.60176562
2012,1,甘肃,11808053.965936795
2012,1,福建,5897960.001050516
2012,1,西藏,0.0
2012,1,贵州,109217271.46914233
2012,1,辽宁,29133641.71626771
2012,1,重庆,26266751.829109576
2012,1,陕西,194992585.67207426
2012,1,青海,2831383.679556855
2012,1,黑龙江,32349946.84456316
2012,2,上海,0.0
2012,2,云南,22962965.78476189
2012,2,内蒙古,129641072.04632899
2012,2,北京,1229035.9591914504
2012,2,吉林,17137706.547662236
2012,2,四川,73926607.69716603
2012,2,天津,18.81774548060649
2012,2,宁夏,39850594.87534766
2012,2,安徽,38784704.85716398
2012,2,山东,36857076.19561929
2012,2,山西,410074869.7391423
2012,2,广东,15983.474438370435
2012,2,广西,2008671.916423996
2012,2,新疆,23690794.869015805
2012,2,江苏,5138858.5927435355
2012,2,江西,8771913.708138645
2012,2,河北,31472626.779348787
2012,2,河南,54422496.92352612
2012,2,浙江,21503.734757939656
2012,2,海南,170.05891856985946
2012,2,湖北,486070.43007975747
2012,2,湖南,27689649.933511093
2012,2,甘肃,8996612.52962448
2012,2,福建,4493683.802406759
2012,2,西藏,0.0
2012,2,贵州,83213159.06797099
2012,2,辽宁,22197060.316142485
2012,2,重庆,30644543.743716557
2012,2,陕西,148565779.29791683
2012,2,青海,2157244.7044329336
2012,2,黑龙江,24647578.504811905
2012,3,上海,0.0
2012,3,云南,42764253.997331835
2012,3,内蒙古,168045734.2750886
2012,3,北京,1253134.7031944678
2012,3,吉林,13369156.945695011
2012,3,四川,117900193.42803562
2012,3,天津,18.81774548060649
2012,3,宁夏,46862339.42366729
2012,3,安徽,49242542.06098498
2012,3,山东,43667657.64100675
2012,3,山西,580235142.2444658
2012,3,广东,19051.83824332858
2012,3,广西,2938707.5133192223
2012,3,新疆,28618164.43354909
2012,3,江苏,6326363.715659232
2012,3,江西,17983805.24892877
2012,3,河北,41612534.36408323
2012,3,河南,64128163.91831269
2012,3,浙江,21351.047960266962
2012,3,海南,1247.5522267952151
2012,3,湖北,2853326.9025042113
2012,3,湖南,44436738.74717412
2012,3,甘肃,12887111.300917009
2012,3,福建,11282356.129467897
2012,3,西藏,0.0
2012,3,贵州,120155354.37807044
2012,3,辽宁,29975911.45394162
2012,3,重庆,38577213.64461822
2012,3,陕西,195600604.95531517
2012,3,青海,2454317.9002865213
2012,3,黑龙江,33158790.42510893
2012,4,上海,0.0
2012,4,云南,27984799.5975044
2012,4,内蒙古,149921173.68367895
2012,4,北京,835423.1354629785
2012,4,吉林,18081453.849326134
2012,4,四川,96478149.35428096
2012,4,天津,18.81774548060649
