中文,date,ep,ep_s_1,ep_s_2,ep_pu,ep_ps_1,ep_ps_2,1_1,1_2,2_1,2_2
天津,2014-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2014-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2014-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2014-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2014-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2015-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2015-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2016-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2016-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2017-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2017-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2018-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2018-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2019-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2019-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2020-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2020-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2021-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2021-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-01-01,0.0,8.770909093489623,14.618181822482706,10.722436366791063,0.7309090911241354,3.654545455620677,0.20428539950913963,0.23381707995859963,0.26334876040805966,0.2928804408575197
天津,2022-02-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-03-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-04-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-05-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-06-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-07-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-08-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-09-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-10-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-11-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
天津,2022-12-01,0.0,7.973553715265306,13.289256192108844,9.74766941691184,0.6644628096054422,3.322314048027211,0.18571399941194536,0.21256098161822587,0.23940796382450633,0.2662549460307868
宁夏,2000-01-01,8878029.0453164,1016824.3578897432,1694707.2631495723,1243067.7775202114,84735.36315747863,423676.8157873931,113360.16710993771,116783.81814660352,120207.46918326932,123631.12021993512
宁夏,2000-02-01,6764212.594037455,774723.3189319586,1291205.5315532645,947099.2573943196,64560.27657766323,322801.3828883161,86369.65097920602,88978.14700254594,91586.64302588587,94195.13904922579
宁夏,2000-03-01,7954381.29611767,911036.516387831,1518394.1939797185,1113742.1412841233,75919.70969898591,379598.5484949296,101566.4612473597,104633.92426550054,107701.3872836414,110768.85030178224
宁夏,2000-04-01,8430311.569120321,965546.0805913308,1609243.4676522182,1180380.083522902,80462.17338261091,402310.86691305455,107643.43340017338,110894.4303045213,114145.42720886922,117396.42411321714
宁夏,2000-05-01,8702120.636146283,996677.0983697744,1661128.4972829572,1218437.7527570492,83056.42486414786,415282.1243207393,111114.05971855816,114469.87486458433,117825.6900106105,121181.50515663667
宁夏,2000-06-01,8694717.276344018,995829.1718154976,1659715.2863591628,1217401.162544446,82985.76431795815,414928.8215897907,111019.52904062545,114372.48921508841,117725.44938955136,121078.40956401432
宁夏,2000-07-01,8743367.926473178,1001401.2606007444,1669002.1010012403,1224213.04108441,83450.10505006203,417250.5252503101,111640.73063846864,115012.45205463275,118384.17347079689,121755.894886961
宁夏,2000-08-01,8268495.27629942,947012.8287621408,1578354.7146035682,1157723.1831617174,78917.73573017842,394588.6786508921,105577.26286821673,108765.85825125423,111954.45363429176,115143.04901732926
宁夏,2000-09-01,8318203.549257476,952706.0499122842,1587843.4165204738,1164683.1460177675,79392.17082602369,396960.8541301185,106211.96884862173,109419.73332644088,112627.49780426001,115835.26228207916
宁夏,2000-10-01,8320318.794915265,952948.3146420778,1588247.1910701296,1164979.3146499402,79412.35955350648,397061.7977675324,106238.97761374534,109447.55779772541,112656.13798170545,115864.71816568552
宁夏,2000-11-01,8206095.529394627,939866.0192332376,1566443.3653887291,1148986.2085126329,78322.16826943646,391610.8413471823,104780.50429707003,107945.03634836039,111109.56839965074,114274.10045094111
宁夏,2000-12-01,7590559.042977865,869366.9828633777,1448944.9714389627,1062801.136550479,72447.24857194813,362236.2428597407,96920.95364609765,99848.1152045602,102775.27676302276,105702.4383214853
宁夏,2001-01-01,7276414.193903516,833387.1349924237,1388978.5583207062,1018815.772528238,69448.92791603532,347244.63958017656,92909.75787212336,95715.77516166016,98521.79245119692,101327.80974073372
宁夏,2001-02-01,6327316.688576484,724684.4650075764,1207807.441679294,885926.7584717622,60390.3720839647,301951.8604198235,80791.09377918976,83231.10881288532,85671.12384658084,88111.1388802764
宁夏,2001-03-01,9026800.94008,1033863.6,1723106.0,1263898.2510000002,86155.3,430776.5,115259.77869777779,118740.80092,122221.82314222223,125702.84536444445
宁夏,2001-04-01,10887758.1912,1247004.0,2078340.0,1524462.3900000004,103917.0,519585.00000000006,139021.63213333333,143220.2988,147418.96546666668,151617.63213333333
宁夏,2001-05-01,9872690.59968,1130745.6,1884576.0,1382336.4959999998,94228.8,471144.0,126060.62116848485,129867.8454109091,133675.06965333334,137482.29389575758
宁夏,2001-06-01,9956226.590960002,1140313.2000000002,1900522.0000000005,1394032.8870000003,95026.10000000003,475130.5000000001,127127.26038343436,130966.69876727276,134806.13715111112,138645.57553494952
宁夏,2001-07-01,10075563.72136,1153981.2,1923302.0,1410742.017,96165.1,480825.5,128651.03069050502,132536.48927636363,136421.9478622222,140307.4064480808
宁夏,2001-08-01,7751999.594159999,887857.2,1479762.0,1085405.427,73988.1,369940.5,98982.32647636361,101971.74465818181,104961.16283999996,107950.58102181816
宁夏,2001-09-01,8495399.71824,973000.8,1621668.0,1189493.478,81083.40000000001,405417.0,108474.51915393941,111750.61612363637,115026.71309333334,118302.81006303031
宁夏,2001-10-01,8452578.747919999,968096.4,1613494.0,1183497.8490000002,80674.70000000001,403373.5,107927.75451434341,111187.33835272727,114446.9221911111,117706.50602949494
宁夏,2001-11-01,11200140.6796,1282782.0,2137970.0,1568200.995,106898.5,534492.5,143010.3249959596,147329.45630909092,151648.58762222223,155967.71893535354
宁夏,2001-12-01,9558904.145039998,1094806.7999999998,1824678.0,1338401.3129999998,91233.9,456169.5,122054.00159636363,125740.2197781818,129426.43795999998,133112.65614181815
宁夏,2002-01-01,9873980.290886052,1130893.311775415,1884822.1862923584,1382517.073645445,94241.10931461792,471205.5465730896,126077.08874365181,129884.81033212121,133692.53192059064,137500.25350906004
宁夏,2002-02-01,8586069.81575395,983385.4882245852,1638975.8137076425,1202188.7593545555,81948.79068538212,409743.95342691056,109632.25105069164,112943.31330060607,116254.3755505205,119565.43780043494
宁夏,2002-03-01,10909519.66792,1249496.4,2082494.0,1527509.3490000002,104124.7,520623.50000000006,139299.49613050505,143506.55471636364,147713.61330222222,151920.6718880808
宁夏,2002-04-01,11077293.6336,1268712.0,2114520.0,1551000.4200000002,105726.0,528630.0,141441.73791515152,145713.4954909091,149985.25306666666,154257.01064242425
宁夏,2002-05-01,10093113.29936,1155991.2,1926652.0,1413199.242,96332.6,481663.0,128875.1145591919,132767.3408218182,136659.56708444445,140551.79334707072
宁夏,2002-06-01,10637852.20048,1218381.6,2030636.0,1489471.5060000003,101531.80000000002,507659.00000000006,135830.67784323232,139932.97279272726,144035.26774222223,148137.56269171718
宁夏,2002-07-01,6360669.05032,728504.4,1214174.0,890596.6290000001,60708.7,303543.5,81216.9573668687,83669.83413454545,86122.71090222221,88575.58766989899
宁夏,2002-08-01,8908165.7928,1020276.0,1700460.0,1247287.41,85023.0,425115.0,113744.97174545455,117180.24447272727,120615.5172,124050.78992727272
宁夏,2002-09-01,10897585.95488,1248129.6,2080216.0,1525838.4360000002,104010.80000000002,520054.00000000006,139147.11909979797,143349.57566545453,147552.0322311111,151754.48879676766
宁夏,2002-10-01,10423747.34888,1193859.6,1989766.0,1459493.3610000005,99488.30000000002,497441.50000000006,133096.85464525252,137116.5839381818,141136.31323111113,145156.04252404041
宁夏,2002-11-01,11283676.67088,1292349.6,2153916.0,1579897.3860000002,107695.8,538479.0,144076.9642109091,148428.30966545452,152779.65512,157131.00057454544
宁夏,2002-12-01,7587033.560959999,868963.2,1448272.0,1062307.512,72413.6,362068.0,96875.93811070707,99801.7401309091,102727.54215111109,105653.34417131312
宁夏,2003-01-01,10711674.705799036,1226836.6885321152,2044727.814220192,1499807.851730511,102236.39071100962,511181.953555048,136773.28926033003,140904.05252138092,145034.8157824318,149165.5790434827
宁夏,2003-02-01,9314499.741560966,1066814.511467885,1778024.1857798083,1304180.7402694896,88901.20928899042,444506.0464449521,118933.2949756296,122525.26302771003,126117.23107979044,129709.19913187088
宁夏,2003-03-01,12326823.5872,1411824.0,2353040.0,1725954.84,117652.0,588260.0,157396.50936565656,162150.12552727273,166903.7416888889,171657.35785050507
宁夏,2003-04-01,12985283.75376,1487239.2,2478732.0,1818149.922,123936.6,619683.0,165804.13611878786,170811.67551272726,175819.2149066667,180826.75430060606
宁夏,2003-05-01,11615012.70352,1330298.4,2217164.0,1626289.794,110858.2,554291.0,148307.66765171717,152786.78684363636,157265.90603555556,161745.02522747475
宁夏,2003-06-01,12456690.4644,1426698.0,2377830.0,1744138.3050000002,118891.5,594457.5,159054.7299939394,163858.42696363636,168662.12393333335,173465.8209030303
宁夏,2003-07-01,12208188.43992,1398236.4,2330394.0,1709343.999,116519.7,582598.5,155881.70241333335,160589.56908000002,165297.43574666666,170005.30241333332
宁夏,2003-08-01,12658159.61984,1449772.8,2416288.0,1772347.248,120814.4,604072.0,161627.21280646464,166508.60270545454,171389.99260444441,176271.38250343435
宁夏,2003-09-01,13212024.30152,1513208.4,2522014.0,1849897.269,126100.7,630503.5,168699.2997022222,173794.27747999996,178889.25525777775,183984.23303555555
宁夏,2003-10-01,12713616.286320005,1456124.4,2426874.0000000005,1780112.0790000004,121343.70000000004,606718.5000000001,162335.3178315152,167238.09358909095,172140.8693466667,177043.64510424246
宁夏,2003-11-01,12232757.84912,1401050.4,2335084.0,1712784.114,116754.2,583771.0,156195.41982949496,160912.76124363637,165630.10265777778,170347.4440719192
宁夏,2003-12-01,11618522.61912,1330700.4,2217834.0,1626781.239,110891.7,554458.5,148352.48442545455,152832.95715272726,157313.42987999998,161793.90260727273
宁夏,2004-01-01,12316661.550322594,1410660.1147986816,2351100.191331136,1724531.9903413884,117555.0095665568,587775.047832784,157266.75419221434,162016.45154843887,166766.14890466337,171515.8462608879
宁夏,2004-02-01,11196965.037197404,1282418.2852013183,2137363.808668864,1567756.353658612,106868.1904334432,534340.952167216,142969.77642919976,147287.68311337932,151605.58979755882,155923.49648173834
宁夏,2004-03-01,13341891.17872,1528082.4,2546804.0,1868080.734,127340.2,636701.0,170357.52033050504,175502.57891636365,180647.6375022222,185792.6960880808
宁夏,2004-04-01,14924863.11432,1709384.4,2848974.0,2089722.429,142448.7,712243.5,190569.88528606063,196325.38831636365,202080.8913466667,207836.39437696975
宁夏,2004-05-01,14463660.20448,1656561.6,2760936.0,2025146.556,138046.80000000002,690234.0,184680.9612169697,190258.60970181818,195836.2581866667,201413.90667151517
宁夏,2004-06-01,13886630.07984,1590472.8,2650788.0,1944352.998,132539.4,662697.0,177313.08361454544,182668.21088727273,188023.33815999998,193378.46543272727
宁夏,2004-07-01,13217640.16648,1513851.6,2523086.0,1850683.581,126154.3,630771.5,168771.006540202,173868.14997454543,178965.29340888886,184062.4368432323
