,date,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,江苏,江西,河北,河南,浙江,海南,湖北,湖南,甘肃,福建,西藏,贵州,辽宁,重庆,陕西,青海,黑龙江
12,2011-01-01,0.0,21454628.346973784,93129547.5713626,1189983.7182241173,22155157.03106436,85731112.6178489,20.61719064092195,45082321.42169118,167983342.84781006,23048777.598351866,315694129.7194419,16715.897562084832,1082568.5678371857,14695459.214698022,7100552.014863087,13199657.308486031,31285544.92728464,149745326.62778628,28882.204466348972,194.78991341166468,559330.9070455186,36326837.00214796,8110445.6917632185,3477810.217742426,0.0,172645909.87011626,47355233.57977785,55251377.56794275,85316979.03385435,3979916.404080232,55054743.527076
13,2011-02-01,0.0,16346383.473655438,70955845.64363976,919532.8735567306,16880119.612974532,65318942.83184674,18.742900568343558,34348435.30838889,127987308.61092523,17560973.377327338,240528860.31483337,15919.902436972628,824814.1454703263,11196540.334328393,5409944.382744831,10056881.741127232,23836605.616885703,114091677.2296756,22005.489078446688,169.38253335394674,426156.8808076425,27677590.04810936,6179387.182836864,2649760.1612303657,0.0,131539740.6216613,36080177.90197519,64459940.37622191,65003412.48269255,3032317.254908952,41946471.184818886
14,2011-03-01,0.0,30442099.74258066,91975690.99115561,937562.929680377,13168212.895951664,104172452.03427288,18.742900568343558,40392070.410205014,162497573.48305875,20805952.409624644,340336138.0507319,18976.062260321527,1206711.5125006707,13525271.488199167,6660092.942635177,20618192.182640333,31516326.1493828,134438700.77076596,21849.239585210667,1242.5902648506162,2501622.846088793,44417384.87386033,8851603.882511837,6652790.697170457,0.0,189936355.33395654,48724299.64275667,81146089.56848119,85583011.55125318,3449896.297243221,56431273.63682956
15,2011-04-01,0.0,19921218.798216693,82055659.45035437,625041.9531202512,17809681.995910864,85244689.54411703,18.742900568343558,42808827.71436567,142333881.89123327,19843209.11046463,309854084.5572953,20294.107129848682,1294295.4126015261,11546305.787919596,6755350.5294189975,10553387.467891732,29054459.715476055,140389404.39108953,21849.239585210667,2315.7979963472853,3790337.6455890806,42850421.49974856,7284978.932803749,6448538.351204699,0.0,195999911.56286767,41527892.24294572,84707122.44403552,84571574.72763525,2734362.2504075905,52774798.10280476
16,2011-05-01,0.0,17350081.74326174,84242058.94492945,625041.9531202512,19478524.81836811,78129339.02570464,18.742900568343558,44189064.66363075,157464900.86807778,20099377.649130024,304791886.3878497,21605.845564593405,1294295.4126015261,11948223.38662241,7199885.934410142,13484883.98675056,30170801.551872216,143238324.8212161,21849.239585210667,3389.0057278439544,4017757.9043244263,39234352.17487526,7620437.255368171,6171338.738822596,0.0,200609536.0529662,42782311.88144486,81524922.85311471,87345569.01868388,2151713.097984291,52525719.38795295
17,2011-06-01,0.0,19489300.370601434,80635796.0631659,625041.9531202512,21277745.986329813,82779894.92009187,18.742900568343558,44151470.661121584,157151390.11501327,20361176.265568264,328120397.816144,29551.95339045088,1386745.0849302062,14062862.858315952,6723598.000491053,13778033.638636433,29143175.623004228,137355051.27024463,21849.239585210667,4462.2134593406245,3714530.892677299,40439708.61649967,8960541.37901472,5120898.102427262,0.0,214735804.6516556,45489217.417153575,82055289.45160148,86956450.56241263,3746331.830932269,57915782.77734644
18,2011-07-01,0.0,19892695.883185502,81621836.30953354,312520.9765601256,20052189.538587797,83244950.50953059,18.742900568343558,44398516.96332468,161689045.75147155,20321765.721158206,314245906.7382576,18231.902955995196,1240771.9180954476,15682016.613090146,6850608.116202814,21693074.239555243,28817883.962067597,143069749.64783588,21849.239585210667,5535.421190837293,7504868.538266382,35196408.095433414,7668853.920480564,5223024.27541014,0.0,161386423.00818437,44267808.821772836,72735990.64961901,83290331.03015675,3838329.065525422,50702463.19523758
19,2011-08-01,0.0,21082508.910201088,81704798.5037941,312520.9765601256,21590654.015540555,87523461.93236676,18.742900568343558,41987130.23095104,159840982.36498684,21278878.94254534,308146631.18491864,4477.568695522858,1245637.6903232732,15215877.26052053,6699783.6037951,18957010.821953677,29889867.84469967,142850601.92244148,21849.239585210667,4370.069361187337,6140346.985854311,41343725.94771801,6802541.448290992,5383508.261526095,0.0,165929959.6919733,44234797.77865443,81146089.56848119,84107886.53235729,3843440.0230028187,52007635.66106113
20,2011-09-01,0.0,26204409.50937442,85876241.33395769,93756.29296803767,26388577.130105127,93057623.44668747,18.742900568343558,42239547.10494115,153009748.06137317,20938259.237286966,318697890.86690414,409.91826085772675,1513255.1628536638,15830024.36372356,6485454.033531515,20715908.733268972,29838116.898641564,137843919.27304748,21849.239585210667,2913.3795741248923,6822607.762060345,41886136.346449,7374895.596583899,5762834.046891078,0.0,188878950.43300205,45472711.89559437,70993357.54030524,87256085.33187588,3828107.150570627,65487775.70884193
21,2011-10-01,0.0,22969096.00440735,84210948.12208171,93756.29296803767,20912686.618917294,86267811.8408822,18.742900568343558,42250288.24851521,148142081.10589978,21346439.875819735,294214843.0139992,409.91826085772675,1104530.2957163397,15392380.75624716,6247310.06657197,10260237.81600585,28684810.100775342,128235134.39037201,21849.239585210667,874.0138722374674,2274202.5873534484,40861583.371068224,7099958.105409963,5806602.406740883,0.0,190498101.68758866,40389011.25536095,8561632.232715577,85124746.60972115,3909882.470208985,56710241.79746361
22,2011-11-01,0.0,27492015.387925547,87091291.8040654,93756.29296803767,21069140.63352266,93708701.27190176,18.742900568343558,41670266.49551665,152531231.64880127,20848177.99292114,321144476.7394038,409.91826085772675,1128859.156855466,16271921.06748253,5905970.380596629,12214568.828578398,28315160.48607463,137574198.99563903,21849.239585210667,874.0138722374674,8111322.5615606345,43694171.00888565,7632541.421646271,6171338.738822596,0.0,218040194.96713847,42798817.403004065,19320497.516305044,86373450.78472403,4962739.710552842,69373403.66053039
23,2011-12-01,0.0,29288959.034890894,89790155.68610412,93756.29296803767,19165616.78915737,109892635.78436913,18.742900568343558,38544593.715468876,155006316.54141498,19874174.53821539,324396086.76901376,409.91826085772675,1114261.8401719902,17581874.72251392,4500920.975535335,17784412.214410145,27686756.141083416,138299072.2411742,21849.239585210667,874.0138722374674,7656482.04408994,47611579.44416508,8159937.238049107,4697803.957212474,0.0,224186360.95393682,42155102.06219531,9849665.400469244,90204979.55623107,8346193.560589897,71316217.63637465
24,2012-01-01,0.0,20271642.01994222,96191121.508182,1187609.2372810978,19541537.354511697,80252542.41550267,20.318328773879813,45806407.0949403,170791642.7555737,23023762.269109484,324682048.0153567,16473.587906919012,1072352.692784896,16671608.145072453,6998894.9139338555,13062648.08935915,28782387.704148214,136677984.37441844,27703.900267654117,191.96628539089846,540123.4686749406,33338658.206332576,8086711.927129884,3160204.204978631,0.0,181771407.2979424,44097520.910458975,55034321.36521074,92046204.20350431,3389239.5120340623,51659728.0526042
25,2012-02-01,0.0,15445060.55940991,73288473.40091614,917698.0473727226,14888790.339109614,61144794.113604054,18.47120796214909,34900119.62989239,130126965.67973724,17541914.078890514,247376798.05203655,15689.13133685976,817030.6216346762,12702177.61196089,5332491.353601879,9952493.764833525,21929438.212142017,104135606.95893705,21107.733500070455,166.92720464092557,411522.6420748911,25400882.398166135,6161304.314576656,2407774.6281224014,0.0,138492500.55442166,33598111.11067682,64206708.140171476,70130441.17434485,2582277.7189047956,39359792.73263593
26,2012-03-01,0.0,28763553.408466063,94999332.63554032,935692.1265128087,11614773.203259025,97515404.50283216,18.47120796214909,41040824.03633988,165214163.78831133,20783371.2663294,350025622.6308401,18700.989797976872,1195324.1376940154,15344061.251345603,6564741.8010548735,20404180.383338876,28994704.114960466,122707072.4479912,20957.858500656017,1224.5779734094854,2415717.0503649577,40763692.49106926,8825701.251366863,6045234.161652548,0.0,199975769.0875443,45372404.69364843,80827305.44320522,92333219.56314969,2937882.0195945553,52951372.815078065
27,2012-04-01,0.0,18822783.109890316,84753186.44251801,623794.7510085391,15708693.263021614,79797203.77396938,18.47120796214909,43496397.87178102,144713381.07615492,19821672.85297739,318675734.7987218,19999.928604150744,1282081.5347847098,13098977.228751622,6658635.605122406,10443845.883415164,26729811.675297823,128138495.21590856,20957.858500656017,2282.2287421780447,3660177.3490378144,39325624.641994886,7263660.748585393,5859634.867215851,0.0,206359825.0422353,38671060.36897679,84374348.72596031,91242007.45672081,2328543.526641611,49520378.14291465
28,2012-05-01,0.0,16393415.930029249,87011462.41327734,623794.7510085391,17180664.520464353,73136553.37712415,18.47120796214909,44898803.37335521,160097356.319238,20077563.36647164,313469414.14088804,21292.65239211325,1282081.5347847098,13554942.068930283,7096806.690770884,13344914.184363814,27756834.973763462,130738808.09913251,20957.858500656017,3339.8795109466046,3879787.989980083,36007006.528746374,7598137.412536387,5607750.110480326,0.0,211213099.18762717,39839184.60905716,81204650.47328562,94234795.61992922,1832367.8966656413,49286659.159797244
29,2012-06-01,0.0,18414680.223891478,83286645.96032134,623794.7510085391,18767633.532394793,77489919.64957201,18.47120796214909,44860605.55813722,159778604.37854153,20339077.847295426,337462096.15375817,29123.57533842461,1373658.787269332,15953944.381489335,6627337.670433233,13635021.014458679,26811429.420871254,125368931.19827364,20957.858500656017,4397.530279715165,3586973.802057059,37113212.56649589,8934319.961825185,4653239.453377292,0.0,226086036.0847959,42359873.758704305,81732933.51539803,93814986.13662486,3190322.252389347,54344337.95445777
30,2012-07-01,0.0,18795832.919305485,84305101.64515786,311897.37550426956,17686654.640210286,77925256.27681679,18.47120796214909,45111619.772426784,164392119.30967334,20299710.075988624,323192593.63769156,17967.61764903661,1229063.1254515075,17790831.30906622,6752529.409189936,21467905.42702005,26512164.3537687,130584943.43148609,20957.858500656017,5455.181048483724,7247151.151094874,32301216.302285537,7646412.39496231,4746039.100595642,0.0,169916780.83221394,41222489.63020498,72450245.77542208,89859707.93852334,3268665.7729118676,47575836.20337787
31,2012-08-01,0.0,19920040.86941553,84390791.16815901,311897.37550426956,19043628.1431653,81930353.24746881,18.47120796214909,42661502.76773103,162513160.50135785,21255784.52201109,316919669.65323865,4412.6629300643335,1233882.980845435,17262008.594954252,6603864.219416344,18760241.67946798,27498378.779447615,130384919.36354575,20957.858500656017,4306.721880381888,5929487.3054412585,37942867.09480802,6782635.030841426,4891867.11765305,0.0,174700473.98627406,41191749.51862392,80827305.44320522,90741746.67870656,3273018.1907186755,48800523.674913056
32,2012-09-01,0.0,24759525.093005657,88699367.49656032,93569.2126512809,23275545.508313138,87110859.11168179,18.47120796214909,42917973.812766,155567723.47776318,20915534.498573683,327771327.2552772,403.97618373828425,1498975.0275114463,17958742.170846306,6392603.1602644,20500882.66003718,27450768.427863106,125815138.73444815,20957.858500656017,2871.147920254593,6588319.228268065,38440659.81179529,7353314.2873763805,5236551.521606925,0.0,198862473.2262357,42344503.702913776,70714458.63705261,94138254.06627734,3259960.937298255,61449395.04122673
33,2012-10-01,0.0,21702603.47524069,86979328.84215191,93569.2126512809,18445639.8198292,80754944.35390791,18.47120796214909,42928887.47425684,150618680.18800354,21323272.129965607,302591238.7765852,403.97618373828425,1094107.174421538,17462247.12265176,6157868.650095574,10153739.053320292,26389737.735408533,117044852.67860427,20957.858500656017,861.3443760763776,2196106.409422689,37500384.679708205,7079181.351457776,5276322.798986218,0.0,200567207.5138644,37610526.51943013,8527997.679815311,91838809.78838703,3329599.622207162,53213138.076169565
34,2012-11-01,0.0,25976133.6965494,89954361.9688479,93569.2126512809,18583637.125214443,87720330.38982452,18.47120796214909,42339549.75375096,155081207.35775283,20825551.021300983,330287568.2523289,403.97618373828425,1118206.451391175,18460062.243804637,5821415.852186923,12087784.587286068,26049663.795519248,125568955.26621397,20957.858500656017,861.3443760763776,7832779.526940921,40099968.86841955,7610206.158142872,5607750.110480326,0.0,229565085.65138498,39854554.6648477,19244596.534096487,93186003.2870747,4226197.690409353,65095411.17785813
35,2012-12-01,0.0,27673995.703393683,92741949.26397888,93569.2126512809,16904669.90969383,102870045.01794308,18.47120796214909,39163674.25991374,157597670.04746106,19852604.673289884,333631752.7156235,403.97618373828425,1103746.885209393,19946169.87105361,4436482.242190839,17599814.3590885,25471538.097707465,126230573.3370934,20957.858500656017,861.3443760763776,7393558.245056383,43695138.49110542,8136058.645282329,4268783.772044125,0.0,236036117.84524074,39255122.48901699,9810970.782088405,97319737.08435078,7107498.278515423,66918419.24617388
36,2013-01-01,0.0,17627639.327906705,94622291.35606892,1124604.305817777,15598054.232723283,68175665.27090515,19.52283276345066,44324390.34583312,169802517.35116822,21372223.780843258,312906927.35506445,15828.619828921639,978158.8425554144,17566479.23990826,6616239.668717897,12284428.39103851,25218055.37140065,118748539.0407259,26619.246978424082,184.4504893889321,449791.08045496343,27484594.933313683,7518693.223069858,2535141.1735851625,0.0,173476079.15265375,38019487.957490936,51210198.80931112,93980718.2743867,2345646.6015168983,45652905.41485916
37,2013-02-01,0.0,13430582.321408361,72093174.2395074,869012.4184943947,11884231.77542171,51943363.92440849,17.748029771402106,33770964.01351449,129373346.32532747,16283599.042428516,238405277.56476367,15074.876024601233,745263.8787291364,13383984.159205941,5040944.500617686,9359564.471919637,19213756.4395953,90475077.2049541,20281.330995446475,160.3917298584398,342697.9654571233,20940643.72181977,5728528.159864862,1931536.128852179,0.0,132172250.55009934,28967228.868955612,59745231.83324087,71604356.65432505,1787159.3122926424,34783165.969084255
38,2013-03-01,0.0,25011962.26603784,93449939.9771277,886051.8774720758,9270911.445633415,82840709.78987147,17.748029771402106,39712992.571781844,164257339.8832653,19292540.308249116,337331376.16459507,17968.815270193296,1090328.6604045117,16167674.472801847,6205823.298269386,19188581.907916673,25404079.097408216,106610334.13579313,20137.323848916203,1176.6337303987625,2011702.962699912,33605838.878374174,8205775.200779625,4849535.3569319695,0.0,190849665.86621302,39118652.43752131,75210927.98618554,94273765.77035537,2033268.215613295,46794361.98835821
39,2013-04-01,0.0,16367753.114530705,83370903.41791086,590701.2516480506,12538678.252213106,67788848.68072964,17.748029771402106,42089118.97216766,143875285.72634515,18399826.360823702,307118442.8212339,19216.898484374226,1169465.4180145166,13802082.531606695,6294583.583822705,9821643.82016588,23419664.75552764,111329261.77841823,20137.323848916203,2192.8757309390844,3048034.7919695643,32420286.896233436,6753453.979465632,4700646.1135173915,0.0,196942378.7552962,33340965.288890123,78511500.92302099,93159619.90807569,1611553.326449056,43762312.05020012
40,2013-05-01,0.0,14255244.991137603,85592348.01193634,590701.2516480506,13713605.643342901,62130532.342403606,17.748029771402106,43446151.16083246,159170165.9733957,18637361.35853047,302100937.81956863,20459.01000853514,1169465.4180145166,14282521.90070823,6708798.249738182,12549878.214656413,24319504.291935958,113588465.09740873,20137.323848916203,3209.1177314794068,3230916.8794877385,29684397.706677865,7064436.669239269,4498582.140311893,0.0,201574168.662801,34348085.06709187,75562052.76669995,96215306.81722365,1268156.9167010328,43555769.13888145
41,2013-06-01,0.0,16012878.532787967,81928281.49380657,590701.2516480506,14980324.236904692,65828778.31516574,17.748029771402106,43409189.19460425,158853260.05769894,18880116.90563737,325223486.33601505,27983.339433740715,1252998.6621584103,16810293.90406569,6264996.821971596,12822701.654105451,23491175.182262074,108923009.72268875,20137.323848916203,4225.3597320197305,2987074.0961301727,30596360.769863058,8306764.424778283,3732866.031322635,0.0,215768363.5406377,36521343.535843074,76053627.45942017,95786674.29379964,2207978.6696956223,48025357.73981749
42,2013-07-01,0.0,16344318.000642037,82930126.66447179,295350.6258240253,14117486.934043756,66198602.912441954,17.748029771402106,43652082.11553258,163440056.20594203,18843573.05983633,311471490.4542578,17264.155847832782,1121104.0661417358,18745778.219589002,6383343.869376019,20188934.519229867,23228970.284235805,113454784.42764595,20137.323848916203,5241.6017325600515,6035108.8880997365,26629321.445007484,7109320.768794226,3807310.6530299243,0.0,162162450.95521662,35540726.90969923,67415957.85876575,91748268.91631375,2262199.15544531,42043875.02802877
43,2013-08-01,0.0,17321897.03714091,83014418.63325696,295350.6258240253,15200623.12274152,69600989.2073831,17.748029771402106,41281235.99603648,161571979.229203,19731066.457861595,305426064.22418106,4239.899914203137,1125500.552675625,18188570.23172098,6242806.750583269,17642582.41770538,24093054.607276905,113280999.55695441,20137.323848916203,4138.106630968462,4937816.362990694,31280333.067251943,6306215.987471585,3924295.058569948,0.0,166727835.2726494,35514223.75764131,75210927.98618554,92648845.26343806,2265211.404653626,43126159.88333863
44,2013-09-01,0.0,21530173.91686377,87252724.18873563,88605.18774720764,18578539.372239638,74001901.91497001,17.748029771402106,41529409.19785457,154666766.118757,19415223.2191526,315884168.87677485,388.1598513002874,1367307.312039529,18922701.923766065,6043096.108088308,19279523.054399703,24051340.19168182,109310683.66500068,20137.323848916203,2758.737753978976,5486462.625545215,31690716.44568528,6836810.164353408,4200803.653482738,0.0,189787176.42506507,36508091.9598141,65800783.868399516,96116736.27176723,2256174.657028678,54304262.2439051
45,2013-10-01,0.0,18871962.427205898,85560738.5236419,88605.18774720764,14723308.870095046,68602462.79473734,17.748029771402106,41539969.75963405,149746384.79609627,19793713.05066337,291617277.1143344,388.1598513002874,998002.4431928393,18399556.832966633,5821195.394205015,9548820.380716827,23121704.644134156,101690885.48852395,20137.323848916203,827.6213261936924,1828820.8751817383,30915547.841977857,6581932.599023469,4232708.491357289,0.0,191414113.38182303,32426606.542891145,7935420.039625553,93768965.0981697,2304370.644361735,47025690.049035124
46,2013-11-01,0.0,22588101.91526667,88487250.31490159,88605.18774720764,14833458.313013462,74519656.35115671,17.748029771402106,40969699.42354146,154183067.61585134,19331694.42875023,318309154.3161763,388.1598513002874,1019984.8758622847,19450931.029053364,5503137.704305633,11367643.31037718,22823744.53274068,109096794.59338032,20137.323848916203,827.6213261936924,6522794.454814866,33058661.040463064,7075657.694128007,4498582.140311893,0.0,219088643.0442253,34361336.64312085,17907363.806234658,95144472.25522022,2924893.9812748283,57526331.66047637
47,2013-12-01,0.0,24064514.09025295,91229373.4244437,88605.18774720764,13493306.757506056,87389552.33636889,17.748029771402106,37896575.945709124,156684956.42398402,18428539.382524516,321532056.5102285,388.1598513002874,1006795.4162606176,21016807.4913102,4193923.4923942117,16551288.659909176,22317212.343371764,109671621.47336014,20137.323848916203,827.6213261936924,6157030.279778521,36022540.99581491,7564573.778565942,3424452.5985352946,0.0,225264362.9208982,33844525.177991,9129244.293374531,99365083.79248907,4919002.957180015,59137366.36876203
48,2014-01-01,0.0,14935670.426655972,91654702.2068045,1048985.2561899356,11757132.68911564,56080628.78150258,18.481394633568907,42254691.56145524,166138175.8718391,19522025.166494768,297101772.7743971,14984.24809081493,876554.9464058095,18094438.330425553,6160457.074271252,11376556.783487635,21565378.34771475,100506649.2766937,25199.253316235347,174.61104779495355,360302.16303457454,21712293.686892208,6879612.158016232,1925312.7612096246,0.0,163106261.07650012,31871941.701715115,46898027.3756261,94210189.69801223,1358211.9065582294,39445847.98046158
49,2014-02-01,0.0,11379558.400259618,69832153.93928964,810579.5164848707,8957815.366400529,42728098.043957196,16.801267835868945,32194050.65676685,126581467.10790047,14873923.910170527,226363255.0483293,14270.71246465661,667851.3865610689,13786238.703653233,4693681.5721273245,8667852.77214722,16430764.426452272,76576494.5520842,19199.4310642565,151.83569369216215,274515.9332569573,16542699.92277121,5241609.254015249,1466904.9583370725,0.0,124271436.79171222,24283384.110902708,54714365.1699514,71779192.02439836,1034828.1174591923,30053979.360732757
50,2014-03-01,0.0,21192311.584120564,90519118.66746439,826473.232299914,6988008.5290819425,68143949.53479986,16.801267835868945,37858620.0286172,160712663.43672165,17622380.39828318,320292525.05874944,17010.27561573215,977073.3943259843,16653592.60095173,5778313.657568789,17770463.93377712,21724457.704704136,90233088.75052741,19063.105924491807,1113.8666490745616,1611461.321355427,26547956.95887187,7508292.88579249,3682979.2383649843,0.0,179441313.0570294,32793377.210454576,68877767.35209718,94503952.72401008,1177333.831058134,40432109.90761346
51,2014-04-01,0.0,13868185.160589665,80756185.62993905,550982.1548666094,9451108.565075183,55762437.27557506,16.801267835868945,40123794.74113917,140770454.38720152,16806948.914557997,291605668.7692378,18191.780302899984,1047990.0116560962,14216902.98829086,5860959.383302786,9095782.48743094,20027473.32382999,94227105.09271376,19063.105924491807,2075.8976044569604,2441608.062659738,25611394.026808556,6179417.450252739,3569905.314380096,0.0,185169824.00796276,27949910.928693667,71900414.47212382,93387086.4671447,933146.0735053358,37812303.35109967
52,2014-05-01,0.0,12078284.396357296,82907960.22571734,550982.1548666094,10336717.566780616,51107962.15109989,16.801267835868945,41417461.18806839,155735270.8343455,17023920.449701253,286841601.5640153,19367.631857593333,1047990.0116560962,14711781.923163956,6246639.436728114,11622388.733939536,20796976.75179394,96139254.55965279,19063.105924491807,3037.92855983936,2588104.546419322,23450094.95281628,6463966.936449991,3416447.846114887,0.0,189524741.05240533,28794184.867716208,69199325.55635531,96450234.40487464,734307.4709266289,37633842.41400746
53,2014-06-01,0.0,13567504.52507678,79358807.89837232,550982.1548666094,11291514.77174428,54150102.75533203,16.801267835868945,41382225.13698471,155425203.75419748,17245660.59001248,308796213.4780654,26490.578775447277,1122846.4410601025,17315525.906432785,5833410.808058118,11875049.3585904,20088625.91413176,92190496.19301532,19063.105924491807,3999.95951522176,2392775.9014065433,24170527.97748037,7600698.131310158,2834924.808478311,0.0,202870454.57569695,30616039.157185912,69649507.04231673,96020555.29532994,1278497.330615722,41495737.0926831
