date,province,value
2010-01-01,Anhui,15.946911044685601
2010-01-01,Beijing,0.38525464289983996
2010-01-01,Chongqing,4.7565889976338
2010-01-01,Fujian,5.88897478035746
2010-01-01,Gansu,7.180700994067561
2010-01-01,Guangdong,5.910727046063499
2010-01-01,Guangxi,13.4246982148297
2010-01-01,Guizhou,4.9356855035358995
2010-01-01,Hainan,2.1447312080564
2010-01-01,Hebei,10.2446646717604
2010-01-01,Heilongjiang,16.1069426345259
2010-01-01,Henan,9.585728140230941
2010-01-01,Hubei,9.74171090754726
2010-01-01,Hunan,7.64420773036142
2010-01-01,Inner Mongolia,5.413037325773789
2010-01-01,Jiangsu,7.917845937866231
2010-01-01,Jiangxi,7.04461679080826
2010-01-01,Jilin,10.5137042661067
2010-01-01,Liaoning,12.2169409899972
2010-01-01,Ningxia,2.08461485688574
2010-01-01,Qinghai,0.765868871720847
2010-01-01,Shaanxi,8.311839122796279
2010-01-01,Shandong,14.628313826978701
2010-01-01,Shanghai,0.0
2010-01-01,Shanxi,5.79646948838527
2010-01-01,Sichuan,22.359008760845
2010-01-01,Tianjin,0.47909201454452
2010-01-01,Tibet,0.0
2010-01-01,Xinjiang,1.84791436763596
2010-01-01,Yunnan,13.1143685697891
2010-01-01,Zhejiang,1.13343354634612
2010-02-01,Anhui,15.2468037573132
2010-02-01,Beijing,0.368341048647485
2010-02-01,Chongqing,4.79115752709451
2010-02-01,Fujian,5.89883973871209
2010-02-01,Gansu,6.924246954322229
2010-02-01,Guangdong,5.92062844288208
2010-02-01,Guangxi,13.4519247433091
2010-02-01,Guizhou,4.94569552981559
2010-02-01,Hainan,2.14832396992726
2010-02-01,Hebei,9.79489954964442
2010-02-01,Heilongjiang,15.3065962482763
2010-02-01,Henan,9.16489189759181
2010-02-01,Hubei,9.74171090754726
2010-02-01,Hunan,7.64420773036142
2010-02-01,Inner Mongolia,5.21971423787
2010-02-01,Jiangsu,7.57023368707619
2010-02-01,Jiangxi,7.04461679080826
2010-02-01,Jilin,9.991283257575951
2010-02-01,Liaoning,11.6098869516094
2010-02-01,Ningxia,2.01016420063322
2010-02-01,Qinghai,0.765868871720847
2010-02-01,Shaanxi,7.8276664617649905
2010-02-01,Shandong,13.9860960906698
2010-02-01,Shanghai,0.0
2010-02-01,Shanxi,5.45881953928062
2010-02-01,Sichuan,22.5215029459524
2010-02-01,Tianjin,0.458058736703775
2010-02-01,Tibet,0.0
2010-02-01,Xinjiang,1.7819173145522598
2010-02-01,Yunnan,13.1409657210726
2010-02-01,Zhejiang,1.13343354634612
2010-03-01,Anhui,13.4576382861823
2010-03-01,Beijing,0.32511736082870896
2010-03-01,Chongqing,4.51460929140884
2010-03-01,Fujian,5.54372396826449
2010-03-01,Gansu,6.084943191483029
2010-03-01,Guangdong,5.56420097169144
2010-03-01,Guangxi,12.798389338443702
2010-03-01,Guizhou,4.70541860349494
2010-03-01,Hainan,2.0189928208294
2010-03-01,Hebei,8.64549824912502
2010-03-01,Heilongjiang,13.505819582904902
2010-03-01,Henan,8.08942005504554
2010-03-01,Hubei,9.15758527742861
2010-03-01,Hunan,7.18585111316846
2010-03-01,Inner Mongolia,4.58702077247374
2010-03-01,Jiangsu,6.68189007507079
2010-03-01,Jiangxi,6.62221242458063
2010-03-01,Jilin,8.81583775319841
2010-03-01,Liaoning,10.244017415956602
2010-03-01,Ningxia,1.76650761405481
2010-03-01,Qinghai,0.7187427372677769
2010-03-01,Shaanxi,7.06103320774456
2010-03-01,Shandong,12.3448707820969
2010-03-01,Shanghai,0.0
2010-03-01,Shanxi,4.92418861102753
2010-03-01,Sichuan,21.221549465092902
2010-03-01,Tianjin,0.404306954461076
2010-03-01,Tibet,0.0
2010-03-01,Xinjiang,1.5659270535118899
2010-03-01,Yunnan,12.5025376509843
2010-03-01,Zhejiang,1.06547139978476
2010-04-01,Anhui,12.6019528033169
2010-04-01,Beijing,0.304445219107209
2010-04-01,Chongqing,4.27263318307412
2010-04-01,Fujian,5.23792920120354
2010-04-01,Gansu,5.66529332986369
2010-04-01,Guangdong,5.25727668221399
2010-04-01,Guangxi,12.0087048376214
2010-04-01,Guizhou,4.4150854965078405
2010-04-01,Hainan,1.9076241013769901
2010-04-01,Hebei,8.0957860940948
2010-04-01,Heilongjiang,12.8555388199997
2010-04-01,Henan,7.5750653697208605
2010-04-01,Hubei,8.72420112893496
2010-04-01,Hunan,6.8457795908689505
2010-04-01,Inner Mongolia,4.2706755623643105
2010-04-01,Jiangsu,6.25703125409839
2010-04-01,Jiangxi,6.30881519094037
2010-04-01,Jilin,8.391371124971329
2010-04-01,Liaoning,9.75078652244646
2010-04-01,Ningxia,1.64467990712975
2010-04-01,Qinghai,0.628957962651233
2010-04-01,Shaanxi,6.677720464742291
2010-04-01,Shandong,11.5599390956111
2010-04-01,Shanghai,0.0
2010-04-01,Shanxi,4.656875855511339
2010-04-01,Sichuan,20.0841070817248
2010-04-01,Tianjin,0.37859965098056303
2010-04-01,Tibet,0.0
2010-04-01,Xinjiang,1.4579324427763198
2010-04-01,Yunnan,11.7311077512646
2010-04-01,Zhejiang,1.0150477999654801
2010-05-01,Anhui,12.2130019069306
2010-05-01,Beijing,0.29504871979314296
2010-05-01,Chongqing,3.78867916745956
2010-05-01,Fujian,4.61648228549995
2010-05-01,Gansu,5.33889764651514
2010-05-01,Guangdong,4.63353431119996
2010-05-01,Guangxi,10.7016340278906
2010-05-01,Guizhou,3.93453164386655
2010-05-01,Hainan,1.68129666001902
2010-05-01,Hebei,7.8459150378073295
2010-05-01,Heilongjiang,11.905126810405699
2010-05-01,Henan,7.341266012452829
2010-05-01,Hubei,7.66900802747797
2010-05-01,Hunan,6.01778178435095
2010-05-01,Inner Mongolia,4.02462827277562
2010-05-01,Jiangsu,6.06391214367307
2010-05-01,Jiangxi,5.54576328859845
2010-05-01,Jilin,7.77099573613695
2010-05-01,Liaoning,9.02990933918107
2010-05-01,Ningxia,1.54992463305639
2010-05-01,Qinghai,0.628957962651233
2010-05-01,Shaanxi,6.2137135729041
2010-05-01,Shandong,11.2031492596561
2010-05-01,Shanghai,0.0
2010-05-01,Shanxi,4.33328901134782
2010-05-01,Sichuan,17.8092138587965
2010-05-01,Tianjin,0.366914424419354
2010-05-01,Tibet,0.0
2010-05-01,Xinjiang,1.37393628790336
2010-05-01,Yunnan,10.454251611088099
2010-05-01,Zhejiang,0.8922776551300581
2010-06-01,Anhui,11.2795111033578
2010-06-01,Beijing,0.27249691241345697
2010-06-01,Chongqing,3.52595942292524
2010-06-01,Fujian,4.34027860511639
2010-06-01,Gansu,5.01250196316659
2010-06-01,Guangdong,4.35631040979853
2010-06-01,Guangxi,9.93917605554766
2010-06-01,Guizhou,3.6542085631591297
2010-06-01,Hainan,1.58070484647034
2010-06-01,Hebei,7.24621894431447
2010-06-01,Heilongjiang,11.0547657595486
2010-06-01,Henan,6.78014235412295
2010-06-01,Hubei,7.19793782605755
2010-06-01,Hunan,5.64813845276214
2010-06-01,Inner Mongolia,3.77858098318693
2010-06-01,Jiangsu,5.6004219827012305
2010-06-01,Jiangxi,5.205113778253731
